Level,Risk_factor,measure,year_gbd,anal_year,val,lower,upper
,Occupational exposure to silica,DALYs,2015,2015,1894000.0,1724000.0,2073000.0
,Occupational exposure to sulphuric acid,DALYs,2015,2015,199000.0,151000.0,253000.0
,Occupational exposure to trichloroethylene,DALYs,2015,2015,4000.0,1000.0,8000.0
,Occupational asthmagens,DALYs,2015,2015,2621000.0,2081000.0,3223000.0
,"Occupational particulate matter, gases, and fumes",DALYs,2015,2015,8787000.0,7598000.0,9987000.0
,Occupational noise,DALYs,2015,2015,10875000.0,7410000.0,15038000.0
,Occupational injuries,DALYs,2015,2015,13492000.0,12006000.0,15545000.0
,Occupational ergonomic factors,DALYs,2015,2015,18573000.0,12979000.0,25759000.0
,Behavioural risks,DALYs,2015,2015,745463000.0,698273000.0,797964000.0
,Child and maternal malnutrition,DALYs,2015,2015,172120000.0,151792000.0,196176000.0
,Suboptimal breastfeeding,DALYs,2015,2015,34030000.0,22497000.0,47771000.0
,Non-exclusive breastfeeding,DALYs,2015,2015,31507000.0,19669000.0,44929000.0
,Discontinued breastfeeding,DALYs,2015,2015,3356000.0,1147000.0,6281000.0
,Childhood undernutrition,DALYs,2015,2015,113280000.0,103941000.0,123401000.0
,Childhood underweight,DALYs,2015,2015,34911000.0,28903000.0,43357000.0
,Child wasting,DALYs,2015,2015,104945000.0,88636000.0,117151000.0
,Child stunting,DALYs,2015,2015,22420000.0,9964000.0,39448000.0
,Iron deficiency,DALYs,2015,2015,52870000.0,36518000.0,74437000.0
,Vitamin A deficiency,DALYs,2015,2015,7611000.0,4693000.0,10841000.0
,Zinc deficiency,DALYs,2015,2015,4967000.0,600000.0,10853000.0
,Tobacco,DALYs,2015,2015,170889000.0,156216000.0,185988000.0
,Smoking,DALYs,2015,2015,148623000.0,134236000.0,163140000.0
,Second-hand smoke,DALYs,2015,2015,25212000.0,19297000.0,31653000.0
,Alcohol and drug use,DALYs,2015,2015,111365000.0,102247000.0,120352000.0
,High alcohol use,DALYs,2015,2015,84990000.0,77180000.0,93010000.0
,Drug use,DALYs,2015,2015,27831000.0,24437000.0,31171000.0
,Dietary risks,DALYs,2015,2015,264411000.0,236098000.0,294989000.0
,Diet low in fruits,DALYs,2015,2015,72590000.0,48514000.0,98667000.0
,Diet low in vegetables,DALYs,2015,2015,44632000.0,23572000.0,68817000.0
,Diet low in whole grains,DALYs,2015,2015,79813000.0,57571000.0,104238000.0
,Diet low in nuts and seeds,DALYs,2015,2015,49411000.0,32716000.0,68196000.0
,Diet low in milk,DALYs,2015,2015,2603000.0,897000.0,4382000.0
,Diet high in red meat,DALYs,2015,2015,1752000.0,638000.0,2957000.0
,Diet high in processed meat,DALYs,2015,2015,14907000.0,6450000.0,23452000.0
,Diet high in sugar sweetened beverages,DALYs,2015,2015,1449000.0,1004000.0,2059000.0
,Diet low in fiber,DALYs,2015,2015,8393000.0,3908000.0,14657000.0
,Diet low in calcium,DALYs,2015,2015,3284000.0,1966000.0,4755000.0
,Diet low in seafood omega-3 fatty acids,DALYs,2015,2015,31310000.0,13272000.0,49823000.0
,Diet low in polyunsaturated fatty acids,DALYs,2015,2015,8270000.0,3534000.0,12996000.0
,Diet high in trans fatty acids,DALYs,2015,2015,11578000.0,5138000.0,20322000.0
,Diet high in sodium,DALYs,2015,2015,83008000.0,49326000.0,127452000.0
,Sexual abuse and violence,DALYs,2015,2015,20801000.0,15633000.0,26810000.0
,Childhood sexual abuse,DALYs,2015,2015,8107000.0,3472000.0,14062000.0
,Intimate partner violence,DALYs,2015,2015,13803000.0,11078000.0,16954000.0
,Unsafe sex,DALYs,2015,2015,79451000.0,74248000.0,85532000.0
,Low physical activity,DALYs,2015,2015,34603000.0,26905000.0,42282000.0
,Metabolic risks,DALYs,2015,2015,381845000.0,357846000.0,409436000.0
,High fasting plasma glucose,DALYs,2015,2015,143076000.0,125125000.0,163477000.0
,High LDL cholesterol*,DALYs,2015,2015,88687000.0,74558000.0,105681000.0
,High systolic blood pressure,DALYs,2015,2015,211816000.0,192712000.0,231114000.0
,High body-mass index,DALYs,2015,2015,120132000.0,83829000.0,158409000.0
,Low bone mineral density,DALYs,2015,2015,8810000.0,7565000.0,10270000.0
,Kidney dysfunction*,DALYs,2015,2015,54433000.0,50890000.0,57912000.0
0.0,All risk factors,Deaths,2016,2006,31848450.0,31122540.0,32552540.0
1.0,Environmental/occupational risks,Deaths,2016,2006,9751570.0,9103890.0,10482390.0
2.0,"Unsafe water, sanitation, and handwashing",Deaths,2016,2006,2231210.0,1736490.0,3001110.0
3.0,Unsafe water source,Deaths,2016,2006,1570530.0,716650.0,2364770.0
3.0,Unsafe sanitation,Deaths,2016,2006,1323650.0,1010230.0,1827530.0
3.0,No access to handwashing facility,Deaths,2016,2006,1015060.0,577660.0,1507150.0
2.0,Air pollution,Deaths,2016,2006,6219850.0,5700420.0,6672510.0
3.0,Ambient particulate matter pollution,Deaths,2016,2006,3687200.0,3239450.0,4139590.0
3.0,Household air pollution from solid fuels,Deaths,2016,2006,3260730.0,2828540.0,3717840.0
3.0,Ambient ozone pollution,Deaths,2016,2006,187610.0,71390.0,318150.0
2.0,Other environmental risks,Deaths,2016,2006,518270.0,290360.0,800270.0
3.0,Residential radon,Deaths,2016,2006,49870.0,33900.0,66960.0
3.0,Lead exposure,Deaths,2016,2006,468390.0,239690.0,749970.0
2.0,Occupational risks,Deaths,2016,2006,1409600.0,1288250.0,1539630.0
3.0,Occupational carcinogens,Deaths,2016,2006,628390.0,529770.0,733380.0
4.0,Occupational exposure to asbestos,Deaths,2016,2006,187830.0,142940.0,233460.0
4.0,Occupational exposure to arsenic,Deaths,2016,2006,6550.0,1520.0,11970.0
4.0,Occupational exposure to benzene,Deaths,2016,2006,1630.0,520.0,2670.0
4.0,Occupational exposure to beryllium,Deaths,2016,2006,200.0,170.0,240.0
4.0,Occupational exposure to cadmium,Deaths,2016,2006,460.0,390.0,530.0
4.0,Occupational exposure to chromium,Deaths,2016,2006,960.0,860.0,1070.0
4.0,Occupational exposure to diesel engine exhaust,Deaths,2016,2006,13410.0,11850.0,15170.0
4.0,Occupational exposure to second-hand smoke,Deaths,2016,2006,364050.0,275490.0,465660.0
4.0,Occupational exposure to formaldehyde,Deaths,2016,2006,950.0,780.0,1150.0
4.0,Occupational exposure to nickel,Deaths,2016,2006,6680.0,950.0,17470.0
4.0,Occupational exposure to polycyclic aromatic hydrocarbons,Deaths,2016,2006,3410.0,2890.0,3920.0
4.0,Occupational exposure to silica,Deaths,2016,2006,50950.0,28570.0,73670.0
4.0,Occupational exposure to sulphuric acid,Deaths,2016,2006,2960.0,1270.0,5350.0
4.0,Occupational exposure to trichloroethylene,Deaths,2016,2006,40.0,10.0,70.0
3.0,Occupational asthmagens,Deaths,2016,2006,36830.0,26750.0,47730.0
3.0,"Occupational particulate matter, gases, and fumes",Deaths,2016,2006,407530.0,338660.0,479120.0
3.0,Occupational injuries,Deaths,2016,2006,352960.0,344630.0,360980.0
1.0,Behavioural risks,Deaths,2016,2006,22393170.0,21227310.0,23619190.0
2.0,Child and maternal malnutrition,Deaths,2016,2006,4301090.0,4107680.0000000005,4499130.0
3.0,Suboptimal breastfeeding,Deaths,2016,2006,278090.0,223030.0,332550.0
4.0,Non-exclusive breastfeeding,Deaths,2016,2006,264190.0,210540.0,318370.0
4.0,Discontinued breastfeeding,Deaths,2016,2006,16700.0,5980.0,29320.0
3.0,Child growth failure,Deaths,2016,2006,1874900.0,1718600.0,2023150.0
4.0,Child underweight,Deaths,2016,2006,615180.0,515400.0,776560.0
4.0,Child wasting,Deaths,2016,2006,1734230.0,1516430.0,1927790.0
4.0,Child stunting,Deaths,2016,2006,366430.0,184020.0,613940.0
3.0,Low birth weight and short gestation,Deaths,2016,2006,2341510.0,2264770.0,2427940.0
4.0,Short gestation,Deaths,2016,2006,2064010.0000000002,1949930.0,2171840.0
4.0,Low birth weight for gestation,Deaths,2016,2006,1096850.0,1005370.0,1207520.0
3.0,Iron deficiency,Deaths,2016,2006,27520.0,12140.0,43690.0
3.0,Vitamin A deficiency,Deaths,2016,2006,108400.0,62610.0,166640.0
3.0,Zinc deficiency,Deaths,2016,2006,53320.0,2850.0,141730.0
2.0,Tobacco,Deaths,2016,2006,6853450.0,6227560.0,7447850.0
3.0,Smoking,Deaths,2016,2006,6081950.0,5443810.0,6681350.0
3.0,Second-hand smoke,Deaths,2016,2006,848700.0,674540.0,1044470.0
2.0,Alcohol and drug use,Deaths,2016,2006,3001710.0,2622510.0,3396750.0
3.0,High alcohol use,Deaths,2016,2006,2605720.0,2228590.0,3011170.0
3.0,Drug use,Deaths,2016,2006,405490.0,376080.0,438090.0
2.0,Dietary risks,Deaths,2016,2006,9263920.0,7965820.0,10628040.0
3.0,Diet low in fruits,Deaths,2016,2006,2338840.0,1488150.0,3345700.0
3.0,Diet low in vegetables,Deaths,2016,2006,1473570.0,722800.0,2392730.0
3.0,Diet low in legumes,Deaths,2016,2006,594090.0,262560.0,988590.0
3.0,Diet low in whole grains,Deaths,2016,2006,2253170.0,1501700.0,3156550.0
3.0,Diet low in nuts and seeds,Deaths,2016,2006,1879320.0,1192820.0,2585760.0
3.0,Diet low in milk,Deaths,2016,2006,100320.0,35930.0,172490.0
3.0,Diet high in red meat,Deaths,2016,2006,22590.0,10560.0,36850.0
3.0,Diet high in processed meat,Deaths,2016,2006,146700.0,29930.0,269630.0
3.0,Diet high in sugar sweetened beverages,Deaths,2016,2006,17800.0,11490.0,29390.0
3.0,Diet low in fiber,Deaths,2016,2006,769740.0,446500.0,1159770.0
3.0,Diet low in calcium,Deaths,2016,2006,135490.0,86000.0,194760.0
3.0,Diet low in seafood omega-3 fatty acids,Deaths,2016,2006,1347530.0,575060.0,2186210.0
3.0,Diet low in polyunsaturated fatty acids,Deaths,2016,2006,373710.0,152880.0,579390.0
3.0,Diet high in trans fatty acids,Deaths,2016,2006,236270.0,80110.0,490840.0
3.0,Diet high in sodium,Deaths,2016,2006,2093860.0000000002,641820.0,4027160.0
2.0,Sexual abuse and violence,Deaths,2016,2006,149420.0,94830.0,204160.0
3.0,Childhood sexual abuse,Deaths,2016,2006,8980.0,6580.0,11810.0
3.0,Intimate partner violence,Deaths,2016,2006,140450.0,86780.0,194820.0
2.0,Unsafe sex,Deaths,2016,2006,1799640.0,1709980.0,1892290.0
2.0,Low physical activity,Deaths,2016,2006,1159600.0,607840.0,1790070.0
1.0,Metabolic risks,Deaths,2016,2006,14834470.0,13966550.0,15690950.0
2.0,High fasting plasma glucose,Deaths,2016,2006,4700400.0,3722990.0,5906040.0
2.0,High LDL cholesterol*,Deaths,2016,2006,3802100.0,2971090.0,4832930.0
2.0,High systolic blood pressure,Deaths,2016,2006,9083070.0,8209730.0,9963140.0
2.0,High body-mass index,Deaths,2016,2006,3519120.0,2136480.0,5165340.0
2.0,Low bone mineral density,Deaths,2016,2006,341070.0,288700.0,360770.0
2.0,Kidney dysfunction*,Deaths,2016,2006,2108450.0,1943120.0,2277000.0
0.0,All risk factors,Deaths,2016,2016,32756240.0,31855630.0,33694290.0
1.0,Environmental/occupational risks,Deaths,2016,2016,9293430.0,8663330.0,9987210.0
2.0,"Unsafe water, sanitation, and handwashing",Deaths,2016,2016,1660770.0,1253690.0,2312040.0
3.0,Unsafe water source,Deaths,2016,2016,1160160.0,515929.99999999994,1858370.0
3.0,Unsafe sanitation,Deaths,2016,2016,898240.0,662820.0,1307680.0
3.0,No access to handwashing facility,Deaths,2016,2016,750340.0,432560.0,1131560.0
2.0,Air pollution,Deaths,2016,2016,6116400.0,5631620.0,6602600.0
3.0,Ambient particulate matter pollution,Deaths,2016,2016,4092690.0,3624440.0,4575020.0
3.0,Household air pollution from solid fuels,Deaths,2016,2016,2576360.0,2215950.0,2968890.0
3.0,Ambient ozone pollution,Deaths,2016,2016,233640.0,90110.0,385300.0
2.0,Other environmental risks,Deaths,2016,2016,597740.0,328830.0,923470.0
3.0,Residential radon,Deaths,2016,2016,57690.0,38120.0,77920.0
3.0,Lead exposure,Deaths,2016,2016,540040.0,269070.0,868970.0
2.0,Occupational risks,Deaths,2016,2016,1528020.0,1383550.0,1680970.0
3.0,Occupational carcinogens,Deaths,2016,2016,746540.0,624130.0,874380.0
4.0,Occupational exposure to asbestos,Deaths,2016,2016,222320.0,168960.0,277920.0
4.0,Occupational exposure to arsenic,Deaths,2016,2016,8070.0,2050.0,14630.0
4.0,Occupational exposure to benzene,Deaths,2016,2016,1900.0,600.0,3120.0
4.0,Occupational exposure to beryllium,Deaths,2016,2016,260.0,210.0,310.0
4.0,Occupational exposure to cadmium,Deaths,2016,2016,610.0,500.0,710.0
4.0,Occupational exposure to chromium,Deaths,2016,2016,1280.0,1130.0,1440.0
4.0,Occupational exposure to diesel engine exhaust,Deaths,2016,2016,17500.0,15200.0,20060.0
4.0,Occupational exposure to second-hand smoke,Deaths,2016,2016,433150.0,326160.0,554320.0
4.0,Occupational exposure to formaldehyde,Deaths,2016,2016,1090.0,900.0,1320.0
4.0,Occupational exposure to nickel,Deaths,2016,2016,8100.0,1240.0,20810.0
4.0,Occupational exposure to polycyclic aromatic hydrocarbons,Deaths,2016,2016,4530.0,3830.0,5290.0
4.0,Occupational exposure to silica,Deaths,2016,2016,58400.0,31420.0,86000.0
4.0,Occupational exposure to sulphuric acid,Deaths,2016,2016,3540.0,1520.0,6490.0
4.0,Occupational exposure to trichloroethylene,Deaths,2016,2016,60.0,10.0,110.0
3.0,Occupational asthmagens,Deaths,2016,2016,37570.0,28360.0,47940.0
3.0,"Occupational particulate matter, gases, and fumes",Deaths,2016,2016,424270.0,349980.0,507550.0
3.0,Occupational injuries,Deaths,2016,2016,335710.0,328640.0,343270.0
1.0,Behavioural risks,Deaths,2016,2016,21830190.0,20450240.0,23314120.0
2.0,Child and maternal malnutrition,Deaths,2016,2016,2736960.0,2573810.0,2904340.0
3.0,Suboptimal breastfeeding,Deaths,2016,2016,152480.0,124060.0,183650.0
4.0,Non-exclusive breastfeeding,Deaths,2016,2016,144110.0,116210.0,173920.0
4.0,Discontinued breastfeeding,Deaths,2016,2016,10040.0,3490.0,17760.0
3.0,Child growth failure,Deaths,2016,2016,1010580.0,908980.0,1119900.0
4.0,Child underweight,Deaths,2016,2016,312610.0,266200.0,389000.0
4.0,Child wasting,Deaths,2016,2016,952400.0,813720.0,1078990.0
4.0,Child stunting,Deaths,2016,2016,162190.0,74850.0,301180.0
3.0,Low birth weight and short gestation,Deaths,2016,2016,1673600.0,1589230.0,1758450.0
4.0,Short gestation,Deaths,2016,2016,1485610.0,1392050.0,1580000.0
4.0,Low birth weight for gestation,Deaths,2016,2016,778370.0,705630.0,864120.0
3.0,Iron deficiency,Deaths,2016,2016,20950.0,9790.0,33310.0
3.0,Vitamin A deficiency,Deaths,2016,2016,42180.0,24160.0,65390.0
3.0,Zinc deficiency,Deaths,2016,2016,25090.0,1320.0,69470.0
2.0,Tobacco,Deaths,2016,2016,7131380.0,6503230.0,7780890.0
3.0,Smoking,Deaths,2016,2016,6321100.0,5673660.0,6962350.0
3.0,Second-hand smoke,Deaths,2016,2016,883930.0,715080.0,1085100.0
2.0,Alcohol and drug use,Deaths,2016,2016,3257200.0,2820870.0,3733040.0
3.0,High alcohol use,Deaths,2016,2016,2814640.0,2371240.0,3292680.0
3.0,Drug use,Deaths,2016,2016,451820.0,420400.0,486770.0
2.0,Dietary risks,Deaths,2016,2016,10301540.0,8795360.0,11912630.0
3.0,Diet low in fruits,Deaths,2016,2016,2361200.0,1446100.0,3447830.0
3.0,Diet low in vegetables,Deaths,2016,2016,1519650.0,717790.0,2507050.0
3.0,Diet low in legumes,Deaths,2016,2016,672470.0,288670.0,1113670.0
3.0,Diet low in whole grains,Deaths,2016,2016,2498690.0,1662920.0,3507350.0
3.0,Diet low in nuts and seeds,Deaths,2016,2016,2155040.0,1349070.0,2965360.0
3.0,Diet low in milk,Deaths,2016,2016,123210.0,45000.0,213850.0
3.0,Diet high in red meat,Deaths,2016,2016,31880.0,15080.0,51440.0
3.0,Diet high in processed meat,Deaths,2016,2016,139620.0,29840.0,271400.0
3.0,Diet high in sugar sweetened beverages,Deaths,2016,2016,22560.0,15330.0,33360.0
3.0,Diet low in fiber,Deaths,2016,2016,877850.0,502370.0,1337530.0
3.0,Diet low in calcium,Deaths,2016,2016,159880.0,101070.0,232620.0
3.0,Diet low in seafood omega-3 fatty acids,Deaths,2016,2016,1538760.0,641930.0,2518120.0
3.0,Diet low in polyunsaturated fatty acids,Deaths,2016,2016,404130.0,167800.0,628840.0
3.0,Diet high in trans fatty acids,Deaths,2016,2016,223640.0,62820.0,513159.99999999994
3.0,Diet high in sodium,Deaths,2016,2016,2310470.0,654700.0,4498830.0
2.0,Sexual abuse and violence,Deaths,2016,2016,73830.0,53790.0,94090.0
3.0,Childhood sexual abuse,Deaths,2016,2016,8740.0,6400.0,11740.0
3.0,Intimate partner violence,Deaths,2016,2016,65090.0,44850.0,85840.0
2.0,Unsafe sex,Deaths,2016,2016,1100900.0,1048420.0000000001,1148400.0
2.0,Low physical activity,Deaths,2016,2016,1373340.0,717650.0,2084159.9999999998
1.0,Metabolic risks,Deaths,2016,2016,17493530.0,16427650.000000002,18524260.0
2.0,High fasting plasma glucose,Deaths,2016,2016,5612450.0,4457290.0,6987540.0
2.0,High LDL cholesterol*,Deaths,2016,2016,4392510.0,3374220.0,5619870.0
2.0,High systolic blood pressure,Deaths,2016,2016,10455860.0,9381880.0,11507490.0
2.0,High body-mass index,Deaths,2016,2016,4525100.0,2867220.0,6434240.0
2.0,Low bone mineral density,Deaths,2016,2016,441230.0,374930.0,466700.0
2.0,Kidney dysfunction*,Deaths,2016,2016,2554210.0,2346590.0,2766510.0
0.0,All risk factors,DALYs,2016,2006,1182311160.0,1130619010.0,1237965110.0
1.0,Environmental/occupational risks,DALYs,2016,2006,367198640.0,341616820.0,392521030.0
2.0,"Unsafe water, sanitation, and handwashing",DALYs,2016,2006,118178240.0,99042420.0,141176500.0
3.0,Unsafe water source,DALYs,2016,2006,82040060.0,38265290.0,110406220.0
3.0,Unsafe sanitation,DALYs,2016,2006,68961680.0,56942580.0,84299830.0
3.0,No access to handwashing facility,DALYs,2016,2006,55096200.0,32668570.0,75567190.0
2.0,Air pollution,DALYs,2016,2006,186446120.0,170917710.0,200934770.0
3.0,Ambient particulate matter pollution,DALYs,2016,2006,105732080.0,93627480.0,118532100.0
3.0,Household air pollution from solid fuels,DALYs,2016,2006,108733320.0,93447820.0,123249340.0
3.0,Ambient ozone pollution,DALYs,2016,2006,3159440.0,1197450.0,5338230.0
2.0,Other environmental risks,DALYs,2016,2006,14319520.0,8496180.0,21426170.0
3.0,Residential radon,DALYs,2016,2006,1126440.0,773820.0,1494910.0
3.0,Lead exposure,DALYs,2016,2006,13193090.0,7393180.0,20140030.0
2.0,Occupational risks,DALYs,2016,2006,68543890.0,60461380.0,77147090.0
3.0,Occupational carcinogens,DALYs,2016,2006,17462680.0,14595360.0,20617180.0
4.0,Occupational exposure to asbestos,DALYs,2016,2006,3197370.0,2410480.0,4019530.0
4.0,Occupational exposure to arsenic,DALYs,2016,2006,182170.0,43970.0,330510.0
4.0,Occupational exposure to benzene,DALYs,2016,2006,74240.0,23120.0,121810.0
4.0,Occupational exposure to beryllium,DALYs,2016,2006,5760.0,4760.0,6810.0
4.0,Occupational exposure to cadmium,DALYs,2016,2006,13150.0,11140.0,15160.0
4.0,Occupational exposure to chromium,DALYs,2016,2006,27330.0,24340.0,30240.0
4.0,Occupational exposure to diesel engine exhaust,DALYs,2016,2006,381690.0,337430.0,428720.0
4.0,Occupational exposure to second-hand smoke,DALYs,2016,2006,12060360.0,9008450.0,15202220.0
4.0,Occupational exposure to formaldehyde,DALYs,2016,2006,42700.0,35090.0,51510.0
4.0,Occupational exposure to nickel,DALYs,2016,2006,187010.0,27490.0,483870.0
4.0,Occupational exposure to polycyclic aromatic hydrocarbons,DALYs,2016,2006,97030.0,82370.0,111830.0
4.0,Occupational exposure to silica,DALYs,2016,2006,1396950.0,774360.0,2030140.0
4.0,Occupational exposure to sulphuric acid,DALYs,2016,2006,89850.0,38680.0,161940.0
4.0,Occupational exposure to trichloroethylene,DALYs,2016,2006,1170.0,260.0,2160.0
3.0,Occupational asthmagens,DALYs,2016,2006,2122640.0,1699180.0,2619540.0
3.0,"Occupational particulate matter, gases, and fumes",DALYs,2016,2006,8771110.0,7497470.0,10068750.0
3.0,Occupational noise,DALYs,2016,2006,5865390.0,4107310.0000000005,8092940.0
3.0,Occupational injuries,DALYs,2016,2006,21906210.0,20353140.0,23776950.0
3.0,Occupational ergonomic factors,DALYs,2016,2006,13229580.0,9255440.0,17770820.0
1.0,Behavioural risks,DALYs,2016,2006,910996120.0,869496720.0,953010970.0
2.0,Child and maternal malnutrition,DALYs,2016,2006,406715030.0,385244160.0,429424870.0
3.0,Suboptimal breastfeeding,DALYs,2016,2006,24214140.0,19400120.0,28949800.0
4.0,Non-exclusive breastfeeding,DALYs,2016,2006,22971140.0,18284600.0,27651420.0
4.0,Discontinued breastfeeding,DALYs,2016,2006,1490660.0,534340.0,2615990.0
3.0,Child growth failure,DALYs,2016,2006,164876440.0,151738690.0,177603010.0
4.0,Child underweight,DALYs,2016,2006,55627110.0,46807750.0,69301370.0
4.0,Child wasting,DALYs,2016,2006,152812320.0,134145840.0,169500580.0
4.0,Child stunting,DALYs,2016,2006,31579400.0,15947910.0,52776940.0
3.0,Low birth weight and short gestation,DALYs,2016,2006,202783890.0,196133920.0,210268230.0
4.0,Short gestation,DALYs,2016,2006,178754750.0,168864650.0,188091130.0
4.0,Low birth weight for gestation,DALYs,2016,2006,95009640.0,87086080.0,104596970.0
3.0,Iron deficiency,DALYs,2016,2006,33835120.0,22660820.0,48281140.0
3.0,Vitamin A deficiency,DALYs,2016,2006,9600080.0,5604440.0,14578340.0
3.0,Zinc deficiency,DALYs,2016,2006,4651430.0,359570.0,12155340.0
2.0,Tobacco,DALYs,2016,2006,178305140.0,163133820.0,194298170.0
3.0,Smoking,DALYs,2016,2006,153365370.0,138408890.0,167887880.0
3.0,Second-hand smoke,DALYs,2016,2006,26546210.0,19817270.0,34362690.0
2.0,Alcohol and drug use,DALYs,2016,2006,125134500.0,113568680.0,136796970.0
3.0,High alcohol use,DALYs,2016,2006,96193700.0,86180200.0,106743490.0
3.0,Drug use,DALYs,2016,2006,29405940.0,25497290.0,33535949.999999996
2.0,Dietary risks,DALYs,2016,2006,210958840.0,184793680.0,239486600.0
3.0,Diet low in fruits,DALYs,2016,2006,61173380.0,40395880.0,84837170.0
3.0,Diet low in vegetables,DALYs,2016,2006,35185990.0,17828730.0,55574270.0
3.0,Diet low in legumes,DALYs,2016,2006,13316190.0,5884980.0,22031260.0
3.0,Diet low in whole grains,DALYs,2016,2006,57301210.0,38974480.0,78891270.0
3.0,Diet low in nuts and seeds,DALYs,2016,2006,44820230.0,29633640.0,60259650.0
3.0,Diet low in milk,DALYs,2016,2006,2168240.0,770590.0,3718760.0
3.0,Diet high in red meat,DALYs,2016,2006,893250.0,363000.0,1485050.0
3.0,Diet high in processed meat,DALYs,2016,2006,3499300.0,1121420.0,6024020.0
3.0,Diet high in sugar sweetened beverages,DALYs,2016,2006,605810.0,401430.0,932960.0
3.0,Diet low in fiber,DALYs,2016,2006,18522140.0,10865990.0,27596250.0
3.0,Diet low in calcium,DALYs,2016,2006,2935650.0,1882890.0,4176040.0
3.0,Diet low in seafood omega-3 fatty acids,DALYs,2016,2006,30245390.0,13187670.0,48313740.0
3.0,Diet low in polyunsaturated fatty acids,DALYs,2016,2006,8077080.0,3337500.0,12512690.0
3.0,Diet high in trans fatty acids,DALYs,2016,2006,5426020.0,1751020.0,11428660.0
3.0,Diet high in sodium,DALYs,2016,2006,44080700.0,14013370.0,84853200.0
2.0,Sexual abuse and violence,DALYs,2016,2006,11095590.0,8127520.0,13985730.0
3.0,Childhood sexual abuse,DALYs,2016,2006,2495640.0,1766890.0,3377910.0
3.0,Intimate partner violence,DALYs,2016,2006,8702760.0,6067700.0,11437850.0
2.0,Unsafe sex,DALYs,2016,2006,86860810.0,81591840.0,92234510.0
2.0,Low physical activity,DALYs,2016,2006,21078750.0,11156780.0,32368810.0
1.0,Metabolic risks,DALYs,2016,2006,348438170.0,324520780.0,374936880.0
2.0,High fasting plasma glucose,DALYs,2016,2006,123096040.0,102887960.0,146660950.0
2.0,High LDL cholesterol*,DALYs,2016,2006,83976460.0,70004690.0,98804760.0
2.0,High systolic blood pressure,DALYs,2016,2006,188635230.0,171004500.0,205178380.0
2.0,High body-mass index,DALYs,2016,2006,105257570.0,65833950.0,150547400.0
2.0,Low bone mineral density,DALYs,2016,2006,9412320.0,8030500.0,11131370.0
2.0,Kidney dysfunction*,DALYs,2016,2006,52009540.0,48088990.0,55861740.0
0.0,All risk factors,DALYs,2016,2016,1080115720.0,1017412550.0,1149380020.0
1.0,Environmental/occupational risks,DALYs,2016,2016,311970970.0,290297060.0,335402790.0
2.0,"Unsafe water, sanitation, and handwashing",DALYs,2016,2016,75796040.0,61906380.0,93460540.0
3.0,Unsafe water source,DALYs,2016,2016,52440650.0,23552840.0,73900440.0
3.0,Unsafe sanitation,DALYs,2016,2016,40746600.0,32803830.0,52138770.0
3.0,No access to handwashing facility,DALYs,2016,2016,35254900.0,20869210.0,49149440.0
2.0,Air pollution,DALYs,2016,2016,162795900.0,150578260.0,175615700.0
3.0,Ambient particulate matter pollution,DALYs,2016,2016,105674020.0,94523780.0,117808560.0
3.0,Household air pollution from solid fuels,DALYs,2016,2016,77161350.0,66086369.99999999,88048870.0
3.0,Ambient ozone pollution,DALYs,2016,2016,3796830.0,1463890.0,6257230.0
2.0,Other environmental risks,DALYs,2016,2016,15128920.0,8891770.0,22939090.0
3.0,Residential radon,DALYs,2016,2016,1255370.0,847290.0,1677750.0
3.0,Lead exposure,DALYs,2016,2016,13873550.0,7578920.0,21565040.0
2.0,Occupational risks,DALYs,2016,2016,75925430.0,66060970.0,86257100.0
3.0,Occupational carcinogens,DALYs,2016,2016,20682730.0,17015370.0,24682770.0
4.0,Occupational exposure to asbestos,DALYs,2016,2016,3640710.0,2743340.0,4594600.0
4.0,Occupational exposure to arsenic,DALYs,2016,2016,219220.0,57760.0,395480.0
4.0,Occupational exposure to benzene,DALYs,2016,2016,83870.0,25510.0,138490.0
4.0,Occupational exposure to beryllium,DALYs,2016,2016,7220.0,5890.0,8590.0
4.0,Occupational exposure to cadmium,DALYs,2016,2016,16830.0,14140.0,19640.0
4.0,Occupational exposure to chromium,DALYs,2016,2016,35450.0,31400.0,40170.0
4.0,Occupational exposure to diesel engine exhaust,DALYs,2016,2016,485690.0,426180.0,553930.0
4.0,Occupational exposure to second-hand smoke,DALYs,2016,2016,14474340.0,10754050.0,18289000.0
4.0,Occupational exposure to formaldehyde,DALYs,2016,2016,46930.0,38810.0,56990.0
4.0,Occupational exposure to nickel,DALYs,2016,2016,221350.0,34930.0,563340.0
4.0,Occupational exposure to polycyclic aromatic hydrocarbons,DALYs,2016,2016,125780.0,105370.0,145870.0
4.0,Occupational exposure to silica,DALYs,2016,2016,1574570.0,860210.0,2314760.0
4.0,Occupational exposure to sulphuric acid,DALYs,2016,2016,105230.0,45840.0,192420.0
4.0,Occupational exposure to trichloroethylene,DALYs,2016,2016,1720.0,380.0,3230.0
3.0,Occupational asthmagens,DALYs,2016,2016,2339480.0,1860900.0,2923320.0
3.0,"Occupational particulate matter, gases, and fumes",DALYs,2016,2016,9377100.0,7972610.0,10789560.0
3.0,Occupational noise,DALYs,2016,2016,7108280.0,4978560.0,9802690.0
3.0,Occupational injuries,DALYs,2016,2016,21774600.0,19810660.0,24090160.0
