Level,Risk_factor,measure,year_gbd,anal_year,val,lower,upper
,Zinc deficiency,Deaths,2023,2010,16099.2018721221,-55512.0523145818,69989.5634711614
,Zinc deficiency,Deaths,2023,2013,12776.6991740541,-46178.5357742383,58855.0955431214
,Zinc deficiency,Deaths,2023,2015,11167.6694331717,-40301.1965272598,49266.6380913548
,Zinc deficiency,Deaths,2023,2016,10453.6954406149,-38578.5999650765,45081.7568993253
,Zinc deficiency,Deaths,2023,2017,9647.79476663053,-35408.1325550093,42774.9657390025
,Zinc deficiency,Deaths,2023,2019,8084.51263568758,-30646.0806428526,37931.2694302313
,Zinc deficiency,Deaths,2023,2021,7308.98395813482,-28229.038785047,34951.9356902569
,Zinc deficiency,Deaths,2023,2023,5955.2711249736,-22372.3491682354,27287.724233876
,High fasting plasma glucose,Deaths,2023,1990,2258566.52278338,1876926.51929518,2818091.48837871
,High fasting plasma glucose,Deaths,2023,2005,3129630.89865009,2712387.93506027,3707564.35124961
,High fasting plasma glucose,Deaths,2023,2006,3191830.47314114,2781829.33308162,3799889.31355897
,High fasting plasma glucose,Deaths,2023,2010,3550230.90014733,3090805.58516545,4181093.40234883
,High fasting plasma glucose,Deaths,2023,2013,3868468.7458453,3377527.04645846,4518897.66090359
,High fasting plasma glucose,Deaths,2023,2015,4168671.55358322,3659663.82449871,4854699.89664362
,High fasting plasma glucose,Deaths,2023,2016,4325868.94745567,3800387.14183521,5040224.18704623
,High fasting plasma glucose,Deaths,2023,2017,4492036.67462855,3975004.67779434,5206756.78011952
,High fasting plasma glucose,Deaths,2023,2019,4677739.99846306,4168904.59700404,5404707.60569742
,High fasting plasma glucose,Deaths,2023,2021,5049704.8445462,4498167.95181865,5840605.7075621
,High fasting plasma glucose,Deaths,2023,2023,5342839.37968247,4734354.67455619,6148577.28682261
,Iron deficiency,Deaths,2023,1990,67300.3365165609,35474.9948082033,93321.9285089652
,Iron deficiency,Deaths,2023,2005,58666.1940921692,30748.2090577274,77232.7158045606
,Iron deficiency,Deaths,2023,2006,57431.9539706151,30213.2300685186,76283.1437634652
,Iron deficiency,Deaths,2023,2010,52794.83935439,26959.0722756728,69276.4199884749
,Iron deficiency,Deaths,2023,2013,49566.9190884133,25205.7962068386,66446.2316907451
,Iron deficiency,Deaths,2023,2015,47341.1418187073,24288.9273725964,63597.0473208041
,Iron deficiency,Deaths,2023,2016,46526.6664907923,23823.2815717018,62741.5205739275
,Iron deficiency,Deaths,2023,2017,45931.9527236249,23875.4016871434,62688.6645474143
,Iron deficiency,Deaths,2023,2019,44080.4080259369,23073.7455193198,61177.6623297104
,Iron deficiency,Deaths,2023,2021,42848.0596004738,21927.6158009447,60212.4532229356
,Iron deficiency,Deaths,2023,2023,41371.0123562904,21007.5263401606,57527.315417257
,Second-hand smoke,Deaths,2023,1990,1376233.00028427,1055666.39402059,1715955.62619525
,Second-hand smoke,Deaths,2023,2005,1451833.50350145,1132899.82443181,1754850.19865944
,Second-hand smoke,Deaths,2023,2006,1450863.39694058,1135488.68841528,1748431.94371742
,Second-hand smoke,Deaths,2023,2010,1473612.88267362,1171406.79656466,1791431.80505575
,Second-hand smoke,Deaths,2023,2013,1501234.73575813,1197332.36857986,1830284.14827609
,Second-hand smoke,Deaths,2023,2015,1525661.92219323,1212376.74207871,1861298.99371755
,Second-hand smoke,Deaths,2023,2016,1551103.59351806,1240946.31020886,1909232.13854423
,Second-hand smoke,Deaths,2023,2017,1565229.65701887,1250067.49129242,1930685.08399759
,Second-hand smoke,Deaths,2023,2019,1535083.79544318,1212953.31289596,1886325.33712853
,Second-hand smoke,Deaths,2023,2021,1544819.93509065,1213515.19884593,1896562.58811855
,Second-hand smoke,Deaths,2023,2023,1661777.76637902,1334056.17393464,2070201.65732746
,Drug use,Deaths,2023,1990,191484.756755222,160219.639940093,222669.510562049
,Drug use,Deaths,2023,2005,353097.041733228,310900.949156613,401927.641223906
,Drug use,Deaths,2023,2006,356811.676530933,311328.173849849,405062.98037214
,Drug use,Deaths,2023,2010,370292.81582763,320450.541968075,418300.885864968
,Drug use,Deaths,2023,2013,381909.733007128,334306.485821418,430517.106749486
,Drug use,Deaths,2023,2015,402938.815130484,355325.194788563,452990.253200208
,Drug use,Deaths,2023,2016,415837.178877257,367376.923789674,467567.354758666
,Drug use,Deaths,2023,2017,426048.309767308,376661.621347595,477429.065910341
,Drug use,Deaths,2023,2019,440432.699038226,390221.27104439,490935.747231514
,Drug use,Deaths,2023,2021,477357.529403095,427327.585039463,528895.838625821
,Drug use,Deaths,2023,2023,492069.134911438,439901.878936228,548897.017818627
,Low bone mineral density,Deaths,2023,1990,209838.209603461,177004.932038785,235671.832562788
,Low bone mineral density,Deaths,2023,2005,297002.928686299,254603.115299433,339056.396530388
,Low bone mineral density,Deaths,2023,2006,304452.789796303,261724.764551709,349245.654803626
,Low bone mineral density,Deaths,2023,2010,332160.909723537,283392.481766878,376879.144848038
,Low bone mineral density,Deaths,2023,2013,350442.669866628,300008.678888328,401337.91835386
,Low bone mineral density,Deaths,2023,2015,375514.684595894,318823.046130991,434777.334916592
,Low bone mineral density,Deaths,2023,2016,389801.228793122,330004.89373474,450905.724268954
,Low bone mineral density,Deaths,2023,2017,405575.767318187,342083.374718742,467618.26802913
,Low bone mineral density,Deaths,2023,2019,417686.97678426,349216.533980741,484166.62824126
,Low bone mineral density,Deaths,2023,2021,452689.499586308,378387.946118986,526070.052914624
,Low bone mineral density,Deaths,2023,2023,483039.426889991,397763.408225362,574015.600077475
,High alcohol use,Deaths,2023,1990,1010971.64179941,748636.600865512,1403617.86368889
,High alcohol use,Deaths,2023,2005,1313517.8981212,1050281.46947763,1736964.83667018
,High alcohol use,Deaths,2023,2006,1305227.1366382,1041736.78180015,1735508.26021543
,High alcohol use,Deaths,2023,2010,1288913.46152667,1028828.15599215,1715098.97270773
,High alcohol use,Deaths,2023,2013,1224614.41005931,968058.490731454,1644140.45234433
,High alcohol use,Deaths,2023,2015,1238478.65932676,972744.432169197,1673107.11263101
,High alcohol use,Deaths,2023,2016,1249103.31150146,977917.987836718,1692737.71263264
,High alcohol use,Deaths,2023,2017,1252378.94657892,978173.904868156,1702010.74048645
,High alcohol use,Deaths,2023,2019,1234358.45799869,965310.294670683,1677122.53390148
,High alcohol use,Deaths,2023,2021,1272151.49522358,981252.608305706,1724537.05459092
,High alcohol use,Deaths,2023,2023,1294688.96302228,995352.258653639,1764679.74609118
,Metabolic risks,Deaths,2023,1990,11079387.8196152,9909379.96249079,12210267.1163599
,Metabolic risks,Deaths,2023,2005,13413246.91259,12335513.2593955,14555466.009357
,Metabolic risks,Deaths,2023,2006,13572357.5693714,12463089.5357367,14731924.2092703
,Metabolic risks,Deaths,2023,2010,14509742.669579,13235023.2530363,15703916.8995561
,Metabolic risks,Deaths,2023,2013,15413654.8462655,14101238.4494887,16627020.1457826
,Metabolic risks,Deaths,2023,2015,16240230.8485634,14909784.0495701,17494057.7201206
,Metabolic risks,Deaths,2023,2016,16720898.6897409,15348903.7606604,17997255.8297275
,Metabolic risks,Deaths,2023,2017,17134993.6763805,15776250.1427718,18348187.4826105
,Metabolic risks,Deaths,2023,2019,17151123.7551068,15788211.6885196,18389882.2297941
,Metabolic risks,Deaths,2023,2021,18315130.5351789,16821023.5830963,19747525.3990408
,Metabolic risks,Deaths,2023,2023,19020776.6890038,17278812.2171171,20554778.8859258
,High systolic blood pressure,Deaths,2023,1990,7221885.71686223,5647618.63228414,8737729.56477249
,High systolic blood pressure,Deaths,2023,2005,8311587.38747656,6728917.70173614,9742098.66699229
,High systolic blood pressure,Deaths,2023,2006,8393725.21255698,6764206.75014377,9847682.8069405
,High systolic blood pressure,Deaths,2023,2010,8864176.35519808,7407754.41393721,10200408.522325
,High systolic blood pressure,Deaths,2023,2013,9311551.44304847,7753296.25038844,10661644.7628242
,High systolic blood pressure,Deaths,2023,2015,9724656.49069728,8052975.26580935,11139249.9702609
,High systolic blood pressure,Deaths,2023,2016,9986210.46980844,8309793.03505184,11432158.3158084
,High systolic blood pressure,Deaths,2023,2017,10187968.579347,8491027.50383033,11604023.9544523
,High systolic blood pressure,Deaths,2023,2019,10010947.6947849,8325504.52707772,11402815.0102145
,High systolic blood pressure,Deaths,2023,2021,10651053.0935043,8770827.86120141,12217676.125034
,High systolic blood pressure,Deaths,2023,2023,10998071.5713035,8975774.32681606,12811685.094701
,Diet low in whole grains,Deaths,2023,1990,761703.727910283,315097.8832092,1227415.21402624
,Diet low in whole grains,Deaths,2023,2005,910471.876155499,390088.536922989,1539716.37855774
,Diet low in whole grains,Deaths,2023,2006,916662.324491804,398494.493664283,1528870.0057954
,Diet low in whole grains,Deaths,2023,2010,958355.89346618,418150.558776737,1588374.67994694
,Diet low in whole grains,Deaths,2023,2013,1021368.82100203,451237.500169233,1679441.07935836
,Diet low in whole grains,Deaths,2023,2015,1058557.43137578,467308.842329745,1726137.55931824
,Diet low in whole grains,Deaths,2023,2016,1085139.51748019,476988.446784119,1768420.13995178
,Diet low in whole grains,Deaths,2023,2017,1101472.04454006,481205.170458016,1801994.68514341
,Diet low in whole grains,Deaths,2023,2019,1082876.79647171,473420.847269496,1728729.007289
,Diet low in whole grains,Deaths,2023,2021,1156802.35798196,508858.520914789,1835818.11262995
,Diet low in whole grains,Deaths,2023,2023,1189943.1134646,536199.821215898,1870071.77165641
,High body-mass index,Deaths,2023,1990,1416790.36133955,729467.152963293,2131657.11936756
,High body-mass index,Deaths,2023,2005,2129832.56747313,1098497.82867217,3115381.71181732
,High body-mass index,Deaths,2023,2006,2169835.26357456,1128684.07456654,3197491.8264099
,High body-mass index,Deaths,2023,2010,2429678.59120616,1276181.23895666,3546277.05312971
,High body-mass index,Deaths,2023,2013,2652144.84059324,1382012.10079193,3884677.2018948
,High body-mass index,Deaths,2023,2015,2861077.14974511,1486827.89686138,4148471.14377361
,High body-mass index,Deaths,2023,2016,2955329.99251397,1551349.63387731,4246617.38062927
,High body-mass index,Deaths,2023,2017,3056562.84032193,1613862.36731621,4368723.81292107
,High body-mass index,Deaths,2023,2019,3200478.42653105,1702388.63692512,4561539.58786542
,High body-mass index,Deaths,2023,2021,3460121.63014026,1868500.40471535,4977053.36992864
,High body-mass index,Deaths,2023,2023,3679554.79366409,2002301.04492138,5222850.83369131
,Diet low in fruits,Deaths,2023,1990,1151688.53508389,424854.491614555,1830758.10296392
,Diet low in fruits,Deaths,2023,2005,1297114.07041054,521827.07050055,1996804.81772822
,Diet low in fruits,Deaths,2023,2006,1315913.97946378,524767.923776532,2031561.81201009
,Diet low in fruits,Deaths,2023,2010,1393109.78797844,544285.784078719,2160986.27828379
,Diet low in fruits,Deaths,2023,2013,1489250.68828675,579016.311411125,2277370.99901448
,Diet low in fruits,Deaths,2023,2015,1555114.52545664,609767.740373595,2394509.87324422
,Diet low in fruits,Deaths,2023,2016,1605597.45701619,630911.928940087,2486743.5914534
,Diet low in fruits,Deaths,2023,2017,1635286.63198543,642266.380133151,2558725.16083648
,Diet low in fruits,Deaths,2023,2019,1607015.48194635,649477.084525185,2491405.30894703
,Diet low in fruits,Deaths,2023,2021,1737330.74879548,736214.588786968,2679562.96602271
,Diet low in fruits,Deaths,2023,2023,1763968.3985265,739975.650245814,2790818.169569
,Dietary risks,Deaths,2023,1990,5035041.31376714,1979483.00449405,7071118.89238405
,Dietary risks,Deaths,2023,2005,5658322.18475264,2250888.1335173,7989035.2667207
,Dietary risks,Deaths,2023,2006,5701866.09430037,2234731.59902186,8108677.62375612
,Dietary risks,Deaths,2023,2010,5957257.1885142,2322221.31810889,8404263.24094889
,Dietary risks,Deaths,2023,2013,6294556.23908971,2561525.10314557,8827398.87867534
,Dietary risks,Deaths,2023,2015,6547181.30596036,2805756.68056893,9291486.9790779
,Dietary risks,Deaths,2023,2016,6722899.81118542,2896981.0835863,9548830.5034735
,Dietary risks,Deaths,2023,2017,6844329.66020335,2973717.42060145,9801780.63517944
,Dietary risks,Deaths,2023,2019,6711823.22805313,2895459.47221818,9578370.60765987
,Dietary risks,Deaths,2023,2021,7191079.07438282,3069329.58263996,10320916.9865842
,Dietary risks,Deaths,2023,2023,7346822.09868387,3099026.57219441,10674756.0052549
,Diet high in processed meat,Deaths,2023,1990,217546.226076415,34129.8906696526,390427.242618924
,Diet high in processed meat,Deaths,2023,2005,241329.356538869,70269.4674362284,412839.300017391
,Diet high in processed meat,Deaths,2023,2006,238122.355415247,71975.8620129575,410105.659968901
,Diet high in processed meat,Deaths,2023,2010,239662.823601788,86101.9846199738,397470.620542533
,Diet high in processed meat,Deaths,2023,2013,243863.084752992,96366.6273109633,395339.464893398
,Diet high in processed meat,Deaths,2023,2015,254712.66161669,98528.6613549856,398878.948225581
,Diet high in processed meat,Deaths,2023,2016,258703.469976794,102354.380891911,407677.929327932
,Diet high in processed meat,Deaths,2023,2017,265224.142703693,108570.324175438,420782.894163066
,Diet high in processed meat,Deaths,2023,2019,274159.646133656,116785.778058929,437246.739609567
,Diet high in processed meat,Deaths,2023,2021,290006.523393307,126645.507123041,463714.005612778
,Diet high in processed meat,Deaths,2023,2023,307069.291638428,139351.597416982,509075.273577998
,Diet low in milk,Deaths,2023,1990,78084.591797121,26162.7664770277,126807.776886047
,Diet low in milk,Deaths,2023,2005,104922.718910315,38374.5185256411,163086.64767877
,Diet low in milk,Deaths,2023,2006,106834.168013539,39016.1761969532,166769.657229557
,Diet low in milk,Deaths,2023,2010,116299.233639665,41837.4836941016,183080.422755014
,Diet low in milk,Deaths,2023,2013,121094.761190946,43505.139033959,188375.56837498
,Diet low in milk,Deaths,2023,2015,127507.302930491,45074.734663356,199436.272187693
,Diet low in milk,Deaths,2023,2016,131337.108000183,45857.4940529212,206286.152794906
,Diet low in milk,Deaths,2023,2017,134987.19130199,47054.3017325235,212673.136643475
,Diet low in milk,Deaths,2023,2019,136734.816064908,48493.7399667206,215443.326795026
,Diet low in milk,Deaths,2023,2021,145828.191767371,52346.937514468,231586.025202458
,Diet low in milk,Deaths,2023,2023,156795.0148798,56315.9100405512,248691.739537916
,Diet low in nuts and seeds,Deaths,2023,1990,709771.004321062,200496.430841957,1166219.97566416
,Diet low in nuts and seeds,Deaths,2023,2005,766877.324592357,224619.86815115,1277809.58589611
,Diet low in nuts and seeds,Deaths,2023,2006,768997.870734775,224167.343565548,1271456.29813558
,Diet low in nuts and seeds,Deaths,2023,2010,780593.829636901,217831.307915652,1300066.61428918
,Diet low in nuts and seeds,Deaths,2023,2013,821027.014812851,228028.215846192,1361871.11670165
,Diet low in nuts and seeds,Deaths,2023,2015,833020.803207265,228022.007093924,1395568.72099587
,Diet low in nuts and seeds,Deaths,2023,2016,845711.402003448,231743.480603776,1423242.17496616
,Diet low in nuts and seeds,Deaths,2023,2017,845698.218018701,232709.674737304,1423926.87457236
,Diet low in nuts and seeds,Deaths,2023,2019,818430.351081545,229041.78530647,1376160.54449416
,Diet low in nuts and seeds,Deaths,2023,2021,876495.266671717,247397.091796377,1474707.69047542
,Diet low in nuts and seeds,Deaths,2023,2023,884737.73530599,253652.387073351,1531622.40805804
,Diet low in vegetables,Deaths,2023,1990,620753.09974861,294687.073112521,987772.815032814
,Diet low in vegetables,Deaths,2023,2005,694310.433962012,356249.736132604,1062706.43570897
,Diet low in vegetables,Deaths,2023,2006,703976.829625787,361743.437412256,1066526.98544481
,Diet low in vegetables,Deaths,2023,2010,742024.046634152,406841.246842265,1119397.64264179
,Diet low in vegetables,Deaths,2023,2013,776522.301435844,429810.251192304,1140606.3090876
,Diet low in vegetables,Deaths,2023,2015,806537.068425737,451423.479458274,1186887.43695791
,Diet low in vegetables,Deaths,2023,2016,821747.650306033,463866.368822201,1212511.12996815
,Diet low in vegetables,Deaths,2023,2017,834859.65188979,474530.09911048,1231890.1696519
,Diet low in vegetables,Deaths,2023,2019,841099.925996927,478820.863567973,1230493.49393038
,Diet low in vegetables,Deaths,2023,2021,902577.053431622,511705.444240334,1349711.9806334
,Diet low in vegetables,Deaths,2023,2023,933564.222646574,532011.362423504,1365700.10979821
,Diet low in polyunsaturated fatty acids,Deaths,2023,1990,391817.088569759,-1192915.86922543,1491216.15540957
,Diet low in polyunsaturated fatty acids,Deaths,2023,2005,452468.414246482,-1269271.2958177,1727304.79824943
,Diet low in polyunsaturated fatty acids,Deaths,2023,2006,455819.42358102,-1274049.39468597,1739983.00612537
,Diet low in polyunsaturated fatty acids,Deaths,2023,2010,465540.927563229,-1240232.77316493,1818097.22479106
,Diet low in polyunsaturated fatty acids,Deaths,2023,2013,493311.984910497,-1297685.70716586,1932996.0241792
,Diet low in polyunsaturated fatty acids,Deaths,2023,2015,502515.576598653,-1314166.3786997,1987034.06047365
,Diet low in polyunsaturated fatty acids,Deaths,2023,2016,509443.433779324,-1339150.37601618,1996754.90476047
,Diet low in polyunsaturated fatty acids,Deaths,2023,2017,508536.802586992,-1329801.92126228,1995366.01859053
,Diet low in polyunsaturated fatty acids,Deaths,2023,2019,491045.784572282,-1267377.64880669,1896188.92919642
,Diet low in polyunsaturated fatty acids,Deaths,2023,2021,525224.112158484,-1387854.55025857,2042933.96899512
,Diet low in polyunsaturated fatty acids,Deaths,2023,2023,523415.426020975,-1431021.66099378,2047611.97861958
,Diet low in fiber,Deaths,2023,1990,406964.216527462,119332.902966432,878835.675829808
,Diet low in fiber,Deaths,2023,2005,430864.680334822,132744.197211101,835895.305510399
,Diet low in fiber,Deaths,2023,2006,429352.568284386,129288.816233291,809734.897382479
,Diet low in fiber,Deaths,2023,2010,422498.093893512,120849.765116585,816640.381358156
,Diet low in fiber,Deaths,2023,2013,434758.252530063,129302.166996348,900164.525042164
,Diet low in fiber,Deaths,2023,2015,437828.040373627,133662.448822135,933350.598557546
,Diet low in fiber,Deaths,2023,2016,443250.555864297,132723.962089953,957070.750646814
,Diet low in fiber,Deaths,2023,2017,441155.816147678,130941.053814694,955463.981127717
,Diet low in fiber,Deaths,2023,2019,423552.324123842,119653.088060117,909025.875488601
,Diet low in fiber,Deaths,2023,2021,451207.578861854,122530.10271593,1020897.97314484
,Diet low in fiber,Deaths,2023,2023,453169.00922195,126935.827029265,986025.498418398
,Diet high in sugar sweetened beverages,Deaths,2023,1990,59967.6803001649,20728.0390958019,127510.814259599
,Diet high in sugar sweetened beverages,Deaths,2023,2005,88795.8168508569,45932.1000647755,137387.722782977
,Diet high in sugar sweetened beverages,Deaths,2023,2006,90185.9572074945,47326.2667861085,135671.193586428
,Diet high in sugar sweetened beverages,Deaths,2023,2010,100244.515532229,56084.2799751311,151764.142159114
,Diet high in sugar sweetened beverages,Deaths,2023,2013,109966.285049157,62387.4612913661,165855.538623219
,Diet high in sugar sweetened beverages,Deaths,2023,2015,119856.880535633,66930.7735262234,176536.597394737
,Diet high in sugar sweetened beverages,Deaths,2023,2016,124829.767559172,70498.1853906469,182621.412527106
,Diet high in sugar sweetened beverages,Deaths,2023,2017,129960.354803728,72204.0497971522,191416.792265634
,Diet high in sugar sweetened beverages,Deaths,2023,2019,138793.586151337,76105.4089848359,202570.574124264
,Diet high in sugar sweetened beverages,Deaths,2023,2021,151777.349013913,85667.5807907353,225165.245955183
,Diet high in sugar sweetened beverages,Deaths,2023,2023,160106.910138102,88685.9963763217,237826.768969857
,Diet high in red meat,Deaths,2023,1990,179873.095698063,-3.29109243e-08,282956.022256181
,Diet high in red meat,Deaths,2023,2005,211696.26768793,-1.0937311e-09,305105.324129866
,Diet high in red meat,Deaths,2023,2006,214896.938891633,2.4575274e-09,305573.0371863
,Diet high in red meat,Deaths,2023,2010,240140.175513581,2.1737672e-09,329787.505798755
,Diet high in red meat,Deaths,2023,2013,265356.647666135,2.5144681e-09,362712.081004013
,Diet high in red meat,Deaths,2023,2015,283238.935776324,8.0901883e-09,383718.271761651
,Diet high in red meat,Deaths,2023,2016,291013.719137765,1.2597387e-09,396136.753535677
,Diet high in red meat,Deaths,2023,2017,301484.653036042,2.1995638e-09,414806.968515395
,Diet high in red meat,Deaths,2023,2019,314906.868582953,4.4142204e-09,430867.696183522
,Diet high in red meat,Deaths,2023,2021,337816.221008896,3.3453321e-09,477931.633761008
,Diet high in red meat,Deaths,2023,2023,364148.935331213,2.772286e-09,517434.787975671
,Occupational risks,Deaths,2023,1990,1142862.7679744,955573.515146363,1321024.2905581
,Occupational risks,Deaths,2023,2005,1151427.69792108,975598.514711525,1367319.72958175
,Occupational risks,Deaths,2023,2006,1159681.89207605,987641.492420389,1364399.34502223
,Occupational risks,Deaths,2023,2010,1154930.48299342,996294.933129702,1359213.57446845
,Occupational risks,Deaths,2023,2013,1132680.1075569,951478.00453551,1318476.43557286
,Occupational risks,Deaths,2023,2015,1113648.73220498,939347.772373639,1308262.84373837
,Occupational risks,Deaths,2023,2016,1115918.22441235,941722.516727428,1309666.53207572
,Occupational risks,Deaths,2023,2017,1114862.96035366,941156.330712527,1309698.57559441
,Occupational risks,Deaths,2023,2019,1090501.80517306,919118.40633299,1300185.04415877
,Occupational risks,Deaths,2023,2021,1131227.95984795,965234.445104424,1315273.43657261
,Occupational risks,Deaths,2023,2023,1158572.53789102,957835.007753468,1376568.41070052
,Diet high in trans fatty acids,Deaths,2023,1990,387018.738240426,17534.7402280707,762294.630887846
,Diet high in trans fatty acids,Deaths,2023,2005,426162.415307834,19029.0151426145,864735.791244189
,Diet high in trans fatty acids,Deaths,2023,2006,425183.975070531,18213.5197220363,826986.623612542
,Diet high in trans fatty acids,Deaths,2023,2010,424689.204799984,20256.8858749493,841793.598681507
,Diet high in trans fatty acids,Deaths,2023,2013,454219.099265702,23681.9354045031,906835.744371708
,Diet high in trans fatty acids,Deaths,2023,2015,464633.138731457,23976.873833806,898655.181287763
,Diet high in trans fatty acids,Deaths,2023,2016,475295.074095205,25020.0485598361,930968.485258838
,Diet high in trans fatty acids,Deaths,2023,2017,479766.46145951,26312.0044544689,919654.336904222
,Diet high in trans fatty acids,Deaths,2023,2019,414415.813391315,22552.3406748645,800470.294548356
,Diet high in trans fatty acids,Deaths,2023,2021,451451.900065523,22687.5985423702,889469.5585046
,Diet high in trans fatty acids,Deaths,2023,2023,389238.135450795,20866.0930470164,760535.909433043
,"Occupational particulate matter, gases, and fumes",Deaths,2023,1990,141431.293268592,51286.6098437216,264461.860067537
,"Occupational particulate matter, gases, and fumes",Deaths,2023,2005,201324.712465397,67301.7547236387,376096.553027621
,"Occupational particulate matter, gases, and fumes",Deaths,2023,2006,198901.539474664,66775.7258702064,372352.278278825
,"Occupational particulate matter, gases, and fumes",Deaths,2023,2010,200605.659137286,65634.6326431733,373810.117567418
,"Occupational particulate matter, gases, and fumes",Deaths,2023,2013,197015.718397294,63126.4106207561,366149.445469508
,"Occupational particulate matter, gases, and fumes",Deaths,2023,2015,197922.083442497,64481.8035767763,372313.623999141
,"Occupational particulate matter, gases, and fumes",Deaths,2023,2016,200406.851752345,63728.1609701478,381194.956405677
,"Occupational particulate matter, gases, and fumes",Deaths,2023,2017,203364.987185463,64353.3586131939,391550.877901892
,"Occupational particulate matter, gases, and fumes",Deaths,2023,2019,206376.865834768,66612.7775528565,390859.807657393
,"Occupational particulate matter, gases, and fumes",Deaths,2023,2021,193444.59459526,60976.7829502547,370803.905403612
,"Occupational particulate matter, gases, and fumes",Deaths,2023,2023,228603.66600131,73117.0592675052,436518.128621065
,Diet high in sodium,Deaths,2023,1990,1303291.88275447,240032.171183628,3022009.94396095
,Diet high in sodium,Deaths,2023,2005,1320273.8026465,215687.98387358,3221843.5179788
,Diet high in sodium,Deaths,2023,2006,1323655.546579,212192.112955899,3253397.88395783
,Diet high in sodium,Deaths,2023,2010,1375188.74100644,225819.300514798,3388986.27723052
,Diet high in sodium,Deaths,2023,2013,1427266.848212,227260.815272595,3550986.44515114
,Diet high in sodium,Deaths,2023,2015,1489969.46444691,235881.422815736,3690755.88421137
,Diet high in sodium,Deaths,2023,2016,1543363.23583236,238590.634374261,3815104.5642381
,Diet high in sodium,Deaths,2023,2017,1580754.51874571,239999.095994691,3894428.22779876
,Diet high in sodium,Deaths,2023,2019,1524728.31243411,226186.762970715,3785010.63166736
,Diet high in sodium,Deaths,2023,2021,1635133.73483857,241885.344769821,4066891.17782948
,Diet high in sodium,Deaths,2023,2023,1672000.56072272,245561.922879979,4154920.22686427
,Occupational carcinogens,Deaths,2023,1990,204779.084370754,162989.055838142,247095.557900031
,Occupational carcinogens,Deaths,2023,2005,258806.340605287,206368.824298252,307119.405054328
,Occupational carcinogens,Deaths,2023,2006,263959.794157259,210749.075496343,312810.459812029
,Occupational carcinogens,Deaths,2023,2010,286305.968747687,228650.052471226,337948.63732261
,Occupational carcinogens,Deaths,2023,2013,304525.253920175,243804.136150464,359693.689649966
,Occupational carcinogens,Deaths,2023,2015,311074.155737913,249576.274960481,367139.610848114
,Occupational carcinogens,Deaths,2023,2016,315771.080277292,252018.341359152,372198.663755709
,Occupational carcinogens,Deaths,2023,2017,320819.616217075,258212.394888028,378443.437516668
,Occupational carcinogens,Deaths,2023,2019,316319.374524681,255444.774151237,375680.920498506
,Occupational carcinogens,Deaths,2023,2021,328832.276112239,267861.182227287,391894.00681752
,Occupational carcinogens,Deaths,2023,2023,348225.120923467,273241.898579339,418393.773485701
,Diet low in seafood omega-3 fatty acids,Deaths,2023,1990,489217.539919254,120260.457764529,928254.113196536
,Diet low in seafood omega-3 fatty acids,Deaths,2023,2005,529208.909146104,108815.531575926,982367.924395227
,Diet low in seafood omega-3 fatty acids,Deaths,2023,2006,527254.518761885,109013.569220741,979259.589244632
,Diet low in seafood omega-3 fatty acids,Deaths,2023,2010,511547.577581244,114333.406019646,987615.89127913
,Diet low in seafood omega-3 fatty acids,Deaths,2023,2013,528098.975320374,124540.888436391,1040998.72848097
,Diet low in seafood omega-3 fatty acids,Deaths,2023,2015,529564.117520351,128283.512541354,1048678.63880523
,Diet low in seafood omega-3 fatty acids,Deaths,2023,2016,534649.702346247,132175.453775377,1053848.26265988
,Diet low in seafood omega-3 fatty acids,Deaths,2023,2017,531176.53737701,132278.430545854,1040703.94833307
,Diet low in seafood omega-3 fatty acids,Deaths,2023,2019,499300.755459036,122642.868647438,959056.663736266
,Diet low in seafood omega-3 fatty acids,Deaths,2023,2021,524272.870063445,127017.976357132,1023124.72546347
,Diet low in seafood omega-3 fatty acids,Deaths,2023,2023,521498.67692551,132450.425185383,1047911.20994965
,Occupational injuries,Deaths,2023,1990,770041.623086011,643905.759476805,901792.679029488
,Occupational injuries,Deaths,2023,2005,660159.0072604,579647.563416253,731009.752167542
,Occupational injuries,Deaths,2023,2006,665426.964251117,587206.866441085,735421.239633601
,Occupational injuries,Deaths,2023,2010,636806.927053527,548942.7534351,708800.106564753
,Occupational injuries,Deaths,2023,2013,599390.241707724,527465.772220603,673722.084603558
,Occupational injuries,Deaths,2023,2015,573626.12817023,496972.452642434,644399.435116163
,Occupational injuries,Deaths,2023,2016,568781.765323945,496385.00648778,637698.028357817
,Occupational injuries,Deaths,2023,2017,560304.430505314,488088.185648974,641965.698300054
,Occupational injuries,Deaths,2023,2019,537926.589249946,450390.266118731,617780.681247855
,Occupational injuries,Deaths,2023,2021,580889.626931308,488755.757105951,669498.522112599
,Occupational injuries,Deaths,2023,2023,550628.182233492,454727.967405336,634881.412281925
,Low physical activity,Deaths,2023,1990,362190.925975111,138722.524633605,571793.693738705
,Low physical activity,Deaths,2023,2005,449905.762475524,179255.550977004,708960.101264397
,Low physical activity,Deaths,2023,2006,456340.756407594,182742.789855016,714029.474090694
,Low physical activity,Deaths,2023,2010,491999.901159999,195046.123644754,764892.49889259
,Low physical activity,Deaths,2023,2013,528669.62984873,208987.808551609,822975.968735902
,Low physical activity,Deaths,2023,2015,561301.832371936,222094.84913044,891511.468292664
,Low physical activity,Deaths,2023,2016,578074.845829811,229359.978434532,920751.266214767
