Level,Risk_factor,measure,year_gbd,anal_year,val,lower,upper
2.0,High systolic blood pressure,Deaths,2017,2017,10400000.0,9390000.0,11500000.0
2.0,High body-mass index,Deaths,2017,2017,4720000.0,2990000.0,6700000.0
2.0,Low bone mineral density,Deaths,2017,2017,327000.0,308000.0,347000.0
2.0,Kidney dysfunction*,Deaths,2017,2017,2590000.0,2390000.0,2800000.0
0.0,All risk factors,DALYs,2017,2017,1210000000.0,1140000000.0,1280000000.0
1.0,Environmental/occupational risks,DALYs,2017,2017,308000000.0,283000000.0,333000000.0
2.0,"Unsafe water, sanitation, and handwashing",DALYs,2017,2017,84400000.0,71800000.0,102000000.0
3.0,Unsafe water source,DALYs,2017,2017,63900000.0,40800000.0,83100000.0
3.0,Unsafe sanitation,DALYs,2017,2017,41500000.0,34100000.0,49700000.0
3.0,No access to handwashing facility,DALYs,2017,2017,38400000.0,22800000.0,52100000.0
2.0,Air pollution,DALYs,2017,2017,147000000.0,132000000.0,162000000.0
3.0,Particulate matter pollution,DALYs,2017,2017,143000000.0,129000000.0,156000000.0
4.0,Ambient particulate matter pollution,DALYs,2017,2017,83000000.0,71400000.0,94300000.0
4.0,Household air pollution from solid fuels,DALYs,2017,2017,59500000.0,50800000.0,68900000.0
3.0,Ambient ozone pollution,DALYs,2017,2017,7370000.0,2740000.0,12000000.0
2.0,Other environmental risks,DALYs,2017,2017,26400000.0,18400000.0,34800000.0
3.0,Residential radon,DALYs,2017,2017,1930000.0,1080000.0,3020000.0
3.0,Lead exposure,DALYs,2017,2017,24400000.0,16700000.0,32800000.0
2.0,Occupational risks,DALYs,2017,2017,63700000.0,54900000.0,73200000.0
3.0,Occupational carcinogens,DALYs,2017,2017,6750000.0,5490000.0,8120000.0
4.0,Occupational exposure to asbestos,DALYs,2017,2017,3930000.0,2980000.0,4950000.0
4.0,Occupational exposure to arsenic,DALYs,2017,2017,245000.0,65000.0,436000.0
4.0,Occupational exposure to benzene,DALYs,2017,2017,84000.0,26000.0,137000.0
4.0,Occupational exposure to beryllium,DALYs,2017,2017,8000.0,6000.0,9000.0
4.0,Occupational exposure to cadmium,DALYs,2017,2017,18000.0,15000.0,22000.0
4.0,Occupational exposure to chromium,DALYs,2017,2017,38000.0,34000.0,43000.0
4.0,Occupational exposure to diesel engine exhaust,DALYs,2017,2017,494000.0,434000.0,559000.0
4.0,Occupational exposure to formaldehyde,DALYs,2017,2017,46000.0,38000.0,56000.0
4.0,Occupational exposure to nickel,DALYs,2017,2017,238000.0,36000.0,607000.0
4.0,Occupational exposure to polycyclic aromatic hydrocarbons,DALYs,2017,2017,134000.0,114000.0,156000.0
4.0,Occupational exposure to silica,DALYs,2017,2017,1590000.0,870000.0,2330000.0
4.0,Occupational exposure to sulphuric acid,DALYs,2017,2017,124000.0,53000.0,224000.0
4.0,Occupational exposure to trichloroethylene,DALYs,2017,2017,2000.0,0.0,3000.0
3.0,Occupational asthmagens,DALYs,2017,2017,1910000.0,1500000.0,2410000.0
3.0,"Occupational particulate matter, gases, and fumes",DALYs,2017,2017,12100000.0,10200000.0,13900000.0
3.0,Occupational noise,DALYs,2017,2017,5980000.0,4080000.0,8430000.0
3.0,Occupational injuries,DALYs,2017,2017,21100000.0,19200000.0,23500000.0
3.0,Occupational ergonomic factors,DALYs,2017,2017,15900000.0,11200000.0,21800000.0
1.0,Behavioural risks,DALYs,2017,2017,913000000.0,863000000.0,961000000.0
2.0,Child and maternal malnutrition,DALYs,2017,2017,327000000.0,303000000.0,352000000.0
3.0,Suboptimal breastfeeding,DALYs,2017,2017,15000000.0,11700000.0,18600000.0
4.0,Non-exclusive breastfeeding,DALYs,2017,2017,14200000.0,11000000.0,17800000.0
4.0,Discontinued breastfeeding,DALYs,2017,2017,931000.0,322000.0,1630000.0
3.0,Child growth failure,DALYs,2017,2017,100000000.0,89800000.0,110000000.0
4.0,Child underweight,DALYs,2017,2017,32400000.0,28000000.0,39500000.0
4.0,Child wasting,DALYs,2017,2017,91000000.0,75400000.0,104000000.0
4.0,Child stunting,DALYs,2017,2017,19400000.0,9070000.0,34600000.0
3.0,Low birth weight and short gestation,DALYs,2017,2017,178000000.0,169000000.0,187000000.0
4.0,Short gestation,DALYs,2017,2017,139000000.0,131000000.0,147000000.0
4.0,Low birth weight for gestation,DALYs,2017,2017,110000000.0,103000000.0,117000000.0
3.0,Iron deficiency,DALYs,2017,2017,33700000.0,23200000.0,47200000.0
3.0,Vitamin A deficiency,DALYs,2017,2017,29000000.0,23000000.0,35600000.0
3.0,Zinc deficiency,DALYs,2017,2017,2580000.0,235000.0,6750000.0
2.0,Tobacco,DALYs,2017,2017,213000000.0,201000000.0,227000000.0
3.0,Smoking,DALYs,2017,2017,182000000.0,173000000.0,193000000.0
3.0,Chewing tobacco,DALYs,2017,2017,1890000.0,1530000.0,2270000.0
3.0,Second-hand smoke,DALYs,2017,2017,36300000.0,28600000.0,45100000.0
2.0,High alcohol use,DALYs,2017,2017,108000000.0,96200000.0,120000000.0
2.0,Drug use,DALYs,2017,2017,41700000.0,35300000.0,48200000.0
2.0,Dietary risks,DALYs,2017,2017,255000000.0,234000000.0,274000000.0
3.0,Diet low in fruits,DALYs,2017,2017,64800000.0,40600000.0,92000000.0
3.0,Diet low in vegetables,DALYs,2017,2017,34200000.0,17700000.0,55700000.0
3.0,Diet low in legumes,DALYs,2017,2017,11000000.0,4390000.0,18700000.0
3.0,Diet low in whole grains,DALYs,2017,2017,82500000.0,59000000.0,109000000.0
3.0,Diet low in nuts and seeds,DALYs,2017,2017,49900000.0,33100000.0,68000000.0
3.0,Diet low in milk,DALYs,2017,2017,2720000.0,965000.0,4730000.0
3.0,Diet high in red meat,DALYs,2017,2017,1310000.0,508000.0,2250000.0
3.0,Diet high in processed meat,DALYs,2017,2017,3570000.0,1260000.0,6770000.0
3.0,"Diet high in 
sugar sweetened beverages",DALYs,2017,2017,4450000.0,1490000.0,7700000.0
3.0,Diet low in fiber,DALYs,2017,2017,19900000.0,11600000.0,30400000.0
3.0,Diet low in calcium,DALYs,2017,2017,3890000.0,2450000.0,5480000.0
3.0,Diet low in seafood omega-3 fatty acids,DALYs,2017,2017,32400000.0,15200000.0,52700000.0
3.0,"Diet low in 
polyunsaturated fatty acids",DALYs,2017,2017,17900000.0,7770000.0,29000000.0
3.0,Diet high in trans fatty acids,DALYs,2017,2017,6160000.0,1870000.0,13800000.0
3.0,Diet high in sodium,DALYs,2017,2017,70400000.0,33600000.0,118000000.0
2.0,Intimate partner violence,DALYs,2017,2017,6700000.0,5150000.0,8580000.0
3.0,Childhood sexual abuse,DALYs,2017,2017,2700000.0,1900000.0,3690000.0
3.0,Bullying victimization,DALYs,2017,2017,2570000.0,1540000.0,3970000.0
2.0,Unsafe sex,DALYs,2017,2017,50200000.0,47100000.0,53400000.0
2.0,Low physical activity,DALYs,2017,2017,23700000.0,12500000.0,37300000.0
1.0,Metabolic risks,DALYs,2017,2017,423000000.0,386000000.0,462000000.0
2.0,High fasting plasma glucose,DALYs,2017,2017,171000000.0,144000000.0,201000000.0
2.0,High LDL cholesterol*,DALYs,2017,2017,94900000.0,78800000.0,112000000.0
2.0,High systolic blood pressure,DALYs,2017,2017,218000000.0,198000000.0,237000000.0
2.0,High body-mass index,DALYs,2017,2017,148000000.0,98600000.0,202000000.0
2.0,Low bone mineral density,DALYs,2017,2017,10300000.0,8690000.0,12200000.0
2.0,Kidney dysfunction*,DALYs,2017,2017,61300000.0,56900000.0,66100000.0
,"Unsafe water, sanitation, and handwashing",Deaths,2019,2019,1656887.36681212,1198864.93645106,2312688.3294011
,Unsafe water source,Deaths,2019,2019,1230153.86030869,817815.756420702,1788898.0687431
,Unsafe sanitation,Deaths,2019,2019,756584.950918143,542453.246245122,1095440.93025044
,Air pollution,Deaths,2019,2019,6671739.56296979,5904630.9437778,7489436.88424954
,Ambient particulate matter pollution,Deaths,2019,2019,4140971.07058417,3454413.75151672,4800290.35158494
,Household air pollution from solid fuels,Deaths,2019,2019,2313991.16639029,1631340.46518821,3118141.38368304
,Ambient ozone pollution,Deaths,2019,2019,365222.408647554,174926.598689448,564270.153536512
,Other environmental risks,Deaths,2019,2019,985419.013969852,617806.091901313,1394596.56108788
,Residential radon,Deaths,2019,2019,83703.1387261858,16497.5264213878,162454.070479103
,Lead exposure,Deaths,2019,2019,901715.875243665,550909.466996096,1288853.7298709
,Child and maternal malnutrition,Deaths,2019,2019,2937803.72020609,2489635.66897963,3512072.98476153
,Suboptimal breastfeeding,Deaths,2019,2019,146321.740085431,103706.236467278,197043.841360646
,Child underweight,Deaths,2019,2019,359857.32471987,297923.205530434,447398.06142938
,Iron deficiency,Deaths,2019,2019,42349.2383618515,14999.7525164142,70283.1836077291
,Vitamin A deficiency,Deaths,2019,2019,23849.8489215438,2667.08430247246,49862.2100542518
,Zinc deficiency,Deaths,2019,2019,2805.90999711503,697.411053632094,6527.33227604863
,Tobacco,Deaths,2019,2019,8708897.65674744,8123010.12413178,9309008.69000421
,Smoking,Deaths,2019,2019,7693367.94822144,7158449.6142962,8200590.60724968
,Second-hand smoke,Deaths,2019,2019,1304318.34547992,1006960.79795414,1605391.42265193
,High alcohol use,Deaths,2019,2019,2441973.39225941,2136994.67566162,2784902.47840504
,Drug use,Deaths,2019,2019,494491.695588786,445658.258875565,548472.36850123
,Metabolic risks,Deaths,2019,2019,18560862.2139445,16875477.1387346,20175392.5989943
,High fasting plasma glucose,Deaths,2019,2019,6501397.69891167,5110277.98168757,8363052.5941056
,High systolic blood pressure,Deaths,2019,2019,10845595.1677194,9514140.63048467,12130846.2575839
,High body-mass index,Deaths,2019,2019,5019359.71678876,3223363.53440102,7110735.87382683
,Low bone mineral density,Deaths,2019,2019,437884.401524671,361104.52247938,495521.244595317
,Dietary risks,Deaths,2019,2019,7943046.0662174,6472323.45561609,9757376.79249144
,Diet low in fruits,Deaths,2019,2019,1046014.85149847,730092.303933763,1363859.4078577
,Diet low in vegetables,Deaths,2019,2019,529381.294473023,340332.349137877,718248.266479947
,Diet low in whole grains,Deaths,2019,2019,1844836.14402205,921291.315475401,2338609.2376141
,Diet low in nuts and seeds,Deaths,2019,2019,575139.227628589,311225.472374473,789584.549327027
,Diet low in milk,Deaths,2019,2019,166456.355475281,107220.804004758,226027.206142109
,Diet high in red meat,Deaths,2019,2019,895674.865847097,535643.768341172,1251405.78588332
,Diet high in processed meat,Deaths,2019,2019,304284.428470904,154310.083253012,486449.431953603
,"Diet high in 
sugar sweetened beverages",Deaths,2019,2019,242218.192952048,172044.534744722,302250.292556166
,Diet low in fiber,Deaths,2019,2019,606223.954557137,342045.308150596,887467.110743672
,Diet low in seafood omega-3 fatty acids,Deaths,2019,2019,337279.714963052,165612.941196027,435663.334844461
,"Diet low in 
polyunsaturated fatty acids",Deaths,2019,2019,346234.394014849,44248.7051287729,707300.224144483
,Diet high in trans fatty acids,Deaths,2019,2019,644980.994780061,75905.1933222124,882254.19759501
,Diet high in sodium,Deaths,2019,2019,1885355.86872438,476839.194567855,4194708.61145616
,Low physical activity,Deaths,2019,2019,831502.012572398,427075.937529587,1470299.39365758
,Occupational risks,Deaths,2019,2019,1220501.39017826,1076745.91147243,1373472.56804599
,Occupational carcinogens,Deaths,2019,2019,350325.406242992,279659.821313943,421410.654088662
,Occupational asthmagens,Deaths,2019,2019,34395.3140742083,27827.5136960357,42614.4626691066
,"Occupational particulate matter, gases, and fumes",Deaths,2019,2019,524290.137101099,419998.894058624,642111.943213308
,Occupational injuries,Deaths,2019,2019,311490.532759968,283714.750716141,343372.94986813
,Sexual violence against children,Deaths,2019,2019,15180.2795469425,2029.96375701031,35118.2886629041
,Intimate partner violence,Deaths,2019,2019,86503.3192032907,54944.175674043,125156.002030978
,Non-exclusive breastfeeding,Deaths,2019,2019,139731.911477709,98762.5340410888,188598.587690052
,Discontinued breastfeeding,Deaths,2019,2019,7787.94029509742,2604.19834566338,14236.8461513362
,Diet low in calcium,Deaths,2019,2019,137895.942410856,96834.7648839586,189221.03727682
,Occupational exposure to asbestos,Deaths,2019,2019,239333.0120872,179517.374249687,299214.18142883
,Occupational exposure to arsenic,Deaths,2019,2019,9760.16810176761,1554.10054299002,17693.6961518644
,Occupational exposure to benzene,Deaths,2019,2019,1865.76453592916,564.637261771716,3050.98824773649
,Occupational exposure to beryllium,Deaths,2019,2019,300.554534969019,243.855722178337,367.16246801175
,Occupational exposure to cadmium,Deaths,2019,2019,711.506948484088,582.726509428207,853.900637999674
,Occupational exposure to chromium,Deaths,2019,2019,1499.44301015507,1286.66859194366,1745.48362175106
,Occupational exposure to diesel engine exhaust,Deaths,2019,2019,19715.9427009387,16965.5894053572,22916.5145506449
,Occupational exposure to formaldehyde,Deaths,2019,2019,1118.19122808266,900.267920110375,1355.04370306216
,Occupational exposure to nickel,Deaths,2019,2019,9329.76280000927,535.724563579482,24638.1595828012
,Occupational exposure to polycyclic aromatic hydrocarbons,Deaths,2019,2019,5273.44745681546,4357.56991846879,6241.01570235592
,Occupational exposure to silica,Deaths,2019,2019,65870.6813941075,36602.2243732664,97628.2569738671
,Occupational exposure to sulphuric acid,Deaths,2019,2019,4032.29210566783,1730.16191265566,7465.23670958194
,All risk factors,Deaths,2019,2019,35000050.0187163,32937413.3428731,36938465.4500648
,Unsafe sex,Deaths,2019,2019,984365.836450808,904987.95729308,1106165.99905132
,Environmental/occupational risks,Deaths,2019,2019,11329973.550889,10341490.9166119,12358061.6435701
,Behavioural risks,Deaths,2019,2019,21620208.2671424,20036994.9842291,23434013.7837815
,Occupational exposure to trichloroethylene,Deaths,2019,2019,78.5410640770885,16.7733980950928,146.59249484759
,No access to handwashing facility,Deaths,2019,2019,627918.894866025,427171.986090058,846289.214800876
,Child growth failure,Deaths,2019,2019,1064705.90495918,867352.090707393,1311437.26928541
,Child wasting,Deaths,2019,2019,993046.230066312,786462.627495823,1245243.99339708
,Child stunting,Deaths,2019,2019,164237.11071367,76340.7563521611,300015.013217851
,Non-optimal temperature,Deaths,2019,2019,1956838.18915005,1708854.313046,2214968.5215568
,Chewing tobacco,Deaths,2019,2019,55592.1995738117,43101.0476754774,68831.9339789891
,Diet low in legumes,Deaths,2019,2019,1116424.03352137,252012.593665219,1815318.86434172
,Short gestation,Deaths,2019,2019,1449036.71426333,1232265.76814806,1729795.13950246
,Low birth weight,Deaths,2019,2019,1703121.31153299,1446627.42838039,2021578.14728526
,High temperature,Deaths,2019,2019,307846.961437029,223025.221952409,455769.990712389
,Low temperature,Deaths,2019,2019,1652978.00131127,1413026.09309261,1913431.260268
,Low birth weight and short gestation,Deaths,2019,2019,1805481.51129347,1537291.42720029,2143499.77988218
,Kidney dysfunction*,Deaths,2019,2019,3161551.84479555,2723362.52445371,3623813.84815269
,High LDL cholesterol*,Deaths,2019,2019,4396983.26268346,3301257.76725437,5651785.31684326
,Particulate matter pollution,Deaths,2019,2019,6454962.23697447,5718170.17853158,7235588.4823718
,Sexual violence against children and bullying,Deaths,2019,2019,15180.2795469425,2029.96375701031,35118.2886629041
,"Unsafe water, sanitation, and handwashing",DALYs,2019,2019,87538461.1947568,69748717.1422366,108592067.698217
,Unsafe water source,DALYs,2019,2019,65096465.998649,47674850.9818999,83747286.5783352
,Unsafe sanitation,DALYs,2019,2019,41405159.4075026,33153186.5684072,52548320.2536077
,Air pollution,DALYs,2019,2019,213284886.633513,188894775.428659,239530188.999461
,Ambient particulate matter pollution,DALYs,2019,2019,118215374.144248,95948202.3741049,138428611.039833
,Household air pollution from solid fuels,DALYs,2019,2019,91474468.7306209,67036498.800578,118593336.592371
,Ambient ozone pollution,DALYs,2019,2019,6210145.35725744,2985050.4246871,9630800.61258205
,Other environmental risks,DALYs,2019,2019,23561861.6024215,15480385.1217766,32524843.5358613
,Residential radon,DALYs,2019,2019,1885476.2695646,373710.405857009,3652494.75647196
,Lead exposure,DALYs,2019,2019,21676385.3328569,13812877.4375949,30297656.7359695
,Child and maternal malnutrition,DALYs,2019,2019,294779309.42354,252994742.379728,349534865.057043
,Suboptimal breastfeeding,DALYs,2019,2019,13145100.9888842,9346953.53787415,17614516.2172097
,Child underweight,DALYs,2019,2019,28123235.8243097,22532393.7008398,35947330.1206359
,Iron deficiency,DALYs,2019,2019,31263125.083916,21271981.9692071,43987242.0222646
,Vitamin A deficiency,DALYs,2019,2019,3297057.07631427,1347265.68033885,5593875.76288212
,Zinc deficiency,DALYs,2019,2019,258812.803459276,66896.5294782598,597019.17668793
,Tobacco,DALYs,2019,2019,229772303.160663,213076969.43039,246398939.005308
,Smoking,DALYs,2019,2019,199794745.476503,185451306.073709,213815712.326619
,Second-hand smoke,DALYs,2019,2019,37002067.5076173,28634295.1397787,45125997.8265718
,High alcohol use,DALYs,2019,2019,92996235.2226489,82358722.0731188,105098270.328757
,Drug use,DALYs,2019,2019,30927026.6652818,26668899.960044,35669628.8788688
,Metabolic risks,DALYs,2019,2019,462801825.351556,420173797.925686,509937631.979442
,High fasting plasma glucose,DALYs,2019,2019,172068733.66272,142535291.033423,204905610.292306
,High systolic blood pressure,DALYs,2019,2019,235424636.139878,211056308.496632,260554757.721569
,High body-mass index,DALYs,2019,2019,160265357.494357,105969034.158984,218870439.287827
,Low bone mineral density,DALYs,2019,2019,16647466.3994223,13503526.2358249,20036301.7418832
,Dietary risks,DALYs,2019,2019,187695611.722531,155915464.870632,225396721.892824
,Diet low in fruits,DALYs,2019,2019,27678336.1525521,20226683.1197523,35925411.300784
,Diet low in vegetables,DALYs,2019,2019,12953238.48279,8248082.56831476,17515468.8697509
,Diet low in whole grains,DALYs,2019,2019,42573706.3504837,22331727.7747077,53238699.0293731
,Diet low in nuts and seeds,DALYs,2019,2019,13595096.546288,7756115.80704582,18643841.2456166
,Diet low in milk,DALYs,2019,2019,3799297.24857622,2457767.552848,5124452.91399502
,Diet high in red meat,DALYs,2019,2019,23861073.7568091,15599234.0816413,32020022.0711741
,Diet high in processed meat,DALYs,2019,2019,8556880.5715729,5293182.26883161,12676193.1894375
,"Diet high in 
sugar sweetened beverages",DALYs,2019,2019,6307561.76006201,4300765.17816272,8079555.92331289
,Diet low in fiber,DALYs,2019,2019,15297367.3445709,9111327.66795394,21951846.984253
,Diet low in seafood omega-3 fatty acids,DALYs,2019,2019,7409654.91259736,3373472.42294569,9686982.23666079
,"Diet low in 
polyunsaturated fatty acids",DALYs,2019,2019,8012899.22559144,969247.907817242,16249212.8651237
,Diet high in trans fatty acids,DALYs,2019,2019,14234236.9514579,1580401.88499012,19410190.7866601
,Diet high in sodium,DALYs,2019,2019,44866637.6268002,13024501.4945786,94682290.1903748
,Low physical activity,DALYs,2019,2019,15747938.2067888,8515093.96991076,28617800.8337841
,Occupational risks,DALYs,2019,2019,66108349.1236452,56387137.9868096,75967679.0165883
,Occupational carcinogens,DALYs,2019,2019,7691762.8836161,6206344.79039253,9328802.63685161
,Occupational asthmagens,DALYs,2019,2019,1896342.56633272,1510606.49380882,2334593.34459353
,"Occupational particulate matter, gases, and fumes",DALYs,2019,2019,11788178.472088,9813894.93608727,13798194.6339449
,Occupational noise,DALYs,2019,2019,7001448.62595467,4760561.97958773,10059343.1465183
,Occupational injuries,DALYs,2019,2019,22419935.5870209,19842434.5489923,25396791.3776798
,Occupational ergonomic factors,DALYs,2019,2019,15310680.9886327,10544903.6886497,20762409.3983894
,Sexual violence against children,DALYs,2019,2019,3673041.7851153,1750269.07768308,6557015.81622034
,Intimate partner violence,DALYs,2019,2019,8497964.17067719,4440756.44346883,13256990.9124657
,Non-exclusive breastfeeding,DALYs,2019,2019,12525991.3291267,8889963.60328896,16885337.9996547
,Discontinued breastfeeding,DALYs,2019,2019,729553.992398095,247279.24957315,1330655.87156368
,Diet low in calcium,DALYs,2019,2019,3144597.44987367,2248008.20499137,4259658.53644986
,Occupational exposure to asbestos,DALYs,2019,2019,4189354.51689513,3127366.18149498,5320335.81642434
,Occupational exposure to arsenic,DALYs,2019,2019,270713.557080061,44757.5156724485,485541.140454939
,Occupational exposure to benzene,DALYs,2019,2019,85842.6796453799,25677.2234863381,140098.45343124
,Occupational exposure to beryllium,DALYs,2019,2019,8582.57690092032,6952.90619926982,10452.4896488423
,Occupational exposure to cadmium,DALYs,2019,2019,20272.3269517644,16694.443974044,24093.7681390323
,Occupational exposure to chromium,DALYs,2019,2019,42718.089462453,36568.2229129434,49745.0993697674
,Occupational exposure to diesel engine exhaust,DALYs,2019,2019,563382.725984188,485345.705424071,655362.248204854
,Occupational exposure to formaldehyde,DALYs,2019,2019,50787.9933182528,40937.7858722281,61701.6415615372
,Occupational exposure to nickel,DALYs,2019,2019,260985.688240853,18276.4062291455,676653.075760154
,Occupational exposure to polycyclic aromatic hydrocarbons,DALYs,2019,2019,150263.142602447,123478.414349567,177445.899120087
,Occupational exposure to silica,DALYs,2019,2019,2133502.81440118,1283175.78332612,3018455.30775499
,Occupational exposure to sulphuric acid,DALYs,2019,2019,126341.407723433,54057.7735549203,233589.144371989
,All risk factors,DALYs,2019,2019,1213261691.04702,1118887000.2616,1319484142.52171
,Unsafe sex,DALYs,2019,2019,46645465.1669714,41865753.1999992,53526830.0057943
,Environmental/occupational risks,DALYs,2019,2019,396647561.710889,359186711.412183,439495446.853756
,Behavioural risks,DALYs,2019,2019,830769345.288608,760784804.622908,910579491.067878
,Occupational exposure to trichloroethylene,DALYs,2019,2019,2433.8893796476,517.576455338323,4539.18211397858
,No access to handwashing facility,DALYs,2019,2019,34061681.3181838,23725314.2474254,44735126.0527914
,Child growth failure,DALYs,2019,2019,89759926.0379919,72602623.2164543,111739391.194438
,Child wasting,DALYs,2019,2019,83534820.1069354,65629547.3801496,105359823.455101
,Child stunting,DALYs,2019,2019,14292924.5967535,6635492.91519196,26173506.0993904
,Non-optimal temperature,DALYs,2019,2019,37603449.4147547,32417838.3795096,44296862.2499782
,Chewing tobacco,DALYs,2019,2019,1504402.84768373,1163705.81396499,1878172.85782995
,Diet low in legumes,DALYs,2019,2019,24309038.5396405,5263142.14320042,39575296.5905358
,Short gestation,DALYs,2019,2019,138415103.966051,118818236.483868,163049578.693924
,Low birth weight,DALYs,2019,2019,160991358.427395,138081066.836187,190005846.52236
,High temperature,DALYs,2019,2019,11696516.3912352,8189011.51194366,19372703.2639987
,Low temperature,DALYs,2019,2019,25954684.9733134,21667683.4863647,30902493.8117786
,Low birth weight and short gestation,DALYs,2019,2019,170087071.421598,145912387.617393,201254338.740386
,Kidney dysfunction*,DALYs,2019,2019,76486944.9445875,67791320.4069835,86284798.3750056
,Bullying victimization,DALYs,2019,2019,3738414.76782936,974226.912466542,8348251.27173087
,High LDL cholesterol*,DALYs,2019,2019,98618020.7837892,80335172.4236381,118987709.319775
,Particulate matter pollution,DALYs,2019,2019,209689842.874868,185903374.812178,235165660.692867
,Sexual violence against children and bullying,DALYs,2019,2019,7331056.25245467,3513988.91532302,12794757.9256734
,"Unsafe water, sanitation, and handwashing",Deaths,2021,2021,1215365.1311992,746986.176001699,1737947.9660566
,Household air pollution from solid fuels,Deaths,2021,2021,3112926.41468198,1895168.20448616,5188696.626449
,Lead exposure,Deaths,2021,2021,1541908.67124966,-184924.271777134,3224760.41380061
,Child underweight,Deaths,2021,2021,623819.099904221,290973.122547316,871503.520634407
,Smoking,Deaths,2021,2021,6175019.07538679,5047660.83716681,7226384.61674643
,Drug use,Deaths,2021,2021,463360.16500154,408450.586157042,516078.538658255
,High systolic blood pressure,Deaths,2021,2021,10852106.4083334,9222901.9762696,12535782.3552264
,Dietary risks,Deaths,2021,2021,7219015.89375553,1961199.9093284,10767029.5613031
,Diet low in milk,Deaths,2021,2021,146610.909261126,52323.5382849476,230009.588801282
,Unsafe water source,Deaths,2021,2021,802486.166136662,371672.744087592,1215503.48288101
,Diet low in fiber,Deaths,2021,2021,618783.302427818,226106.898717131,987569.142398294
,Ambient particulate matter pollution,Deaths,2021,2021,4718812.23763103,3480471.82985114,5795946.43715111
,Diet high in sodium,Deaths,2021,2021,1857695.59359268,367760.850916827,4251577.08605353
,Other environmental risks,Deaths,2021,2021,1624069.12990505,-45605.1823568043,3259956.61914097
,Child and maternal malnutrition,Deaths,2021,2021,2572941.38655862,2089194.90180375,3087337.93994952
,Occupational asthmagens,Deaths,2021,2021,30546.383231274,24721.8354807801,43990.9935452465
,Sexual violence against children,Deaths,2021,2021,12087.3183044787,2103.71436911361,27430.3907621685
,Tobacco,Deaths,2021,2021,7250287.82562262,5738697.74040342,8703267.19022883
,High alcohol use,Deaths,2021,2021,1809438.8121836,1424949.74478219,2280477.49796181
,High body-mass index,Deaths,2021,2021,3709063.34789778,1847840.08856915,5658334.0355099
,Diet low in whole grains,Deaths,2021,2021,1546242.68698825,707296.746514314,2343822.22829647
,Diet high in processed meat,Deaths,2021,2021,295268.699376322,56805.2254634352,502317.373659524
,"Diet low in 
polyunsaturated fatty acids",Deaths,2021,2021,737879.282209482,-2118790.29882907,2767688.42735375
,Occupational risks,Deaths,2021,2021,1443379.8357521,1303739.15900747,1595738.50864331
,Occupational exposure to benzene,Deaths,2021,2021,1865.31116790265,541.12454038431,3082.76098405975
,Occupational exposure to asbestos,Deaths,2021,2021,228833.463280705,169122.266139281,286189.676816587
,Occupational exposure to cadmium,Deaths,2021,2021,808.913968934505,631.433667344461,1007.39744063561
,Occupational exposure to formaldehyde,Deaths,2021,2021,1227.58318479945,967.625503665774,1544.84126806301
,Occupational exposure to polycyclic aromatic hydrocarbons,Deaths,2021,2021,6059.82800267981,4970.86490693577,7359.33742467653
,Occupational exposure to sulphuric acid,Deaths,2021,2021,3612.34642413105,1504.30688379349,6492.28732622213
,All risk factors,Deaths,2021,2021,34086634.0004667,31302868.2593409,36698306.2399948
,Diet low in legumes,Deaths,2021,2021,389328.769606269,-313415.181203872,1011097.99788587
,Low temperature,Deaths,2021,2021,1481691.90111774,1304977.3047233,1635207.17429322
,Environmental/occupational risks,Deaths,2021,2021,12818817.1253957,10896483.1953908,14588245.6201933
,No access to handwashing facility,Deaths,2021,2021,446329.502814724,-124347.942414036,974738.161813
,Particulate matter pollution,Deaths,2021,2021,7833220.9153879,6479473.76298432,9263395.34606934
,Child stunting,Deaths,2021,2021,311122.526622382,202964.557334213,430212.532470723
,Non-optimal temperature,Deaths,2021,2021,1907500.04599698,1655224.03793568,2202673.19610095
,Unsafe sanitation,Deaths,2021,2021,595241.622617686,410523.715371432,834464.729984194
,High temperature,Deaths,2021,2021,442229.001057509,286707.651652218,616901.244071301
,Kidney dysfunction*,Deaths,2021,2021,3622840.03351538,3124321.81508503,4142442.76006642
,Residential radon,Deaths,2021,2021,82160.4586553862,-41644.7074929203,210376.637900432
,Suboptimal breastfeeding,Deaths,2021,2021,101023.147978121,74663.3007954297,130974.673170817
,High fasting plasma glucose,Deaths,2021,2021,5292826.91293406,4487830.94869162,6114992.6322338
,Low bone mineral density,Deaths,2021,2021,459660.956681325,383676.341242423,519474.811139318
,Diet low in nuts and seeds,Deaths,2021,2021,658246.827457309,184906.146038822,1086133.71502607
,"Diet high in 
sugar sweetened beverages",Deaths,2021,2021,75725.3804443203,34284.3580288238,117265.954094679
,Diet high in trans fatty acids,Deaths,2021,2021,93310.7014985043,9229.38295129084,179613.684215078
,Occupational carcinogens,Deaths,2021,2021,341997.750897578,272577.069923507,412038.845593956
,Occupational injuries,Deaths,2021,2021,480609.339766946,452246.387530666,507681.149763977
,Occupational exposure to arsenic,Deaths,2021,2021,10527.1326410877,2017.37259325169,18505.4036491126
,Occupational exposure to chromium,Deaths,2021,2021,1751.69995247913,1448.16037156665,2074.75828857164
,Occupational exposure to nickel,Deaths,2021,2021,9851.99801588918,774.517386877492,25620.8230077937
,Occupational exposure to trichloroethylene,Deaths,2021,2021,79.3426752237212,17.4411180323071,145.574473543567
