Level,Risk_factor,measure,year_gbd,anal_year,val,lower,upper,Group,Overarching_group
,Occupational injuries,Deaths,2019,2013,333491.861149725,310138.997393159,360088.123462885,Occupational risks,Environmental/occupational risks
,Intimate partner violence,Deaths,2019,2013,109340.932806882,67105.666017949,160051.07253511,Intimate partner violence,Behavioural risks
,Diet low in calcium,Deaths,2019,2013,118439.664961895,84389.3961277744,161356.750159631,Dietary risks,Behavioural risks
,All risk factors,Deaths,2019,2013,32877538.2327128,31524385.902175,34196423.544236,Other,All risk factors
,Unsafe sex,Deaths,2019,2013,1145734.16776198,1032684.89207505,1335071.08759102,Unsafe sex,Behavioural risks
,Environmental/occupational risks,Deaths,2019,2013,11244581.9177128,10453359.6088967,12121640.2217009,Other,Environmental/occupational risks
,Behavioural risks,Deaths,2019,2013,20995577.0770758,19692524.7365807,22405560.2465116,Other,Behavioural risks
,No access to handwashing facility,Deaths,2019,2013,744109.278663214,529452.118099715,980072.627707859,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Child growth failure,Deaths,2019,2013,1502529.78271915,1270504.03185897,1758148.62356231,Child and maternal malnutrition,Behavioural risks
,Non-optimal temperature,Deaths,2019,2013,1767261.09235079,1557685.79750285,1990728.52844949,Non-optimal temperature,Environmental/occupational risks
,Chewing tobacco,Deaths,2019,2013,44990.799348839,36392.0862977474,54421.8937628616,Tobacco,Behavioural risks
,Diet low in legumes,Deaths,2019,2013,1004187.52235801,230922.284595742,1639843.62636023,Dietary risks,Behavioural risks
,High temperature,Deaths,2019,2013,258064.588826385,186325.95537112,407422.413105514,Non-optimal temperature,Environmental/occupational risks
,Low temperature,Deaths,2019,2013,1512183.30761913,1303847.27658561,1730925.89763256,Non-optimal temperature,Environmental/occupational risks
,Low birth weight and short gestation,Deaths,2019,2013,2248018.87301166,2007774.38489022,2526240.72943014,Child and maternal malnutrition,Behavioural risks
,Kidney dysfunction*,Deaths,2019,2013,2731127.16812583,2365190.66170695,3111701.36658678,Kidney dysfunction*,Metabolic risks
,High LDL cholesterol*,Deaths,2019,2013,3909372.41623445,3004732.0838845,4961177.27119876,High LDL cholesterol*,Metabolic risks
,Particulate matter pollution,Deaths,2019,2013,6443864.4445724,5777888.60033324,7098082.18229828,Air pollution,Environmental/occupational risks
,"Unsafe water, sanitation, and handwashing",Deaths,2019,2017,1770143.13626557,1305237.33554957,2427187.14945492,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe water source,Deaths,2019,2017,1319413.53211489,895618.711230449,1888397.36228051,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe sanitation,Deaths,2019,2017,851325.535358411,616199.747792622,1202476.76031449,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Air pollution,Deaths,2019,2017,6564254.58303976,5853565.29939359,7316206.40388086,Air pollution,Environmental/occupational risks
,Ambient particulate matter pollution,Deaths,2019,2017,3882444.11503387,3216383.93428578,4541427.06947574,Air pollution,Environmental/occupational risks
,Household air pollution from solid fuels,Deaths,2019,2017,2474178.74865508,1761373.74157234,3311208.82402485,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,Deaths,2019,2017,355641.70700984,170003.449024918,539711.351557328,Air pollution,Environmental/occupational risks
,Other environmental risks,Deaths,2019,2017,955780.584114529,598783.037064812,1345060.31898596,Other environmental risks,Environmental/occupational risks
,Residential radon,Deaths,2019,2017,79067.5707710954,15697.1984769052,153126.307916583,Other environmental risks,Environmental/occupational risks
,Lead exposure,Deaths,2019,2017,876713.013343434,538485.63170571,1253709.63600057,Other environmental risks,Environmental/occupational risks
,Child and maternal malnutrition,Deaths,2019,2017,3225285.48291372,2760222.67731138,3794928.7851558,Child and maternal malnutrition,Behavioural risks
,Suboptimal breastfeeding,Deaths,2019,2017,168459.040040491,122342.389176168,220591.671413544,Child and maternal malnutrition,Behavioural risks
,Iron deficiency,Deaths,2019,2017,43314.3741438037,15267.0302277071,70892.921015041,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,Deaths,2019,2017,28132.9877248427,3110.03373569777,57822.1232823938,Child and maternal malnutrition,Behavioural risks
,Zinc deficiency,Deaths,2019,2017,3469.4899250395,872.567835086129,7878.54019605889,Child and maternal malnutrition,Behavioural risks
,Tobacco,Deaths,2019,2017,8392947.09994972,7910269.76418571,8908952.67144457,Tobacco,Behavioural risks
,Smoking,Deaths,2019,2017,7427967.82518319,6973739.65165941,7908514.67682503,Tobacco,Behavioural risks
,Second-hand smoke,Deaths,2019,2017,1243584.38842454,973920.466542805,1508561.08269211,Tobacco,Behavioural risks
,High alcohol use,Deaths,2019,2017,2355671.41613008,2073493.00355533,2663674.65880342,High alcohol use,Behavioural risks
,Drug use,Deaths,2019,2017,472655.737032289,425669.354498133,524969.888333891,Drug use,Behavioural risks
,Metabolic risks,Deaths,2019,2017,17614801.212681,16087704.3520176,19095239.1990096,Other,Metabolic risks
,High fasting plasma glucose,Deaths,2019,2017,6001404.28962888,4789535.69953581,7653091.08987396,High fasting plasma glucose,Metabolic risks
,High systolic blood pressure,Deaths,2019,2017,10351720.664193,9099456.54858631,11507770.2151569,High systolic blood pressure,Metabolic risks
,High body-mass index,Deaths,2019,2017,4683247.48173154,2971021.18326521,6659109.07099878,High body-mass index,Metabolic risks
,Low bone mineral density,Deaths,2019,2017,414523.809392725,344907.787600158,465612.340744764,Low bone mineral density,Metabolic risks
,Dietary risks,Deaths,2019,2017,7593120.5259556,6185110.46874023,9361285.13187029,Dietary risks,Behavioural risks
,Diet low in fruits,Deaths,2019,2017,1008137.64096957,700265.664318116,1315392.14105606,Dietary risks,Behavioural risks
,Diet low in vegetables,Deaths,2019,2017,508659.450203243,321463.044108502,689645.65366038,Dietary risks,Behavioural risks
,Diet low in whole grains,Deaths,2019,2017,1758037.0030606,875972.242410707,2201388.94487741,Dietary risks,Behavioural risks
,Diet low in nuts and seeds,Deaths,2019,2017,561009.544952107,308579.770324317,770407.452268063,Dietary risks,Behavioural risks
,Diet low in milk,Deaths,2019,2017,153704.0416635,98702.7583729436,207161.114708819,Dietary risks,Behavioural risks
,Diet high in red meat,Deaths,2019,2017,850493.172044652,513421.686600693,1179384.93124294,Dietary risks,Behavioural risks
,Diet high in processed meat,Deaths,2019,2017,290760.546964171,145645.496384415,462481.513003227,Dietary risks,Behavioural risks
,Diet high in sugar sweetened beverages,Deaths,2019,2017,229870.242807113,162665.965269952,284763.374909263,Dietary risks,Behavioural risks
,Diet low in fiber,Deaths,2019,2017,592102.904658702,336366.809554082,861020.837248664,Dietary risks,Behavioural risks
,Diet low in seafood omega-3 fatty acids,Deaths,2019,2017,325276.558020079,156868.229643263,419086.512017352,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,Deaths,2019,2017,332203.833700116,43421.1751465577,679060.900065826,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,Deaths,2019,2017,612683.120389941,73604.4777865762,837562.433737765,Dietary risks,Behavioural risks
,Diet high in sodium,Deaths,2019,2017,1811392.22768011,460938.754268764,4015930.0601877,Dietary risks,Behavioural risks
,Low physical activity,Deaths,2019,2017,798187.108927348,414404.920983282,1439591.74535157,Low physical activity,Behavioural risks
,Occupational risks,Deaths,2019,2017,1189547.12573951,1059143.30798843,1328954.05019828,Occupational risks,Environmental/occupational risks
,Occupational carcinogens,Deaths,2019,2017,335048.766833865,267767.492415224,400031.673509748,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,Deaths,2019,2017,34765.5449604963,28060.6180614351,43454.8652023567,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",Deaths,2019,2017,502022.699415624,399942.429513355,611933.144312348,Occupational risks,Environmental/occupational risks
,Occupational injuries,Deaths,2019,2017,317710.114529532,293229.609923793,344518.662423061,Occupational risks,Environmental/occupational risks
,Intimate partner violence,Deaths,2019,2017,93213.0202007663,58881.2743094575,135872.498959467,Intimate partner violence,Behavioural risks
,Diet low in calcium,Deaths,2019,2017,129472.462499645,91280.9065377949,178319.796875153,Dietary risks,Behavioural risks
,All risk factors,Deaths,2019,2017,34010521.1420581,32166983.9429615,35754938.6188707,Other,All risk factors
,Unsafe sex,Deaths,2019,2017,1041873.43592195,950850.322938069,1186027.40855588,Unsafe sex,Behavioural risks
,Environmental/occupational risks,Deaths,2019,2017,11192153.4233286,10279296.9523867,12142153.4343423,Other,Environmental/occupational risks
,Behavioural risks,Deaths,2019,2017,21234571.6343317,19694100.7863228,22924736.1443434,Other,Behavioural risks
,No access to handwashing facility,Deaths,2019,2017,670169.514038617,465440.726621077,890879.521678939,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Child growth failure,Deaths,2019,2017,1212109.53110817,1002097.07475327,1472561.14313501,Child and maternal malnutrition,Behavioural risks
,Non-optimal temperature,Deaths,2019,2017,1861634.5309127,1636669.70792759,2102909.90608636,Non-optimal temperature,Environmental/occupational risks
,Chewing tobacco,Deaths,2019,2017,51612.2006260142,40276.6379904706,63726.1825505838,Tobacco,Behavioural risks
,Diet low in legumes,Deaths,2019,2017,1067863.99337445,245677.11613098,1733199.68801636,Dietary risks,Behavioural risks
,High temperature,Deaths,2019,2017,293309.81205285,213320.186590987,435365.655671856,Non-optimal temperature,Environmental/occupational risks
,Low temperature,Deaths,2019,2017,1571898.46939511,1351198.93899221,1802366.86534445,Non-optimal temperature,Environmental/occupational risks
,Low birth weight and short gestation,Deaths,2019,2017,1940921.23097365,1673290.67001336,2269230.1206654,Child and maternal malnutrition,Behavioural risks
,Kidney dysfunction*,Deaths,2019,2017,3021907.47932331,2591626.77136589,3450573.62838849,Kidney dysfunction*,Metabolic risks
,High LDL cholesterol*,Deaths,2019,2017,4188135.1238141,3172728.44567077,5369247.66515201,High LDL cholesterol*,Metabolic risks
,Particulate matter pollution,Deaths,2019,2017,6356622.86368895,5675690.07929257,7106831.16101143,Air pollution,Environmental/occupational risks
,"Unsafe water, sanitation, and handwashing",Deaths,2019,2016,1788028.15855124,1320072.8833816,2430346.34699317,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe water source,Deaths,2019,2016,1327636.75006841,908918.865189602,1882515.9864343,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe sanitation,Deaths,2019,2016,871473.249576181,637530.898455791,1232241.91556681,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Air pollution,Deaths,2019,2016,6605030.48091105,5895662.81146991,7349854.47429674,Air pollution,Environmental/occupational risks
,Ambient particulate matter pollution,Deaths,2019,2016,3875979.34447527,3189389.12608038,4502514.1086373,Air pollution,Environmental/occupational risks
,Household air pollution from solid fuels,Deaths,2019,2016,2528243.61345741,1812227.08675745,3345699.60424973,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,Deaths,2019,2016,342251.002229635,159424.355354068,528519.707841596,Air pollution,Environmental/occupational risks
,Other environmental risks,Deaths,2019,2016,944398.419119093,605610.151512209,1330879.02596039,Other environmental risks,Environmental/occupational risks
,Residential radon,Deaths,2019,2016,77556.591230353,15144.3610155259,149157.111762211,Other environmental risks,Environmental/occupational risks
,Lead exposure,Deaths,2019,2016,866841.82788874,532548.223261518,1242199.28031972,Other environmental risks,Environmental/occupational risks
,Child and maternal malnutrition,Deaths,2019,2016,3376582.38302363,2900464.62064298,3930664.91597413,Child and maternal malnutrition,Behavioural risks
,Suboptimal breastfeeding,Deaths,2019,2016,178261.73447406,130694.926796126,232432.86611909,Child and maternal malnutrition,Behavioural risks
,Iron deficiency,Deaths,2019,2016,44486.3144437013,15925.4475922945,73013.7697864972,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,Deaths,2019,2016,30436.0841515657,3319.90709663322,62515.9171747192,Child and maternal malnutrition,Behavioural risks
,Zinc deficiency,Deaths,2019,2016,3708.94917565515,944.744732267533,8285.38659105248,Child and maternal malnutrition,Behavioural risks
,Tobacco,Deaths,2019,2016,8309220.26724678,7879563.9289886,8743805.88134958,Tobacco,Behavioural risks
,Smoking,Deaths,2019,2016,7359293.10005788,6968313.85436832,7755760.89265827,Tobacco,Behavioural risks
,Second-hand smoke,Deaths,2019,2016,1226823.37908214,955003.72811147,1491050.38815685,Tobacco,Behavioural risks
,High alcohol use,Deaths,2019,2016,2332373.89186866,2060370.77847956,2629326.80674905,High alcohol use,Behavioural risks
,Drug use,Deaths,2019,2016,465395.535339574,420501.640746088,515049.701307575,Drug use,Behavioural risks
,Metabolic risks,Deaths,2019,2016,17283255.350075,15875018.9649707,18745628.6131712,Other,Metabolic risks
,High fasting plasma glucose,Deaths,2019,2016,5897120.90209027,4691622.45962395,7551215.69567455,High fasting plasma glucose,Metabolic risks
,High systolic blood pressure,Deaths,2019,2016,10190859.867275,9032443.85198568,11367600.8713513,High systolic blood pressure,Metabolic risks
,High body-mass index,Deaths,2019,2016,4563131.46539082,2914511.7250095,6516115.68822762,High body-mass index,Metabolic risks
,Low bone mineral density,Deaths,2019,2016,405812.52847955,339210.811107446,453959.056505126,Low bone mineral density,Metabolic risks
,Dietary risks,Deaths,2019,2016,7475013.67414628,6114243.6152638,9206168.82322228,Dietary risks,Behavioural risks
,Diet low in fruits,Deaths,2019,2016,996498.711476453,691575.755569525,1292079.37373413,Dietary risks,Behavioural risks
,Diet low in vegetables,Deaths,2019,2016,501312.431969225,318492.459792588,677122.357405666,Dietary risks,Behavioural risks
,Diet low in whole grains,Deaths,2019,2016,1730298.98353584,860546.612117314,2174959.9652824,Dietary risks,Behavioural risks
