Level,Risk_factor,measure,year_gbd,anal_year,val,lower,upper,Group,Overarching_group
,Ambient particulate matter pollution,Deaths,2019,2007,3032978.27781249,2408012.92304009,3644251.62875455,Air pollution,Environmental/occupational risks
,Household air pollution from solid fuels,Deaths,2019,2007,3312718.26676023,2486435.19862005,4196685.81506391,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,Deaths,2019,2007,329685.043007841,156134.351442229,506994.042269343,Air pollution,Environmental/occupational risks
,Other environmental risks,Deaths,2019,2007,812172.861672505,513815.609486384,1134095.19253627,Other environmental risks,Environmental/occupational risks
,Residential radon,Deaths,2019,2007,65053.4528689264,12832.0206167804,125475.117933979,Other environmental risks,Environmental/occupational risks
,Lead exposure,Deaths,2019,2007,747119.408803579,463732.248060276,1049594.37229809,Other environmental risks,Environmental/occupational risks
,Child and maternal malnutrition,Deaths,2019,2007,4639812.40165086,4194587.69220735,5117864.58989333,Child and maternal malnutrition,Behavioural risks
,Suboptimal breastfeeding,Deaths,2019,2007,282478.054644285,208574.511107338,356736.552991837,Child and maternal malnutrition,Behavioural risks
,Iron deficiency,Deaths,2019,2007,57836.8686072885,21622.8752284746,93381.0910418382,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,Deaths,2019,2007,74707.8233012675,7668.27192998256,152039.554647563,Child and maternal malnutrition,Behavioural risks
,Zinc deficiency,Deaths,2019,2007,8772.49342824455,3001.53788371611,17094.5899990169,Child and maternal malnutrition,Behavioural risks
,Tobacco,Deaths,2019,2007,7755724.73136737,7441427.30767154,8096770.03084189,Tobacco,Behavioural risks
,Smoking,Deaths,2019,2007,6888847.71023873,6643202.10902932,7174037.17811132,Tobacco,Behavioural risks
,Second-hand smoke,Deaths,2019,2007,1139415.64152817,880800.855755574,1389688.13654821,Tobacco,Behavioural risks
,High alcohol use,Deaths,2019,2007,2184676.31278692,1947463.92129259,2437557.72767262,High alcohol use,Behavioural risks
,Drug use,Deaths,2019,2007,419032.570400148,377804.150188715,465055.263696317,Drug use,Behavioural risks
,Metabolic risks,Deaths,2019,2007,14398952.1401613,13274018.021571,15502477.6796374,Other,Metabolic risks
,High fasting plasma glucose,Deaths,2019,2007,4721781.99742245,3774177.60915491,6019061.8454284,High fasting plasma glucose,Metabolic risks
,High systolic blood pressure,Deaths,2019,2007,8679506.73654046,7721687.51509188,9629632.38417157,High systolic blood pressure,Metabolic risks
,High body-mass index,Deaths,2019,2007,3509283.94355316,2130171.85587331,5111782.98364579,High body-mass index,Metabolic risks
,Low bone mineral density,Deaths,2019,2007,327731.467540126,275187.298669128,363054.541541392,Low bone mineral density,Metabolic risks
,Dietary risks,Deaths,2019,2007,6571465.5239634,5418449.14594617,8046697.42790592,Dietary risks,Behavioural risks
,Diet low in fruits,Deaths,2019,2007,938621.229025185,651410.90278219,1227008.60058218,Dietary risks,Behavioural risks
,Diet low in vegetables,Deaths,2019,2007,452471.269594389,290626.56274817,612887.794265103,Dietary risks,Behavioural risks
,Diet low in whole grains,Deaths,2019,2007,1498941.57527014,750029.232646116,1873158.0540431,Dietary risks,Behavioural risks
,Diet low in nuts and seeds,Deaths,2019,2007,506273.442681286,273923.950258464,690403.500975634,Dietary risks,Behavioural risks
,Diet low in milk,Deaths,2019,2007,114485.570234645,73470.2897232284,155992.775029474,Dietary risks,Behavioural risks
,Diet high in red meat,Deaths,2019,2007,716597.127825731,417695.933370658,1004523.80318436,Dietary risks,Behavioural risks
,Diet high in processed meat,Deaths,2019,2007,269016.407256766,118873.159124696,430815.897170404,Dietary risks,Behavioural risks
,Diet high in sugar sweetened beverages,Deaths,2019,2007,191274.305610587,141073.669283675,233989.576492418,Dietary risks,Behavioural risks
,Diet low in fiber,Deaths,2019,2007,594814.053488976,336022.986647207,863313.131019,Dietary risks,Behavioural risks
,Diet low in seafood omega-3 fatty acids,Deaths,2019,2007,270800.839039616,124593.445478934,347766.34722116,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,Deaths,2019,2007,285055.309908185,37086.7776468209,582462.767381293,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,Deaths,2019,2007,535423.199160271,59702.0400639689,723178.618888395,Dietary risks,Behavioural risks
,Diet high in sodium,Deaths,2019,2007,1555050.54989979,409964.902355857,3438504.22897885,Dietary risks,Behavioural risks
,Low physical activity,Deaths,2019,2007,624275.397161941,326804.151758706,1127978.67295825,Low physical activity,Behavioural risks
,Occupational risks,Deaths,2019,2007,1163658.78646556,1052204.00043242,1276248.35721568,Occupational risks,Environmental/occupational risks
,Occupational carcinogens,Deaths,2019,2007,280723.614140091,226495.77620521,337295.212841593,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,Deaths,2019,2007,37100.9703998483,29008.7032505562,49679.9731025924,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",Deaths,2019,2007,478218.980984087,393094.026448578,573650.650146981,Occupational risks,Environmental/occupational risks
,Occupational injuries,Deaths,2019,2007,367615.220941532,342513.965828687,394482.538650922,Occupational risks,Environmental/occupational risks
,Intimate partner violence,Deaths,2019,2007,166872.962494096,97412.5687310802,250696.878489637,Intimate partner violence,Behavioural risks
,Diet low in calcium,Deaths,2019,2007,102860.337776684,74019.0307563363,140213.515246627,Dietary risks,Behavioural risks
,All risk factors,Deaths,2019,2007,32028557.2154298,30912649.4254366,33111552.20544,Other,All risk factors
,Unsafe sex,Deaths,2019,2007,1539271.65081509,1313638.36751381,1824688.90201787,Unsafe sex,Behavioural risks
,Environmental/occupational risks,Deaths,2019,2007,11226236.4638774,10435447.9564503,12028245.9416744,Other,Environmental/occupational risks
,Behavioural risks,Deaths,2019,2007,21264374.4034432,20135470.9773156,22535368.7679651,Other,Behavioural risks
,No access to handwashing facility,Deaths,2019,2007,875743.53057381,624188.099360311,1143540.13610865,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Child growth failure,Deaths,2019,2007,1984748.92287683,1716043.22201525,2274806.50525818,Child and maternal malnutrition,Behavioural risks
,Non-optimal temperature,Deaths,2019,2007,1641507.19512125,1452545.42591112,1855911.68887217,Non-optimal temperature,Environmental/occupational risks
,Chewing tobacco,Deaths,2019,2007,38680.7771210611,31141.2056473725,46754.8927049167,Tobacco,Behavioural risks
,Diet low in legumes,Deaths,2019,2007,931129.282204441,223650.588714025,1517987.6376113,Dietary risks,Behavioural risks
,High temperature,Deaths,2019,2007,247574.40125781,177028.525766747,393298.067737845,Non-optimal temperature,Environmental/occupational risks
,Low temperature,Deaths,2019,2007,1396121.49743428,1202555.03121608,1595890.56662741,Non-optimal temperature,Environmental/occupational risks
,Low birth weight and short gestation,Deaths,2019,2007,2546165.19013898,2326161.1089179,2775657.09751788,Child and maternal malnutrition,Behavioural risks
,Kidney dysfunction*,Deaths,2019,2007,2366737.16160796,2039141.00692824,2697036.36291959,Kidney dysfunction*,Metabolic risks
,High LDL cholesterol*,Deaths,2019,2007,3566949.24579904,2755730.91944153,4523206.48236511,High LDL cholesterol*,Metabolic risks
,Particulate matter pollution,Deaths,2019,2007,6346739.24668578,5721108.5903322,6967671.50232075,Air pollution,Environmental/occupational risks
,"Unsafe water, sanitation, and handwashing",Deaths,2019,2006,2328921.68544732,1854832.4316996,2993865.65562104,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe water source,Deaths,2019,2006,1752216.05269015,1293590.04503182,2326397.8238598,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe sanitation,Deaths,2019,2006,1243438.88509191,978180.086356804,1638470.12546347,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Air pollution,Deaths,2019,2006,6528813.01442066,5866555.49988551,7143846.02956798,Air pollution,Environmental/occupational risks
,Ambient particulate matter pollution,Deaths,2019,2006,2951443.89706495,2303638.56989695,3559473.60942747,Air pollution,Environmental/occupational risks
,Household air pollution from solid fuels,Deaths,2019,2006,3400650.34615846,2567021.56559249,4283561.22418118,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,Deaths,2019,2006,317242.29728375,148214.937982989,493810.876359375,Air pollution,Environmental/occupational risks
,Other environmental risks,Deaths,2019,2006,799096.412244365,510949.864426873,1125110.50994081,Other environmental risks,Environmental/occupational risks
,Residential radon,Deaths,2019,2006,63655.5845534104,12564.2745749817,123042.176965878,Other environmental risks,Environmental/occupational risks
,Lead exposure,Deaths,2019,2006,735440.827690954,458892.627736071,1040699.3121885,Other environmental risks,Environmental/occupational risks
,Child and maternal malnutrition,Deaths,2019,2006,4795381.89324262,4342017.62266452,5298609.34328741,Child and maternal malnutrition,Behavioural risks
,Suboptimal breastfeeding,Deaths,2019,2006,294235.695738516,217183.586266445,375684.773471962,Child and maternal malnutrition,Behavioural risks
,Iron deficiency,Deaths,2019,2006,59777.5580904386,21946.1126178714,96046.4062354705,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,Deaths,2019,2006,83527.7777382503,8677.12731981196,172591.464298673,Child and maternal malnutrition,Behavioural risks
,Zinc deficiency,Deaths,2019,2006,9348.53799176766,3258.53847396452,18514.3456237714,Child and maternal malnutrition,Behavioural risks
,Tobacco,Deaths,2019,2006,7752459.20579767,7444875.32116767,8070145.57919375,Tobacco,Behavioural risks
,Smoking,Deaths,2019,2006,6884440.30291716,6638729.48456161,7154792.84545241,Tobacco,Behavioural risks
,Second-hand smoke,Deaths,2019,2006,1143361.85676121,885910.734781911,1401161.48150004,Tobacco,Behavioural risks
,High alcohol use,Deaths,2019,2006,2171665.71943257,1934651.89696999,2418952.34052032,High alcohol use,Behavioural risks
,Drug use,Deaths,2019,2006,417386.331126178,376458.094731883,464578.480725852,Drug use,Behavioural risks
,Metabolic risks,Deaths,2019,2006,14192320.3196843,13054021.1030017,15304837.4194544,Other,Metabolic risks
,High fasting plasma glucose,Deaths,2019,2006,4628394.24822257,3714679.06881385,5909431.15577492,High fasting plasma glucose,Metabolic risks
,High systolic blood pressure,Deaths,2019,2006,8575737.14716104,7615098.27416365,9468038.52341296,High systolic blood pressure,Metabolic risks
,High body-mass index,Deaths,2019,2006,3435290.43304776,2070141.04653603,5038925.13656905,High body-mass index,Metabolic risks
,Low bone mineral density,Deaths,2019,2006,319113.900697841,269248.226311446,352467.984721506,Low bone mineral density,Metabolic risks
,Dietary risks,Deaths,2019,2006,6527832.97712088,5406354.38325101,7994363.98665289,Dietary risks,Behavioural risks
,Diet low in fruits,Deaths,2019,2006,938737.409626689,657258.65920095,1225117.30239602,Dietary risks,Behavioural risks
,Diet low in vegetables,Deaths,2019,2006,449660.283190401,287197.895538554,609100.131973986,Dietary risks,Behavioural risks
,Diet low in whole grains,Deaths,2019,2006,1484696.38563024,741715.780068344,1854114.52074486,Dietary risks,Behavioural risks
,Diet low in nuts and seeds,Deaths,2019,2006,501827.563446278,272445.25839458,681966.114700632,Dietary risks,Behavioural risks
,Diet low in milk,Deaths,2019,2006,111144.148951582,70778.6241837489,151398.829381925,Dietary risks,Behavioural risks
,Diet high in red meat,Deaths,2019,2006,712535.5511084,412526.364042811,998466.778696596,Dietary risks,Behavioural risks
,Diet high in processed meat,Deaths,2019,2006,270113.006440691,116659.82124227,431653.988461463,Dietary risks,Behavioural risks
,Diet high in sugar sweetened beverages,Deaths,2019,2006,190137.763321893,140712.643393249,232132.27813532,Dietary risks,Behavioural risks
,Diet low in fiber,Deaths,2019,2006,598285.196479913,338685.027632231,873121.027765783,Dietary risks,Behavioural risks
,Diet low in seafood omega-3 fatty acids,Deaths,2019,2006,267334.857860499,121840.785058273,344727.384862273,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,Deaths,2019,2006,281992.081089725,37565.9993402534,573245.424260147,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,Deaths,2019,2006,535836.175677861,58525.2299706262,717863.276044518,Dietary risks,Behavioural risks
,Diet high in sodium,Deaths,2019,2006,1546630.03720369,411655.767279218,3430192.23724824,Dietary risks,Behavioural risks
,Low physical activity,Deaths,2019,2006,612109.899683108,320265.770379827,1110207.67538615,Low physical activity,Behavioural risks
,Occupational risks,Deaths,2019,2006,1164443.19961226,1056576.59737508,1274493.92827685,Occupational risks,Environmental/occupational risks
,Occupational carcinogens,Deaths,2019,2006,273578.440662151,219451.363312264,328531.072041619,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,Deaths,2019,2006,36994.637924973,29240.2208117534,49273.6071800421,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",Deaths,2019,2006,480670.478091141,393515.518206236,574995.711868146,Occupational risks,Environmental/occupational risks
,Occupational injuries,Deaths,2019,2006,373199.642933993,346891.962400104,401181.835218931,Occupational risks,Environmental/occupational risks
,Intimate partner violence,Deaths,2019,2006,177368.22919356,102217.021322151,268081.774305359,Intimate partner violence,Behavioural risks
,Diet low in calcium,Deaths,2019,2006,100319.13011861,72746.2346517821,136839.998822067,Dietary risks,Behavioural risks
,All risk factors,Deaths,2019,2006,32036612.4191925,30860881.7953236,33105096.1028118,Other,All risk factors
,Unsafe sex,Deaths,2019,2006,1614673.87680257,1342127.32066518,1931333.15376276,Unsafe sex,Behavioural risks
,Environmental/occupational risks,Deaths,2019,2006,11239159.0659955,10437723.0289536,12071853.1746603,Other,Environmental/occupational risks
,Behavioural risks,Deaths,2019,2006,21419465.3490252,20237918.1656464,22675166.3301322,Other,Behavioural risks
,No access to handwashing facility,Deaths,2019,2006,889970.867256313,638086.779510363,1161112.06719512,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Child growth failure,Deaths,2019,2006,2089773.42413615,1805561.28298864,2400053.62260141,Child and maternal malnutrition,Behavioural risks
,Non-optimal temperature,Deaths,2019,2006,1624652.18906609,1432621.39864012,1840951.23062071,Non-optimal temperature,Environmental/occupational risks
,Chewing tobacco,Deaths,2019,2006,37561.6621823289,30351.8987556366,45389.086338595,Tobacco,Behavioural risks
,Diet low in legumes,Deaths,2019,2006,923619.527168222,224163.019748013,1505239.04324457,Dietary risks,Behavioural risks
,High temperature,Deaths,2019,2006,246376.717158888,176034.853654298,397033.419468282,Non-optimal temperature,Environmental/occupational risks
,Low temperature,Deaths,2019,2006,1380376.97773165,1189230.62114777,1573740.72488052,Non-optimal temperature,Environmental/occupational risks
,Low birth weight and short gestation,Deaths,2019,2006,2591709.82628691,2374628.17506012,2820302.63297544,Child and maternal malnutrition,Behavioural risks
,Kidney dysfunction*,Deaths,2019,2006,2320600.08581563,2001588.56576322,2642276.38111869,Kidney dysfunction*,Metabolic risks
,High LDL cholesterol*,Deaths,2019,2006,3532881.45541464,2727191.66796354,4481247.42033508,High LDL cholesterol*,Metabolic risks
,Particulate matter pollution,Deaths,2019,2006,6354964.33187979,5720772.85731824,6990712.33117222,Air pollution,Environmental/occupational risks
,"Unsafe water, sanitation, and handwashing",Deaths,2019,2015,1835090.59621868,1361064.72491625,2473822.53803903,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe water source,Deaths,2019,2015,1363038.08887661,941067.753150553,1910169.25838721,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe sanitation,Deaths,2019,2015,908873.024010908,662200.310753336,1276546.36767997,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Air pollution,Deaths,2019,2015,6638067.47614591,5925689.87653449,7334853.26852847,Air pollution,Environmental/occupational risks
,Ambient particulate matter pollution,Deaths,2019,2015,3870691.33739588,3172853.69101969,4486383.37790493,Air pollution,Environmental/occupational risks
,Household air pollution from solid fuels,Deaths,2019,2015,2584719.39244693,1855193.09686428,3413220.73539108,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,Deaths,2019,2015,320742.107682046,149242.844196084,499445.267830804,Air pollution,Environmental/occupational risks
,Other environmental risks,Deaths,2019,2015,931074.832833908,588681.425167071,1305050.6705404,Other environmental risks,Environmental/occupational risks
,Residential radon,Deaths,2019,2015,76212.7904678219,15037.9202545595,148151.633522647,Other environmental risks,Environmental/occupational risks
,Lead exposure,Deaths,2019,2015,854862.042366087,524721.579741244,1205777.50365361,Other environmental risks,Environmental/occupational risks
,Child and maternal malnutrition,Deaths,2019,2015,3544990.58935279,3086294.16047048,4069099.89459812,Child and maternal malnutrition,Behavioural risks
,Suboptimal breastfeeding,Deaths,2019,2015,190609.284298691,140805.38391391,248440.937929944,Child and maternal malnutrition,Behavioural risks
,Iron deficiency,Deaths,2019,2015,45726.4306854144,16017.884110225,75449.4630186811,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,Deaths,2019,2015,34267.4623868582,3685.09243095937,71670.6909046551,Child and maternal malnutrition,Behavioural risks
,Zinc deficiency,Deaths,2019,2015,4087.3092889367,1122.21616279135,9067.45891424801,Child and maternal malnutrition,Behavioural risks
,Tobacco,Deaths,2019,2015,8211775.35021209,7810362.66082971,8611646.888448,Tobacco,Behavioural risks
,Smoking,Deaths,2019,2015,7277056.38502644,6918463.43549217,7636886.29701062,Tobacco,Behavioural risks
,Second-hand smoke,Deaths,2019,2015,1209810.62295158,934191.213515983,1475626.94957826,Tobacco,Behavioural risks
,High alcohol use,Deaths,2019,2015,2304268.49380596,2047349.18870315,2595800.87570682,High alcohol use,Behavioural risks
,Drug use,Deaths,2019,2015,452151.184173476,407695.888807265,500377.882226045,Drug use,Behavioural risks
,Metabolic risks,Deaths,2019,2015,16910913.0932302,15521945.6399163,18244535.5749699,Other,Metabolic risks
,High fasting plasma glucose,Deaths,2019,2015,5782270.45930667,4584216.97119033,7406758.46831689,High fasting plasma glucose,Metabolic risks
,High systolic blood pressure,Deaths,2019,2015,9999740.22701571,8870263.47047869,11129489.5647838,High systolic blood pressure,Metabolic risks
,High body-mass index,Deaths,2019,2015,4423170.49812183,2786761.4804228,6316285.80490993,High body-mass index,Metabolic risks
,Low bone mineral density,Deaths,2019,2015,395856.802231479,332884.969519808,440360.813300195,Low bone mineral density,Metabolic risks
,Dietary risks,Deaths,2019,2015,7348201.06323171,6029398.628342,9015955.00355512,Dietary risks,Behavioural risks
,Diet low in fruits,Deaths,2019,2015,983682.002405456,688452.305470626,1273216.64872788,Dietary risks,Behavioural risks
,Diet low in vegetables,Deaths,2019,2015,493268.248018386,314017.938768953,665833.136279709,Dietary risks,Behavioural risks
,Diet low in whole grains,Deaths,2019,2015,1702413.40397041,859547.924106665,2135158.55069291,Dietary risks,Behavioural risks
,Diet low in nuts and seeds,Deaths,2019,2015,551258.671359803,299132.31648396,757171.946677675,Dietary risks,Behavioural risks
,Diet low in milk,Deaths,2019,2015,144370.21166167,92859.728534295,196928.917213836,Dietary risks,Behavioural risks
,Diet high in red meat,Deaths,2019,2015,818192.992116577,486923.9490637,1137196.08075631,Dietary risks,Behavioural risks
,Diet high in processed meat,Deaths,2019,2015,283938.746904201,139799.555470486,453031.703278251,Dietary risks,Behavioural risks
,Diet high in sugar sweetened beverages,Deaths,2019,2015,218892.57914927,156250.194468144,270039.607281201,Dietary risks,Behavioural risks
,Diet low in fiber,Deaths,2019,2015,585404.943653,332677.503773109,853766.644597023,Dietary risks,Behavioural risks
,Diet low in seafood omega-3 fatty acids,Deaths,2019,2015,313039.931520869,146772.61593563,400713.304667228,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,Deaths,2019,2015,323048.556505004,41357.9349245539,660140.204498733,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,Deaths,2019,2015,590657.424304026,70384.68591257,808242.635061202,Dietary risks,Behavioural risks
,Diet high in sodium,Deaths,2019,2015,1753288.56817387,445223.571038847,3857775.84928928,Dietary risks,Behavioural risks
,Low physical activity,Deaths,2019,2015,749003.112618574,388312.428979221,1339821.89481435,Low physical activity,Behavioural risks
,Occupational risks,Deaths,2019,2015,1176111.62347158,1056882.15592924,1304788.22986789,Occupational risks,Environmental/occupational risks
,Occupational carcinogens,Deaths,2019,2015,328350.988549315,263536.819230285,394863.508723688,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,Deaths,2019,2015,34898.5364566612,27929.0218233299,43887.6976536472,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",Deaths,2019,2015,489828.581192897,398472.847386661,592317.310469359,Occupational risks,Environmental/occupational risks
,Occupational injuries,Deaths,2019,2015,323033.517272718,299418.796059329,348223.071474131,Occupational risks,Environmental/occupational risks
,Intimate partner violence,Deaths,2019,2015,100169.982385628,62560.9339282482,146607.184112529,Intimate partner violence,Behavioural risks
,Diet low in calcium,Deaths,2019,2015,123486.965495418,88581.2222574461,168812.454206203,Dietary risks,Behavioural risks
,All risk factors,Deaths,2019,2015,33435787.8822541,31955245.7023669,34745021.451138,Other,All risk factors
,Unsafe sex,Deaths,2019,2015,1088991.49999889,983275.149241418,1266447.9677488,Unsafe sex,Behavioural risks
,Environmental/occupational risks,Deaths,2019,2015,11211521.40669,10403707.8260495,12086757.6317064,Other,Environmental/occupational risks
,Behavioural risks,Deaths,2019,2015,21102707.588854,19781830.1574145,22637512.7028636,Other,Behavioural risks
,No access to handwashing facility,Deaths,2019,2015,699664.50232712,482934.469154418,927007.720168485,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Child growth failure,Deaths,2019,2015,1347070.54353401,1129238.14213524,1610241.5375419,Child and maternal malnutrition,Behavioural risks
,Non-optimal temperature,Deaths,2019,2015,1795472.16462078,1584493.31798744,2033586.19975539,Non-optimal temperature,Environmental/occupational risks
,Chewing tobacco,Deaths,2019,2015,47910.1179200844,38420.3643991263,58962.6599393182,Tobacco,Behavioural risks
,Diet low in legumes,Deaths,2019,2015,1038501.5151722,237181.372617197,1690756.36140443,Dietary risks,Behavioural risks
,High temperature,Deaths,2019,2015,282914.344782602,203958.173023999,432250.878373162,Non-optimal temperature,Environmental/occupational risks
,Low temperature,Deaths,2019,2015,1515486.77703796,1303590.45004314,1736459.60398746,Non-optimal temperature,Environmental/occupational risks
,Low birth weight and short gestation,Deaths,2019,2015,2118985.35594455,1853648.83131638,2420541.42610327,Child and maternal malnutrition,Behavioural risks
,Kidney dysfunction*,Deaths,2019,2015,2872135.85349362,2479825.80089167,3276142.21670156,Kidney dysfunction*,Metabolic risks
,High LDL cholesterol*,Deaths,2019,2015,4063586.81986659,3104999.88232639,5179822.3230143,High LDL cholesterol*,Metabolic risks
,Particulate matter pollution,Deaths,2019,2015,6455410.72984281,5771500.2273589,7134290.99484596,Air pollution,Environmental/occupational risks
,"Unsafe water, sanitation, and handwashing",Deaths,2019,2013,1957088.56536034,1484352.34464489,2601681.97539376,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe water source,Deaths,2019,2013,1461534.50143047,1032275.68618342,2018069.07132138,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe sanitation,Deaths,2019,2013,1000035.83022708,750064.240445433,1371379.47085382,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Air pollution,Deaths,2019,2013,6619745.82982028,5933213.38181409,7291244.47703472,Air pollution,Environmental/occupational risks
,Ambient particulate matter pollution,Deaths,2019,2013,3698902.25926512,3040454.90197829,4331628.02733153,Air pollution,Environmental/occupational risks
,Household air pollution from solid fuels,Deaths,2019,2013,2757444.00975721,2001963.79564338,3599167.39242382,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,Deaths,2019,2013,310463.41792293,144247.191978208,481491.273909971,Air pollution,Environmental/occupational risks
,Other environmental risks,Deaths,2019,2013,906139.460701933,584445.790716591,1263579.19154668,Other environmental risks,Environmental/occupational risks
,Residential radon,Deaths,2019,2013,73219.9554688793,14500.5165671418,142751.514374036,Other environmental risks,Environmental/occupational risks
,Lead exposure,Deaths,2019,2013,832919.505233053,524560.035569061,1178734.21660445,Other environmental risks,Environmental/occupational risks
,Child and maternal malnutrition,Deaths,2019,2013,3838076.96147437,3394301.11097102,4350495.19846232,Child and maternal malnutrition,Behavioural risks
,Suboptimal breastfeeding,Deaths,2019,2013,215450.998276084,160405.148530017,276073.47914105,Child and maternal malnutrition,Behavioural risks
,Iron deficiency,Deaths,2019,2013,49599.9894959043,18390.4932361766,80936.1939298103,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,Deaths,2019,2013,43588.3972693178,4379.09133171815,91438.2034126383,Child and maternal malnutrition,Behavioural risks
,Zinc deficiency,Deaths,2019,2013,5162.40246808882,1580.66957264893,10922.9112945143,Child and maternal malnutrition,Behavioural risks
,Tobacco,Deaths,2019,2013,8048965.26070101,7665665.55360692,8416940.1492861,Tobacco,Behavioural risks
,Smoking,Deaths,2019,2013,7141391.42531782,6820566.99233309,7458339.00373336,Tobacco,Behavioural risks
,Second-hand smoke,Deaths,2019,2013,1180237.74833068,918290.257538826,1434761.23044899,Tobacco,Behavioural risks
,High alcohol use,Deaths,2019,2013,2258003.14909091,2003198.93283371,2541508.32092022,High alcohol use,Behavioural risks
,Drug use,Deaths,2019,2013,429021.666986594,388542.163666052,476236.146841011,Drug use,Behavioural risks
,Metabolic risks,Deaths,2019,2013,16172371.1077672,14819245.4431599,17451227.8456567,Other,Metabolic risks
,High fasting plasma glucose,Deaths,2019,2013,5467330.96783256,4367687.59826953,7016515.84626855,High fasting plasma glucose,Metabolic risks
,High systolic blood pressure,Deaths,2019,2013,9622329.78536998,8536227.15971133,10615107.018812,High systolic blood pressure,Metabolic risks
,High body-mass index,Deaths,2019,2013,4123948.26709091,2583242.42747221,5913000.18291773,High body-mass index,Metabolic risks
,Low bone mineral density,Deaths,2019,2013,373945.921238204,314489.202752862,414432.971314805,Low bone mineral density,Metabolic risks
,Dietary risks,Deaths,2019,2013,7109074.10359352,5859691.8418583,8688165.34759512,Dietary risks,Behavioural risks
,Diet low in fruits,Deaths,2019,2013,964258.86279768,666709.692444759,1264875.71479468,Dietary risks,Behavioural risks
,Diet low in vegetables,Deaths,2019,2013,479911.441544384,303796.835465497,653283.827309043,Dietary risks,Behavioural risks
,Diet low in whole grains,Deaths,2019,2013,1639467.49387209,820045.802700406,2050989.43025557,Dietary risks,Behavioural risks
,Diet low in nuts and seeds,Deaths,2019,2013,538140.987786518,288626.397863966,736488.27495639,Dietary risks,Behavioural risks
,Diet low in milk,Deaths,2019,2013,136366.99037722,87220.0577548065,185892.588022081,Dietary risks,Behavioural risks
,Diet high in red meat,Deaths,2019,2013,785907.593865882,470429.024442613,1093810.30255654,Dietary risks,Behavioural risks
,Diet high in processed meat,Deaths,2019,2013,275288.069593437,133704.663570303,439192.956626363,Dietary risks,Behavioural risks
,Diet high in sugar sweetened beverages,Deaths,2019,2013,209620.011882578,152037.758844261,258597.500661644,Dietary risks,Behavioural risks
,Diet low in fiber,Deaths,2019,2013,582845.679252658,330802.565893282,857727.283254247,Dietary risks,Behavioural risks
,Diet low in seafood omega-3 fatty acids,Deaths,2019,2013,300911.878964994,140105.165814187,386276.116636505,Dietary risks,Behavioural risks
,Diet low in polyunsaturated fatty acids,Deaths,2019,2013,312684.713815355,40794.3633591194,638002.574569676,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,Deaths,2019,2013,569718.488118864,68735.1654221115,782888.722641179,Dietary risks,Behavioural risks
,Diet high in sodium,Deaths,2019,2013,1705269.826499,448913.097151208,3733642.26499938,Dietary risks,Behavioural risks
,Low physical activity,Deaths,2019,2013,714201.187968899,374220.415445264,1273031.99743833,Low physical activity,Behavioural risks
,Occupational risks,Deaths,2019,2013,1174644.04425701,1054409.13493566,1304559.13546013,Occupational risks,Environmental/occupational risks
,Occupational carcinogens,Deaths,2019,2013,320291.752859635,256791.691249406,385757.163258675,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,Deaths,2019,2013,35316.3325769334,28045.372398981,45264.7273258234,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",Deaths,2019,2013,485544.097670722,395725.760895799,591547.557551434,Occupational risks,Environmental/occupational risks
