Level,Risk_factor,measure,year_gbd,anal_year,val,lower,upper,Group,Overarching_group
2.0,High LDL cholesterol*,DALYs,2017,2017,94900000.0,78800000.0,112000000.0,High LDL cholesterol*,Metabolic risks
2.0,High systolic blood pressure,DALYs,2017,2017,218000000.0,198000000.0,237000000.0,High systolic blood pressure,Metabolic risks
2.0,High body-mass index,DALYs,2017,2017,148000000.0,98600000.0,202000000.0,High body-mass index,Metabolic risks
2.0,Low bone mineral density,DALYs,2017,2017,10300000.0,8690000.0,12200000.0,Low bone mineral density,Metabolic risks
2.0,Kidney dysfunction*,DALYs,2017,2017,61300000.0,56900000.0,66100000.0,Kidney dysfunction*,Metabolic risks
,"Unsafe water, sanitation, and handwashing",Deaths,2019,2019,1656887.36681212,1198864.93645106,2312688.3294011,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe water source,Deaths,2019,2019,1230153.86030869,817815.756420702,1788898.0687431,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe sanitation,Deaths,2019,2019,756584.950918143,542453.246245122,1095440.93025044,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Air pollution,Deaths,2019,2019,6671739.56296979,5904630.9437778,7489436.88424954,Air pollution,Environmental/occupational risks
,Ambient particulate matter pollution,Deaths,2019,2019,4140971.07058417,3454413.75151672,4800290.35158494,Air pollution,Environmental/occupational risks
,Household air pollution from solid fuels,Deaths,2019,2019,2313991.16639029,1631340.46518821,3118141.38368304,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,Deaths,2019,2019,365222.408647554,174926.598689448,564270.153536512,Air pollution,Environmental/occupational risks
,Other environmental risks,Deaths,2019,2019,985419.013969852,617806.091901313,1394596.56108788,Other environmental risks,Environmental/occupational risks
,Residential radon,Deaths,2019,2019,83703.1387261858,16497.5264213878,162454.070479103,Other environmental risks,Environmental/occupational risks
,Lead exposure,Deaths,2019,2019,901715.875243665,550909.466996096,1288853.7298709,Other environmental risks,Environmental/occupational risks
,Child and maternal malnutrition,Deaths,2019,2019,2937803.72020609,2489635.66897963,3512072.98476153,Child and maternal malnutrition,Behavioural risks
,Suboptimal breastfeeding,Deaths,2019,2019,146321.740085431,103706.236467278,197043.841360646,Child and maternal malnutrition,Behavioural risks
,Iron deficiency,Deaths,2019,2019,42349.2383618515,14999.7525164142,70283.1836077291,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,Deaths,2019,2019,23849.8489215438,2667.08430247246,49862.2100542518,Child and maternal malnutrition,Behavioural risks
,Zinc deficiency,Deaths,2019,2019,2805.90999711503,697.411053632094,6527.33227604863,Child and maternal malnutrition,Behavioural risks
,Tobacco,Deaths,2019,2019,8708897.65674744,8123010.12413178,9309008.69000421,Tobacco,Behavioural risks
,Smoking,Deaths,2019,2019,7693367.94822144,7158449.6142962,8200590.60724968,Tobacco,Behavioural risks
,Second-hand smoke,Deaths,2019,2019,1304318.34547992,1006960.79795414,1605391.42265193,Tobacco,Behavioural risks
,High alcohol use,Deaths,2019,2019,2441973.39225941,2136994.67566162,2784902.47840504,High alcohol use,Behavioural risks
,Drug use,Deaths,2019,2019,494491.695588786,445658.258875565,548472.36850123,Drug use,Behavioural risks
,Metabolic risks,Deaths,2019,2019,18560862.2139445,16875477.1387346,20175392.5989943,Other,Metabolic risks
,High fasting plasma glucose,Deaths,2019,2019,6501397.69891167,5110277.98168757,8363052.5941056,High fasting plasma glucose,Metabolic risks
,High systolic blood pressure,Deaths,2019,2019,10845595.1677194,9514140.63048467,12130846.2575839,High systolic blood pressure,Metabolic risks
,High body-mass index,Deaths,2019,2019,5019359.71678876,3223363.53440102,7110735.87382683,High body-mass index,Metabolic risks
,Low bone mineral density,Deaths,2019,2019,437884.401524671,361104.52247938,495521.244595317,Low bone mineral density,Metabolic risks
,Dietary risks,Deaths,2019,2019,7943046.0662174,6472323.45561609,9757376.79249144,Dietary risks,Behavioural risks
,Diet low in fruits,Deaths,2019,2019,1046014.85149847,730092.303933763,1363859.4078577,Dietary risks,Behavioural risks
,Diet low in vegetables,Deaths,2019,2019,529381.294473023,340332.349137877,718248.266479947,Dietary risks,Behavioural risks
,Diet low in whole grains,Deaths,2019,2019,1844836.14402205,921291.315475401,2338609.2376141,Dietary risks,Behavioural risks
,Diet low in nuts and seeds,Deaths,2019,2019,575139.227628589,311225.472374473,789584.549327027,Dietary risks,Behavioural risks
,Diet low in milk,Deaths,2019,2019,166456.355475281,107220.804004758,226027.206142109,Dietary risks,Behavioural risks
,Diet high in red meat,Deaths,2019,2019,895674.865847097,535643.768341172,1251405.78588332,Dietary risks,Behavioural risks
,Diet high in processed meat,Deaths,2019,2019,304284.428470904,154310.083253012,486449.431953603,Dietary risks,Behavioural risks
,"Diet high in 
sugar sweetened beverages",Deaths,2019,2019,242218.192952048,172044.534744722,302250.292556166,Dietary risks,Behavioural risks
,Diet low in fiber,Deaths,2019,2019,606223.954557137,342045.308150596,887467.110743672,Dietary risks,Behavioural risks
,Diet low in seafood omega-3 fatty acids,Deaths,2019,2019,337279.714963052,165612.941196027,435663.334844461,Dietary risks,Behavioural risks
,"Diet low in 
polyunsaturated fatty acids",Deaths,2019,2019,346234.394014849,44248.7051287729,707300.224144483,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,Deaths,2019,2019,644980.994780061,75905.1933222124,882254.19759501,Dietary risks,Behavioural risks
,Diet high in sodium,Deaths,2019,2019,1885355.86872438,476839.194567855,4194708.61145616,Dietary risks,Behavioural risks
,Low physical activity,Deaths,2019,2019,831502.012572398,427075.937529587,1470299.39365758,Low physical activity,Behavioural risks
,Occupational risks,Deaths,2019,2019,1220501.39017826,1076745.91147243,1373472.56804599,Occupational risks,Environmental/occupational risks
,Occupational carcinogens,Deaths,2019,2019,350325.406242992,279659.821313943,421410.654088662,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,Deaths,2019,2019,34395.3140742083,27827.5136960357,42614.4626691066,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",Deaths,2019,2019,524290.137101099,419998.894058624,642111.943213308,Occupational risks,Environmental/occupational risks
,Occupational injuries,Deaths,2019,2019,311490.532759968,283714.750716141,343372.94986813,Occupational risks,Environmental/occupational risks
,Intimate partner violence,Deaths,2019,2019,86503.3192032907,54944.175674043,125156.002030978,Intimate partner violence,Behavioural risks
,Diet low in calcium,Deaths,2019,2019,137895.942410856,96834.7648839586,189221.03727682,Dietary risks,Behavioural risks
,All risk factors,Deaths,2019,2019,35000050.0187163,32937413.3428731,36938465.4500648,Other,All risk factors
,Unsafe sex,Deaths,2019,2019,984365.836450808,904987.95729308,1106165.99905132,Unsafe sex,Behavioural risks
,Environmental/occupational risks,Deaths,2019,2019,11329973.550889,10341490.9166119,12358061.6435701,Other,Environmental/occupational risks
,Behavioural risks,Deaths,2019,2019,21620208.2671424,20036994.9842291,23434013.7837815,Other,Behavioural risks
,No access to handwashing facility,Deaths,2019,2019,627918.894866025,427171.986090058,846289.214800876,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Child growth failure,Deaths,2019,2019,1064705.90495918,867352.090707393,1311437.26928541,Child and maternal malnutrition,Behavioural risks
,Non-optimal temperature,Deaths,2019,2019,1956838.18915005,1708854.313046,2214968.5215568,Non-optimal temperature,Environmental/occupational risks
,Chewing tobacco,Deaths,2019,2019,55592.1995738117,43101.0476754774,68831.9339789891,Tobacco,Behavioural risks
,Diet low in legumes,Deaths,2019,2019,1116424.03352137,252012.593665219,1815318.86434172,Dietary risks,Behavioural risks
,High temperature,Deaths,2019,2019,307846.961437029,223025.221952409,455769.990712389,Non-optimal temperature,Environmental/occupational risks
,Low temperature,Deaths,2019,2019,1652978.00131127,1413026.09309261,1913431.260268,Non-optimal temperature,Environmental/occupational risks
,Low birth weight and short gestation,Deaths,2019,2019,1805481.51129347,1537291.42720029,2143499.77988218,Child and maternal malnutrition,Behavioural risks
,Kidney dysfunction*,Deaths,2019,2019,3161551.84479555,2723362.52445371,3623813.84815269,Kidney dysfunction*,Metabolic risks
,High LDL cholesterol*,Deaths,2019,2019,4396983.26268346,3301257.76725437,5651785.31684326,High LDL cholesterol*,Metabolic risks
,Particulate matter pollution,Deaths,2019,2019,6454962.23697447,5718170.17853158,7235588.4823718,Air pollution,Environmental/occupational risks
,"Unsafe water, sanitation, and handwashing",DALYs,2019,2019,87538461.1947568,69748717.1422366,108592067.698217,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe water source,DALYs,2019,2019,65096465.998649,47674850.9818999,83747286.5783352,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Unsafe sanitation,DALYs,2019,2019,41405159.4075026,33153186.5684072,52548320.2536077,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Air pollution,DALYs,2019,2019,213284886.633513,188894775.428659,239530188.999461,Air pollution,Environmental/occupational risks
,Ambient particulate matter pollution,DALYs,2019,2019,118215374.144248,95948202.3741049,138428611.039833,Air pollution,Environmental/occupational risks
,Household air pollution from solid fuels,DALYs,2019,2019,91474468.7306209,67036498.800578,118593336.592371,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,DALYs,2019,2019,6210145.35725744,2985050.4246871,9630800.61258205,Air pollution,Environmental/occupational risks
,Other environmental risks,DALYs,2019,2019,23561861.6024215,15480385.1217766,32524843.5358613,Other environmental risks,Environmental/occupational risks
,Residential radon,DALYs,2019,2019,1885476.2695646,373710.405857009,3652494.75647196,Other environmental risks,Environmental/occupational risks
,Lead exposure,DALYs,2019,2019,21676385.3328569,13812877.4375949,30297656.7359695,Other environmental risks,Environmental/occupational risks
,Child and maternal malnutrition,DALYs,2019,2019,294779309.42354,252994742.379728,349534865.057043,Child and maternal malnutrition,Behavioural risks
,Suboptimal breastfeeding,DALYs,2019,2019,13145100.9888842,9346953.53787415,17614516.2172097,Child and maternal malnutrition,Behavioural risks
,Iron deficiency,DALYs,2019,2019,31263125.083916,21271981.9692071,43987242.0222646,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,DALYs,2019,2019,3297057.07631427,1347265.68033885,5593875.76288212,Child and maternal malnutrition,Behavioural risks
,Zinc deficiency,DALYs,2019,2019,258812.803459276,66896.5294782598,597019.17668793,Child and maternal malnutrition,Behavioural risks
,Tobacco,DALYs,2019,2019,229772303.160663,213076969.43039,246398939.005308,Tobacco,Behavioural risks
,Smoking,DALYs,2019,2019,199794745.476503,185451306.073709,213815712.326619,Tobacco,Behavioural risks
,Second-hand smoke,DALYs,2019,2019,37002067.5076173,28634295.1397787,45125997.8265718,Tobacco,Behavioural risks
,High alcohol use,DALYs,2019,2019,92996235.2226489,82358722.0731188,105098270.328757,High alcohol use,Behavioural risks
,Drug use,DALYs,2019,2019,30927026.6652818,26668899.960044,35669628.8788688,Drug use,Behavioural risks
,Metabolic risks,DALYs,2019,2019,462801825.351556,420173797.925686,509937631.979442,Other,Metabolic risks
,High fasting plasma glucose,DALYs,2019,2019,172068733.66272,142535291.033423,204905610.292306,High fasting plasma glucose,Metabolic risks
,High systolic blood pressure,DALYs,2019,2019,235424636.139878,211056308.496632,260554757.721569,High systolic blood pressure,Metabolic risks
,High body-mass index,DALYs,2019,2019,160265357.494357,105969034.158984,218870439.287827,High body-mass index,Metabolic risks
,Low bone mineral density,DALYs,2019,2019,16647466.3994223,13503526.2358249,20036301.7418832,Low bone mineral density,Metabolic risks
,Dietary risks,DALYs,2019,2019,187695611.722531,155915464.870632,225396721.892824,Dietary risks,Behavioural risks
,Diet low in fruits,DALYs,2019,2019,27678336.1525521,20226683.1197523,35925411.300784,Dietary risks,Behavioural risks
,Diet low in vegetables,DALYs,2019,2019,12953238.48279,8248082.56831476,17515468.8697509,Dietary risks,Behavioural risks
,Diet low in whole grains,DALYs,2019,2019,42573706.3504837,22331727.7747077,53238699.0293731,Dietary risks,Behavioural risks
,Diet low in nuts and seeds,DALYs,2019,2019,13595096.546288,7756115.80704582,18643841.2456166,Dietary risks,Behavioural risks
,Diet low in milk,DALYs,2019,2019,3799297.24857622,2457767.552848,5124452.91399502,Dietary risks,Behavioural risks
,Diet high in red meat,DALYs,2019,2019,23861073.7568091,15599234.0816413,32020022.0711741,Dietary risks,Behavioural risks
,Diet high in processed meat,DALYs,2019,2019,8556880.5715729,5293182.26883161,12676193.1894375,Dietary risks,Behavioural risks
,"Diet high in 
sugar sweetened beverages",DALYs,2019,2019,6307561.76006201,4300765.17816272,8079555.92331289,Dietary risks,Behavioural risks
,Diet low in fiber,DALYs,2019,2019,15297367.3445709,9111327.66795394,21951846.984253,Dietary risks,Behavioural risks
,Diet low in seafood omega-3 fatty acids,DALYs,2019,2019,7409654.91259736,3373472.42294569,9686982.23666079,Dietary risks,Behavioural risks
,"Diet low in 
polyunsaturated fatty acids",DALYs,2019,2019,8012899.22559144,969247.907817242,16249212.8651237,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,DALYs,2019,2019,14234236.9514579,1580401.88499012,19410190.7866601,Dietary risks,Behavioural risks
,Diet high in sodium,DALYs,2019,2019,44866637.6268002,13024501.4945786,94682290.1903748,Dietary risks,Behavioural risks
,Low physical activity,DALYs,2019,2019,15747938.2067888,8515093.96991076,28617800.8337841,Low physical activity,Behavioural risks
,Occupational risks,DALYs,2019,2019,66108349.1236452,56387137.9868096,75967679.0165883,Occupational risks,Environmental/occupational risks
,Occupational carcinogens,DALYs,2019,2019,7691762.8836161,6206344.79039253,9328802.63685161,Occupational risks,Environmental/occupational risks
,Occupational asthmagens,DALYs,2019,2019,1896342.56633272,1510606.49380882,2334593.34459353,Occupational risks,Environmental/occupational risks
,"Occupational particulate matter, gases, and fumes",DALYs,2019,2019,11788178.472088,9813894.93608727,13798194.6339449,Occupational risks,Environmental/occupational risks
,Occupational noise,DALYs,2019,2019,7001448.62595467,4760561.97958773,10059343.1465183,Occupational risks,Environmental/occupational risks
,Occupational injuries,DALYs,2019,2019,22419935.5870209,19842434.5489923,25396791.3776798,Occupational risks,Environmental/occupational risks
,Occupational ergonomic factors,DALYs,2019,2019,15310680.9886327,10544903.6886497,20762409.3983894,Occupational risks,Environmental/occupational risks
,Intimate partner violence,DALYs,2019,2019,8497964.17067719,4440756.44346883,13256990.9124657,Intimate partner violence,Behavioural risks
,Diet low in calcium,DALYs,2019,2019,3144597.44987367,2248008.20499137,4259658.53644986,Dietary risks,Behavioural risks
,All risk factors,DALYs,2019,2019,1213261691.04702,1118887000.2616,1319484142.52171,Other,All risk factors
,Unsafe sex,DALYs,2019,2019,46645465.1669714,41865753.1999992,53526830.0057943,Unsafe sex,Behavioural risks
,Environmental/occupational risks,DALYs,2019,2019,396647561.710889,359186711.412183,439495446.853756,Other,Environmental/occupational risks
,Behavioural risks,DALYs,2019,2019,830769345.288608,760784804.622908,910579491.067878,Other,Behavioural risks
,No access to handwashing facility,DALYs,2019,2019,34061681.3181838,23725314.2474254,44735126.0527914,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Child growth failure,DALYs,2019,2019,89759926.0379919,72602623.2164543,111739391.194438,Child and maternal malnutrition,Behavioural risks
,Non-optimal temperature,DALYs,2019,2019,37603449.4147547,32417838.3795096,44296862.2499782,Non-optimal temperature,Environmental/occupational risks
,Chewing tobacco,DALYs,2019,2019,1504402.84768373,1163705.81396499,1878172.85782995,Tobacco,Behavioural risks
,Diet low in legumes,DALYs,2019,2019,24309038.5396405,5263142.14320042,39575296.5905358,Dietary risks,Behavioural risks
,High temperature,DALYs,2019,2019,11696516.3912352,8189011.51194366,19372703.2639987,Non-optimal temperature,Environmental/occupational risks
,Low temperature,DALYs,2019,2019,25954684.9733134,21667683.4863647,30902493.8117786,Non-optimal temperature,Environmental/occupational risks
,Low birth weight and short gestation,DALYs,2019,2019,170087071.421598,145912387.617393,201254338.740386,Child and maternal malnutrition,Behavioural risks
,Kidney dysfunction*,DALYs,2019,2019,76486944.9445875,67791320.4069835,86284798.3750056,Kidney dysfunction*,Metabolic risks
,High LDL cholesterol*,DALYs,2019,2019,98618020.7837892,80335172.4236381,118987709.319775,High LDL cholesterol*,Metabolic risks
,Particulate matter pollution,DALYs,2019,2019,209689842.874868,185903374.812178,235165660.692867,Air pollution,Environmental/occupational risks
,"Unsafe water, sanitation, and handwashing",Deaths,2021,2021,1215365.1311992,746986.176001699,1737947.9660566,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Household air pollution from solid fuels,Deaths,2021,2021,3112926.41468198,1895168.20448616,5188696.626449,Air pollution,Environmental/occupational risks
,Lead exposure,Deaths,2021,2021,1541908.67124966,-184924.271777134,3224760.41380061,Other environmental risks,Environmental/occupational risks
,Smoking,Deaths,2021,2021,6175019.07538679,5047660.83716681,7226384.61674643,Tobacco,Behavioural risks
,Drug use,Deaths,2021,2021,463360.16500154,408450.586157042,516078.538658255,Drug use,Behavioural risks
,High systolic blood pressure,Deaths,2021,2021,10852106.4083334,9222901.9762696,12535782.3552264,High systolic blood pressure,Metabolic risks
,Dietary risks,Deaths,2021,2021,7219015.89375553,1961199.9093284,10767029.5613031,Dietary risks,Behavioural risks
,Diet low in milk,Deaths,2021,2021,146610.909261126,52323.5382849476,230009.588801282,Dietary risks,Behavioural risks
,Unsafe water source,Deaths,2021,2021,802486.166136662,371672.744087592,1215503.48288101,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Diet low in fiber,Deaths,2021,2021,618783.302427818,226106.898717131,987569.142398294,Dietary risks,Behavioural risks
,Ambient particulate matter pollution,Deaths,2021,2021,4718812.23763103,3480471.82985114,5795946.43715111,Air pollution,Environmental/occupational risks
,Diet high in sodium,Deaths,2021,2021,1857695.59359268,367760.850916827,4251577.08605353,Dietary risks,Behavioural risks
,Other environmental risks,Deaths,2021,2021,1624069.12990505,-45605.1823568043,3259956.61914097,Other environmental risks,Environmental/occupational risks
,Child and maternal malnutrition,Deaths,2021,2021,2572941.38655862,2089194.90180375,3087337.93994952,Child and maternal malnutrition,Behavioural risks
,Occupational asthmagens,Deaths,2021,2021,30546.383231274,24721.8354807801,43990.9935452465,Occupational risks,Environmental/occupational risks
,Tobacco,Deaths,2021,2021,7250287.82562262,5738697.74040342,8703267.19022883,Tobacco,Behavioural risks
,High alcohol use,Deaths,2021,2021,1809438.8121836,1424949.74478219,2280477.49796181,High alcohol use,Behavioural risks
,High body-mass index,Deaths,2021,2021,3709063.34789778,1847840.08856915,5658334.0355099,High body-mass index,Metabolic risks
,Diet low in whole grains,Deaths,2021,2021,1546242.68698825,707296.746514314,2343822.22829647,Dietary risks,Behavioural risks
,Diet high in processed meat,Deaths,2021,2021,295268.699376322,56805.2254634352,502317.373659524,Dietary risks,Behavioural risks
,"Diet low in 
polyunsaturated fatty acids",Deaths,2021,2021,737879.282209482,-2118790.29882907,2767688.42735375,Dietary risks,Behavioural risks
,Occupational risks,Deaths,2021,2021,1443379.8357521,1303739.15900747,1595738.50864331,Occupational risks,Environmental/occupational risks
,All risk factors,Deaths,2021,2021,34086634.0004667,31302868.2593409,36698306.2399948,Other,All risk factors
,Diet low in legumes,Deaths,2021,2021,389328.769606269,-313415.181203872,1011097.99788587,Dietary risks,Behavioural risks
,Low temperature,Deaths,2021,2021,1481691.90111774,1304977.3047233,1635207.17429322,Non-optimal temperature,Environmental/occupational risks
,Environmental/occupational risks,Deaths,2021,2021,12818817.1253957,10896483.1953908,14588245.6201933,Other,Environmental/occupational risks
,No access to handwashing facility,Deaths,2021,2021,446329.502814724,-124347.942414036,974738.161813,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Particulate matter pollution,Deaths,2021,2021,7833220.9153879,6479473.76298432,9263395.34606934,Air pollution,Environmental/occupational risks
,Non-optimal temperature,Deaths,2021,2021,1907500.04599698,1655224.03793568,2202673.19610095,Non-optimal temperature,Environmental/occupational risks
,Unsafe sanitation,Deaths,2021,2021,595241.622617686,410523.715371432,834464.729984194,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,High temperature,Deaths,2021,2021,442229.001057509,286707.651652218,616901.244071301,Non-optimal temperature,Environmental/occupational risks
,Kidney dysfunction*,Deaths,2021,2021,3622840.03351538,3124321.81508503,4142442.76006642,Kidney dysfunction*,Metabolic risks
,Residential radon,Deaths,2021,2021,82160.4586553862,-41644.7074929203,210376.637900432,Other environmental risks,Environmental/occupational risks
,Suboptimal breastfeeding,Deaths,2021,2021,101023.147978121,74663.3007954297,130974.673170817,Child and maternal malnutrition,Behavioural risks
,High fasting plasma glucose,Deaths,2021,2021,5292826.91293406,4487830.94869162,6114992.6322338,High fasting plasma glucose,Metabolic risks
,Low bone mineral density,Deaths,2021,2021,459660.956681325,383676.341242423,519474.811139318,Low bone mineral density,Metabolic risks
,Diet low in nuts and seeds,Deaths,2021,2021,658246.827457309,184906.146038822,1086133.71502607,Dietary risks,Behavioural risks
,"Diet high in 
sugar sweetened beverages",Deaths,2021,2021,75725.3804443203,34284.3580288238,117265.954094679,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,Deaths,2021,2021,93310.7014985043,9229.38295129084,179613.684215078,Dietary risks,Behavioural risks
,Occupational carcinogens,Deaths,2021,2021,341997.750897578,272577.069923507,412038.845593956,Occupational risks,Environmental/occupational risks
,Occupational injuries,Deaths,2021,2021,480609.339766946,452246.387530666,507681.149763977,Occupational risks,Environmental/occupational risks
,Low birth weight and short gestation,Deaths,2021,2021,1626132.53964018,1405081.80625454,1881124.04533233,Child and maternal malnutrition,Behavioural risks
,Air pollution,Deaths,2021,2021,8079995.35775399,6709212.88518237,9483055.07001379,Air pollution,Environmental/occupational risks
,Ambient ozone pollution,Deaths,2021,2021,489518.844937223,107204.206865516,836979.31258845,Air pollution,Environmental/occupational risks
,Iron deficiency,Deaths,2021,2021,34291.7788151698,16601.2006052935,48547.6454900684,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,Deaths,2021,2021,17374.4038679158,-56819.0186240427,75974.9278297115,Child and maternal malnutrition,Behavioural risks
,Zinc deficiency,Deaths,2021,2021,1611.57809572742,-3461.68439403147,8666.84993111028,Child and maternal malnutrition,Behavioural risks
,Second-hand smoke,Deaths,2021,2021,1292097.51849609,683120.078768174,1896164.50583565,Tobacco,Behavioural risks
,Metabolic risks,Deaths,2021,2021,18562545.8555138,16337592.7994539,20590813.1547929,Other,Metabolic risks
,Diet low in fruits,Deaths,2021,2021,1683591.63772107,769757.726378262,2470250.4438557,Dietary risks,Behavioural risks
,Diet low in vegetables,Deaths,2021,2021,861479.896570154,541278.444980827,1189503.36589418,Dietary risks,Behavioural risks
,Diet high in red meat,Deaths,2021,2021,333872.014848432,-146.321385154267,444431.014967803,Dietary risks,Behavioural risks
,Diet low in seafood omega-3 fatty acids,Deaths,2021,2021,627342.216564792,119537.66072445,1082744.96194442,Dietary risks,Behavioural risks
,Low physical activity,Deaths,2021,2021,657618.695734701,278741.786773928,1058456.23342328,Low physical activity,Behavioural risks
,"Occupational particulate matter, gases, and fumes",Deaths,2021,2021,590226.361856306,474965.122496878,720314.423640855,Occupational risks,Environmental/occupational risks
,Intimate partner violence,Deaths,2021,2021,61276.8597046213,43003.561486869,79134.9578673583,Intimate partner violence,Behavioural risks
,Diet low in calcium,Deaths,2021,2021,83863.9916261323,64825.5282767432,102766.062574294,Dietary risks,Behavioural risks
,Unsafe sex,Deaths,2021,2021,900652.055425061,851042.009971651,958885.835539198,Unsafe sex,Behavioural risks
,Behavioural risks,Deaths,2021,2021,19115962.7102921,14801075.5589213,22678617.425391,Other,Behavioural risks
,Child growth failure,Deaths,2021,2021,888199.271619672,506400.451837161,1220920.36979001,Child and maternal malnutrition,Behavioural risks
,Chewing tobacco,Deaths,2021,2021,56843.1722489173,45752.5726010323,68787.055180008,Tobacco,Behavioural risks
,High LDL cholesterol*,Deaths,2021,2021,3646004.20052523,2129327.02319597,5262170.27314629,High LDL cholesterol*,Metabolic risks
,Unsafe sanitation,DALYs,2021,2021,31822783.2531799,24264596.8610158,41263871.7778652,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Other environmental risks,DALYs,2021,2021,35788601.8116865,1172806.04458746,68990863.9092349,Other environmental risks,Environmental/occupational risks
,Child and maternal malnutrition,DALYs,2021,2021,272036735.925782,229293694.144851,320551744.678561,Child and maternal malnutrition,Behavioural risks
,Smoking,DALYs,2021,2021,165080664.209595,135430162.197463,193938447.453166,Tobacco,Behavioural risks
,Drug use,DALYs,2021,2021,27666344.3249277,24217536.7666958,30956951.4030088,Drug use,Behavioural risks
,Dietary risks,DALYs,2021,2021,178258702.99262,49769060.8430206,260914616.255784,Dietary risks,Behavioural risks
,Diet low in nuts and seeds,DALYs,2021,2021,16261043.0992492,4808156.27374184,26189581.65747,Dietary risks,Behavioural risks
,"Diet high in 
sugar sweetened beverages",DALYs,2021,2021,3607896.69797593,1703480.5472624,5566159.87043159,Dietary risks,Behavioural risks
,Diet high in trans fatty acids,DALYs,2021,2021,2491995.345688,241561.977884194,4781960.75832411,Dietary risks,Behavioural risks
,Occupational carcinogens,DALYs,2021,2021,7457983.12053075,6008319.18389244,9146671.86605898,Occupational risks,Environmental/occupational risks
,"Unsafe water, sanitation, and handwashing",DALYs,2021,2021,62840745.2722943,39558846.2433956,85040998.2021051,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,Occupational injuries,DALYs,2021,2021,31859651.3640435,29105520.4460847,34891501.724888,Occupational risks,Environmental/occupational risks
,Household air pollution from solid fuels,DALYs,2021,2021,111462958.29322,75085852.4460746,163710710.533819,Air pollution,Environmental/occupational risks
,Residential radon,DALYs,2021,2021,1898050.99522681,-968773.93434685,4852213.59710701,Other environmental risks,Environmental/occupational risks
,Suboptimal breastfeeding,DALYs,2021,2021,9139749.35678972,6771468.48814183,11828671.5536876,Child and maternal malnutrition,Behavioural risks
,Vitamin A deficiency,DALYs,2021,2021,2663755.6691142,-3931015.04822064,8118159.57172166,Child and maternal malnutrition,Behavioural risks
,Second-hand smoke,DALYs,2021,2021,34897107.5158903,17950481.2679276,52207785.7894374,Tobacco,Behavioural risks
,Unsafe water source,DALYs,2021,2021,41718708.1055388,21351085.1297616,57788563.7292982,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,No access to handwashing facility,DALYs,2021,2021,23944950.6964289,-6436097.55290267,51394330.7775115,"Unsafe water, sanitation, and handwashing",Environmental/occupational risks
,High systolic blood pressure,DALYs,2021,2021,225532967.038305,190383347.735117,258919806.587612,High systolic blood pressure,Metabolic risks
,Ambient particulate matter pollution,DALYs,2021,2021,120004672.011679,86560331.2160647,149810185.344907,Air pollution,Environmental/occupational risks
,Diet low in fruits,DALYs,2021,2021,43766703.1514532,17669818.0522956,65157800.464563,Dietary risks,Behavioural risks
,Diet low in legumes,DALYs,2021,2021,9162566.76677788,-7635024.71790058,22951528.2628056,Dietary risks,Behavioural risks
,Diet low in milk,DALYs,2021,2021,3492706.30713802,1198014.74936925,5497563.17593175,Dietary risks,Behavioural risks
,Diet low in fiber,DALYs,2021,2021,16696607.4770706,5749429.09678298,26277841.6631708,Dietary risks,Behavioural risks
,Iron deficiency,DALYs,2021,2021,34519623.004517,23607706.0568101,48762323.1381318,Child and maternal malnutrition,Behavioural risks
,High temperature,DALYs,2021,2021,14087717.4086942,9846440.8224112,18449130.5829077,Non-optimal temperature,Environmental/occupational risks
,Diet high in sodium,DALYs,2021,2021,41275914.0878416,9297839.44774784,91456678.4755488,Dietary risks,Behavioural risks
,Tobacco,DALYs,2021,2021,194652812.737937,152072311.982487,233417374.155054,Tobacco,Behavioural risks
,High alcohol use,DALYs,2021,2021,72254239.1492198,58930606.0669836,89116484.5300719,High alcohol use,Behavioural risks
,Particulate matter pollution,DALYs,2021,2021,231511232.938127,194538892.195336,270855451.370096,Air pollution,Environmental/occupational risks
