,Overarching_group,Group,Risk_factor,anal_year,median_Deaths,min_Deaths,max_Deaths,n_estimates_Deaths,mean_Deaths,std_Deaths,mad_Deaths,range_Deaths,fold_range_vs_median_Deaths,rmu_Deaths,cv_Deaths,max_vs_min_Deaths,f_med_Deaths,rcv_m_Deaths,median_DALYs,min_DALYs,max_DALYs,n_estimates_DALYs,mean_DALYs,std_DALYs,mad_DALYs,range_DALYs,fold_range_vs_median_DALYs,rmu_DALYs,cv_DALYs,max_vs_min_DALYs,f_med_DALYs,rcv_m_DALYs
10,Behavioural risks,Child and maternal malnutrition,Child and maternal malnutrition,2021,2577711.7838508096,2572941.38655862,2582482.181143,2.0,2577711.7838508096,6746.360548523148,4770.397292189999,9540.794584379997,0.0037012650693349163,0.0037012650693349163,0.0026171896294956798,1.0037081274506379,1.0018540637253188,0.002742637416377173,274901472.9924495,272036735.925782,277766210.059117,2,274901472.9924495,4051350.012314092,2864737.066667497,5729474.133334994,0.020841918637126984,0.020841918637126984,0.014737462001250779,1.021061398615289,1.0105306993076444,0.015443861710111098
11,Behavioural risks,Child and maternal malnutrition,Child growth failure,1990,3903003.71436366,3674704.17734272,4112488.27972007,3.0,3896732.0571421497,218959.426234208,209484.56535640964,437784.10237735,0.11216594561932812,0.1123464728797441,0.05619052658057072,1.1191345156643122,1.062127323997555,0.07954287225391878,336210400.061608,323812609.066259,362944451.12285,3,340989153.4169057,19998815.67514869,12397790.99534899,39131842.056590974,0.11639093272968462,0.11475978536111078,0.05864941882974621,1.1208471843311814,1.079515836084616,0.054648893227991734
12,Behavioural risks,Child and maternal malnutrition,Child growth failure,2005,2221337.353469,2200364.04619921,2242721.46398516,3.0,2221474.2878844566,21179.0409048423,20973.30726979021,42357.417785950005,0.01906843088007394,0.019067255478472187,0.00953377719487873,1.0192501862858174,1.0096266829902107,0.013992670372777244,195252359.826019,189195286.606348,197042007.451178,3,193829884.62784836,4112217.622066043,1789647.6251590252,7846720.844830006,0.04018758519396069,0.04048251310625108,0.021215601659988932,1.0414741877854303,1.0320149266311995,0.013583742510712744
13,Behavioural risks,Child and maternal malnutrition,Child growth failure,2006,2106772.86506771,1874900.0,2130691.69905938,4.0,2054784.3572987001,121248.88782721153,20459.137461615144,255791.69905938022,0.12141398975686886,0.12448590926380906,0.05900808393665701,1.1364295157391755,1.1236721238827192,0.014391889235358633,183193429.783874,164876440.0,187112111.415021,4,179593852.74569225,10389697.310480552,3719918.474915996,22235671.415021002,0.12137810532426827,0.12381087144729316,0.057851074252483065,1.1348626366206171,1.1110952528079452,0.03009343286126298
14,Behavioural risks,Child and maternal malnutrition,Child growth failure,2007,2005654.42203277,1980000.0,2031482.81009081,4.0,2005697.9135390874,27075.987045016434,23279.960594355012,51482.81009081006,0.025668833835607245,0.025668277233218927,0.013499533933921486,1.0260014192377829,1.0129567788044294,0.01720181763210573,174227899.5725965,170000000.0,178538066.728608,4,174248466.46845025,4555820.475817637,3910318.237637505,8538066.728608012,0.049005163636552995,0.0489993794588369,0.02614554129601205,1.0502239219329883,1.0248699974858617,0.033261559385120806
15,Behavioural risks,Child and maternal malnutrition,Child growth failure,2010,1819812.10219309,1733429.69669252,1825177.77720592,3.0,1792806.5253638432,51491.780454588916,5365.675012830179,91748.08051340003,0.050416238249450414,0.05117567301066137,0.028721325879901546,1.0529286423836286,1.0498332327324218,0.004369643634873789,158682812.609213,148588295.628248,158934228.66686,3,155401778.968107,5901988.556869012,251416.05764701962,10345933.038612008,0.06519882568562017,0.06657538354651202,0.03797889957283097,1.0696281829929353,1.0679361516213928,0.0023480715479279974
16,Behavioural risks,Child and maternal malnutrition,Child growth failure,2013,1548203.69315081,1502529.78271915,1562637.0913364,3.0,1537790.1890687868,31377.586550786116,14433.39818559005,60107.30861725006,0.03882390210226364,0.039086807188988645,0.020404335242759548,1.0400040713392535,1.0303980067197092,0.013816202742361519,134460563.213717,128150968.046074,136317450.741509,3,132976327.33376665,4280779.953958011,1856887.527791977,8166482.695434988,0.060735151632935316,0.061413056437762466,0.032192045304525366,1.0637254858074805,1.0492356418671338,0.02046627836753679
17,Behavioural risks,Child and maternal malnutrition,Child growth failure,2015,1410918.20315012,1347070.54353401,1439401.78552379,3.0,1399130.17740264,47280.891754611206,28483.582373669837,92331.24198977998,0.06544053495350365,0.06599188801801464,0.033793061230645426,1.0685422470508121,1.0473974135375326,0.02991857995986697,122397415.008347,114259929.987629,123606025.739608,3,120087790.24519467,5083124.17330276,1208610.731261,9346095.751979008,0.07635860407134941,0.07782719402943626,0.04232840127147033,1.0817967922174547,1.0712190618495834,0.014633978206211725
18,Behavioural risks,Child and maternal malnutrition,Child growth failure,2016,1304137.013725435,1010580.0,1380835.48989935,4.0,1249922.379337555,165531.5268612313,53762.66132565518,370255.4898993501,0.2839084283342804,0.29622278632660487,0.13243344514637875,1.3663791979846722,1.2904836962194333,0.06109501014545664,111477535.1778595,91199770.0,117865374.560404,4,108005053.72903076,11998712.245286694,5069670.997409999,26665604.560404003,0.2392015980426884,0.2468921929089003,0.11109398894786672,1.2923867522955814,1.2223444771610663,0.06739700878903018
19,Behavioural risks,Child and maternal malnutrition,Child growth failure,2017,1234474.719730435,1190000.0,1326764.70293896,4.0,1246428.5355999575,60344.2075778053,33419.95417635003,136764.70293895993,0.1107877713112055,0.10972526625694544,0.04841369228502069,1.1149283217974453,1.0747605291007318,0.04012100960655231,105074140.6379655,100000000.0,112255413.306474,4,105600923.64560124,5510257.574185287,3900945.157302499,12255413.306474,0.11663586522872652,0.11605403516737606,0.05218001305251665,1.12255413306474,1.0683448146699737,0.05502020466711706
