,Overarching_group,Group,Risk_factor,anal_year,median_Deaths,min_Deaths,max_Deaths,n_estimates_Deaths,mean_Deaths,std_Deaths,mad_Deaths,range_Deaths,fold_range_vs_median_Deaths,rmu_Deaths,cv_Deaths,max_vs_min_Deaths,f_med_Deaths,rcv_m_Deaths,median_DALYs,min_DALYs,max_DALYs,n_estimates_DALYs,mean_DALYs,std_DALYs,mad_DALYs,range_DALYs,fold_range_vs_median_DALYs,rmu_DALYs,cv_DALYs,max_vs_min_DALYs,f_med_DALYs,rcv_m_DALYs
116,Behavioural risks,Dietary risks,Diet high in sugar sweetened beverages,2006,68054.7777101692,17800.0,190137.763321893,4.0,86011.82968555785,75541.49722254055,36192.97860374725,172337.763321893,2.532338935200741,2.003651869189687,0.8782686927915061,10.681896815836685,3.8233021185488316,0.7881591285065424,2645690.84932174,605810.0,4825726.68858015,4,2680729.596805908,1833427.8777311265,1403283.2972868853,4219916.68858015,1.5950150372489607,1.5741672317895044,0.683928688635981,7.965742870834337,4.367195736818045,0.7860577690368908
117,Behavioural risks,Dietary risks,Diet high in sugar sweetened beverages,2007,105000.0,47069.3758802015,191274.305610587,3.0,114447.89383026284,72565.22902194476,57930.6241197985,144204.9297303855,1.3733802831465287,1.260005098427195,0.6340459976447093,4.0636677677096955,2.2307497823476665,0.8176493804337274,3350000.0,1952834.04444524,4874624.35485691,3,3392486.133100717,1461358.4290423996,1397165.95555476,2921790.3104116702,0.8721762120631852,0.8612534276569518,0.430763272628833,2.496179523663359,1.71545555011648,0.6180895361588521
118,Behavioural risks,Dietary risks,Diet high in sugar sweetened beverages,2010,150184.59094512148,51401.8738515446,299521.0,4.0,162823.01393544688,110164.25855293976,74361.39625323469,248119.1261484554,1.6520944298414735,1.523857838958964,0.6765889900343921,5.82704437711855,2.9217726843747838,0.7337875913485891,4520849.43063434,2211999.06175346,8553000.0,4,4951674.480755535,2682087.440283648,1457367.3751535402,6341000.93824654,1.4026127247853963,1.2805770982908027,0.541652616848596,3.866638168110254,2.0437845154647785,0.4777461587953158
119,Behavioural risks,Dietary risks,Diet high in sugar sweetened beverages,2013,117983.14252457849,56042.7442854882,209620.011882578,4.0,125407.26030430579,63618.652055524195,34978.627857255895,153577.26759708978,1.301688226901536,1.2246282011458374,0.5072964029447016,3.7403595158500713,2.1052349243206,0.439370620032893,4904528.90222551,2521082.55158395,6190000.0,4,4630035.089008743,1585054.2755983283,894063.5552242398,3668917.44841605,0.7480672499964713,0.7924167696106033,0.3423417415045286,2.4552944512312522,1.9454059126878191,0.2701589113362309
120,Behavioural risks,Dietary risks,Diet high in sugar sweetened beverages,2015,90481.98322033545,39000.0,218892.57914927,4.0,109714.13639748521,80386.44592295839,40428.4402678165,179892.57914927,1.988159109103611,1.6396481352005006,0.7326899573973309,5.612630234596667,2.4191841442758606,0.6621754557590026,3793735.0788027653,1449000.0,5668596.92572722,4,3676266.7708331877,1915440.5712863265,1443524.2232939901,4219596.92572722,1.1122539761154986,1.1477939955839747,0.5210287203537767,3.9120751730346583,2.6181746575588445,0.5639041352346666
121,Behavioural risks,Dietary risks,Diet high in sugar sweetened beverages,2016,94381.76270658305,22560.0,224379.241010026,4.0,108925.69160579803,87684.6023944906,51134.883779586,201819.241010026,2.1383287959713986,1.85281578693491,0.8049946812531712,9.945888342642997,4.1835887724549226,0.8029294599735287,3969507.65074646,779510.0,5819124.1240086,4,3634412.35637538,2261531.021215228,1448682.86321938,5039614.1240086,1.2695816628696779,1.386637956798781,0.6222549340743122,7.465105160945465,5.092311388880784,0.540860024010129
122,Behavioural risks,Dietary risks,Diet high in sugar sweetened beverages,2017,133480.177401864,66230.0342672549,229870.242807113,4.0,140765.15796952398,67394.6610032119,35384.98286637255,163640.2085398581,1.2259513863784612,1.162505060913487,0.47877373900864745,3.470785503137875,2.0154025115438987,0.39287140329521175,4836364.34901419,3052276.55943787,5963192.85405766,4,4672049.527880978,1244088.5685641493,756596.4270288302,2910916.2946197903,0.601881100048455,0.6230491088008746,0.2662832577308763,1.9536869408569866,1.5845105300369278,0.23184272811978676
123,Behavioural risks,Dietary risks,Diet high in sugar sweetened beverages,2019,138793.586151337,72023.6428049739,242218.192952048,3.0,151011.8073027863,85752.60882923925,66769.94334636308,170194.5501470741,1.2262421835653003,1.1270280992387929,0.5678536689339857,3.363037240534029,1.927055904783422,0.7129512161420355,5627972.26748829,3354755.6635787,6307561.76006201,3,5096763.230376333,1546416.2575740435,679589.4925737204,2952806.09648331,0.5246660708584336,0.5793492777700175,0.3034114373525371,1.8801851438961108,1.6776101844283426,0.17895461813349264
124,Behavioural risks,Dietary risks,Diet high in sugar sweetened beverages,2021,113751.36472911664,75725.3804443203,151777.349013913,2.0,113751.36472911664,53776.86269814517,38025.984284796345,76051.96856959269,0.6685807133013312,0.6685807133013312,0.47275795614591026,2.0043127960976377,1.5021563980488188,0.49541830855628644,4854001.46084456,3607896.69797593,6100106.22371319,2,4854001.46084456,1762258.2557865267,1246104.7628686302,2492209.5257372605,0.5134340287783175,0.5134340287783175,0.36305268344107733,1.6907652115248804,1.34538260576244,0.38045461532473324
125,Behavioural risks,Dietary risks,Diet high in trans fatty acids,1990,387018.738240426,131011.221471024,464000.0,5.0,362340.758459893,136434.6059694212,75194.09434758901,332988.778528976,0.8603944605961554,0.9189934357490563,0.3765367345073959,3.5416813521017647,2.9540884658191184,0.28793863658844077,10402134.0772379,3289971.09835666,10747489.8703747,5,8629519.009193853,3182635.7807826786,345355.7931367997,7457518.77201804,0.7169220004899466,0.8641870727757632,0.36880801553272113,3.2667429436517144,3.1617706558072087,0.04920310405810892
126,Behavioural risks,Dietary risks,Diet high in trans fatty acids,2005,405081.207653917,135679.998126595,537396.614242713,4.0,370809.7569192855,169582.90382190896,76698.30712135648,401716.616116118,0.991694032025614,1.0833496385143933,0.45733128823474356,3.960765195038549,2.985563187257415,0.2806027260858818,10805098.0719007,3430445.78276661,12435439.0552203,4,9369020.245447077,4071453.8908908884,1157219.527610151,9004993.27245369,0.8334022710882848,0.9611456733514598,0.43456559856079213,3.6250213070533595,3.1497650031904976,0.1587213117832037
127,Behavioural risks,Dietary risks,Diet high in trans fatty acids,2006,330726.9875352655,130854.138121838,535836.175677861,4.0,332036.07221755746,182442.9821166148,147164.91847434652,404982.037556023,1.2245206856995292,1.2196928931585171,0.5494673542490108,4.094911963570805,2.527447677866529,0.6594515035024943,8443142.0011666,3314535.8173497,12388539.9935091,4,8147339.953298001,4461868.877515312,3481259.9967545504,9074004.1761594,1.0747188872229831,1.1137382542244714,0.5476473183998135,3.737639499522732,2.5473075164768413,0.6110553765976441
