measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,242,Sub-Saharan Africa - WB,1,Male,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2014,2121.715228898792,3555.3002508005784,399.7359157880855
1,Deaths,242,Sub-Saharan Africa - WB,2,Female,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2014,3589.5762820932705,5035.296001572494,2330.7092499247706
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2014,5711.291510992067,7860.582762649783,3924.099445000904
1,Deaths,242,Sub-Saharan Africa - WB,1,Male,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2015,2179.9056496950407,3712.143716263986,365.60106230101417
1,Deaths,242,Sub-Saharan Africa - WB,2,Female,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2015,3732.028471621356,5214.068825150923,2423.6782029343667
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2015,5911.934121316393,8078.6588410798995,4040.099178119356
1,Deaths,242,Sub-Saharan Africa - WB,1,Male,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2016,2241.6866899086936,3937.0020674409616,420.2000574504897
1,Deaths,242,Sub-Saharan Africa - WB,2,Female,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2016,3870.825319845726,5425.553170684316,2499.041645250649
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2016,6112.512009754421,8316.55476134805,4208.356261237869
1,Deaths,242,Sub-Saharan Africa - WB,1,Male,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2017,2329.071150809952,4121.661912577917,597.0139920870378
1,Deaths,242,Sub-Saharan Africa - WB,2,Female,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2017,4033.9471439700233,5704.301672872085,2576.471581753024
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2017,6363.018294779978,8562.047353937895,4448.659346975155
1,Deaths,242,Sub-Saharan Africa - WB,1,Male,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2018,2427.4108406436035,4233.561836559913,658.2296636782154
1,Deaths,242,Sub-Saharan Africa - WB,2,Female,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2018,4207.973970872262,5888.133559709771,2654.5483581803182
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2018,6635.384811515865,9013.978511431627,4576.005045727592
1,Deaths,242,Sub-Saharan Africa - WB,1,Male,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2019,2527.409960349773,4346.1418677606725,775.1480926068339
1,Deaths,242,Sub-Saharan Africa - WB,2,Female,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2019,4358.395945299328,6106.712257767647,2672.41743212541
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2019,6885.805905649098,9429.434528919202,4654.577351931726
1,Deaths,242,Sub-Saharan Africa - WB,1,Male,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2020,2603.5934582697887,4411.642421499614,784.7929778286119
1,Deaths,242,Sub-Saharan Africa - WB,2,Female,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2020,4398.823493244142,6203.282190710229,2686.727755427115
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2020,7002.416951513932,9658.014321441382,4706.640607454963
1,Deaths,242,Sub-Saharan Africa - WB,1,Male,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2021,2943.93838816369,4987.476794393591,983.4171394958266
1,Deaths,242,Sub-Saharan Africa - WB,2,Female,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2021,4720.062614967809,6645.3808988502005,2896.073154599034
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2021,7664.001003131497,10601.843103216372,4940.867278753838
1,Deaths,242,Sub-Saharan Africa - WB,1,Male,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2022,3031.8187058494964,5153.607598997664,914.2232147798004
1,Deaths,242,Sub-Saharan Africa - WB,2,Female,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2022,5357.634217424936,7659.452580695288,3326.1509208661573
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2022,8389.452923274428,11375.483868512196,5441.645454398687
1,Deaths,242,Sub-Saharan Africa - WB,1,Male,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2023,3194.376660139529,5555.834554070179,992.8690191920714
1,Deaths,242,Sub-Saharan Africa - WB,2,Female,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2023,5791.5939395667365,8461.002964582622,3637.907262143972
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All ages,294,All causes,147,Diet low in calcium,1,Number,2023,8985.970599706256,12286.675940544164,5790.922305049735
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1990,127839.97297297188,215881.04881220564,42553.55451218876
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1990,108757.93976146218,182374.6935202709,36638.33957902876
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1990,236597.9127344341,396949.426734885,78006.47758785167
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1991,131450.40901958197,223372.0272114389,43290.61323019411
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1991,111034.9763688183,185343.22789476783,37899.32740495913
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1991,242485.3853884002,407614.2572591406,80137.86260867039
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1992,134425.37723689197,224255.74154346064,43344.41951042686
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1992,113406.27595897247,186528.8148227113,39562.85055723357
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1992,247831.6531958645,411524.9360605461,82264.53923497404
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1993,136567.00566605327,221414.2338330021,43418.56367995687
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1993,115027.4331474928,186823.33502886887,39222.68552746628
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1993,251594.4388135463,413292.3942170943,84189.31197346738
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1994,138326.5966982662,224835.44090193583,44230.94568671282
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1994,115917.78441383418,194060.7559117603,38908.486504326575
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1994,254244.38111210047,422109.6675860914,85226.31064727249
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1995,139976.96217331028,227497.50959353155,45958.885988597416
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1995,117106.09678332887,200024.66415704048,39775.08146243461
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1995,257083.05895663903,427013.7759164274,86933.85557924864
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1996,141116.33943405128,230597.08724602088,48310.06613149289
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1996,117929.98230624635,200528.7356197188,41127.66601663707
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1996,259046.32174029757,430521.4129045316,87415.24449116478
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1997,142464.3745333002,234446.2773100915,49192.19006392443
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1997,119268.61773104874,202455.69029816723,41792.94134661648
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1997,261732.99226434887,430616.1003287559,88329.73275040102
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1998,145176.08243814012,240372.52358729165,52098.28783254029
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1998,121576.522266645,208392.33372981148,41660.10440201692
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1998,266752.6047047849,447023.3062105345,91483.02704708556
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1999,148882.16350359024,247598.92587473596,53491.95198350658
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1999,125039.17455405922,212861.00659902717,42240.63400475577
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,1999,273921.33805764955,462093.9287351701,93937.71549515551
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2000,151741.7010711135,254140.7312813484,54401.94951787511
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2000,127497.74437111976,219417.8630792872,43164.40662502752
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2000,279239.4454422338,476495.0251795463,95514.8192963682
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2001,154711.79270783084,262406.042852269,55184.09464063275
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2001,129744.05357856106,228195.23849297228,45628.99987305501
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2001,284455.8462863919,493490.988542846,98511.72996819776
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2002,157021.91696612397,268324.76954393426,55846.41467361744
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2002,131456.1494416231,233725.440847247,46963.20773051024
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2002,288478.0664077471,502459.90875477786,102377.17514314888
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2003,160464.12798125128,276704.41789223364,57368.3150497532
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2003,133915.4805284383,235463.0338220336,48625.43570536566
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2003,294379.6085096894,512226.3584762256,106056.81643856672
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2004,163537.93479284015,279351.6487065974,59631.106498988775
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2004,135645.257577891,235916.61574242503,50624.2208947055
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2004,299183.19237073144,512613.08459607547,110596.84999566062
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2005,166841.38173356294,277810.6638080197,61358.122360437206
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2005,136493.062476628,235240.86822658184,52570.15280428495
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2005,303334.4442101911,518603.2370316252,114171.07625921824
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2006,170971.91236705243,280635.319063402,62943.50536654097
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2006,137801.23182846076,237336.93210774392,53953.28852381526
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2006,308773.1441955134,521302.4811512799,120022.43128678
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2007,176080.36295212837,292221.5002516825,64496.05275760531
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2007,140363.8023960879,242857.1020491295,55007.76363566662
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2007,316444.1653482162,530558.9678431591,124949.50714589984
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2008,180643.6409463652,302155.4778980963,68304.77309129076
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2008,144086.96653486407,244191.52065214235,56536.94940468336
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2008,324730.6074812295,546909.7550526869,126549.02879400362
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2009,183899.71454539715,310067.9969697922,70182.55938874559
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2009,145869.2151932548,249097.4289423281,57526.16040084198
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2009,329768.92973865184,551875.4696106017,127517.25952476544
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2010,188361.5163874508,321262.432458821,71622.93033903727
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2010,149194.6557652208,255560.8394047887,57536.24647562505
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2010,337556.1721526716,570804.9735289995,128695.54698356186
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2011,193603.32275229663,330260.694625128,73800.16468202815
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2011,152454.6430319068,262326.34186099307,58818.94467265517
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2011,346057.96578420355,588175.9630578929,132556.63035339795
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2012,197815.6597745548,334432.8025702639,77064.6074030101
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2012,154239.87214059586,261170.0224880089,59362.87150452452
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2012,352055.53191515047,595153.2741684035,137653.28142260402
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2013,206704.39992638663,344974.7221088576,82189.95444832953
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2013,160774.30022325172,268190.4384580885,62167.573846151456
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2013,367478.7001496381,611227.1874777665,143740.969696301
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2014,210906.5551195088,351818.2881973048,84046.7624353421
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2014,164318.67802874476,272702.3119389169,64191.61159885335
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2014,375225.2331482537,620056.2050211261,148626.017644217
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2015,218347.33398395847,362877.77224405593,87193.70072425817
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2015,170813.57324487786,291542.7750508805,67496.93792529542
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2015,389160.9072288362,657556.9595394487,156375.6859569548
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2016,228746.17649466585,384382.6412724276,91312.55832902902
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2016,179087.73425379288,304236.3447100279,73247.4877368434
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2016,407833.9107484584,697512.4646918904,165251.2088955472
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2017,236710.7587333598,399314.71365441714,93715.88788014188
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2017,184786.28440895348,308444.3717973229,77187.55986065538
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2017,421497.0431423133,717469.6092108907,170266.1203005513
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2018,235225.7186534942,394619.92352301936,93834.13326016332
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2018,182494.30469343183,306264.31216299284,76955.53977326232
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2018,417720.0233469258,705627.2667543003,171314.72505577968
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2019,231485.57850905653,376172.5835544119,93760.9285772155
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2019,178497.527973784,297817.7942581305,75411.11895106273
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2019,409983.1064828407,675067.425282643,168670.56577191842
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2020,231516.05225920203,374435.3584875346,95107.1531526687
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2020,176493.84638303565,288716.9849545593,73790.47646385051
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2020,408009.8986422373,660813.0485887178,167078.57196107396
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2021,256985.6250062436,414887.83151718095,105270.51651162012
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2021,192373.33176798755,314405.24892330007,81630.17994481314
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2021,449358.9567742314,719902.6579284465,188109.82745372443
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2022,269275.72803051386,434076.26492268976,107620.95255405323
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2022,199201.2052093093,327972.04052227444,83968.93078706987
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2022,468476.933239823,757689.6837515256,190833.54747518175
1,Deaths,239,East Asia & Pacific - WB,1,Male,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2023,265880.1596945348,426075.61761173536,111142.78440923637
1,Deaths,239,East Asia & Pacific - WB,2,Female,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2023,205959.40858978085,332847.7939182475,86632.75174860944
1,Deaths,239,East Asia & Pacific - WB,3,Both,22,All ages,294,All causes,113,Diet low in whole grains,1,Number,2023,471839.56828431546,766043.1739064491,200390.82261086375
1,Deaths,242,Sub-Saharan Africa - WB,1,Male,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1990,219.91898013292447,605.6506602966824,-40.96934926201566
1,Deaths,242,Sub-Saharan Africa - WB,2,Female,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1990,122.7163718167736,342.9522364487598,-22.47804195063236
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1990,342.63535194969774,907.7644604265148,-63.07981175809433
1,Deaths,242,Sub-Saharan Africa - WB,1,Male,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1991,224.34693940186685,621.0881598644326,-42.66903897898766
1,Deaths,242,Sub-Saharan Africa - WB,2,Female,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1991,127.39359610790676,366.4786432931495,-23.623175633577027
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1991,351.7405355097734,921.575450152882,-65.68461237571765
1,Deaths,242,Sub-Saharan Africa - WB,1,Male,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1992,228.14197180046511,626.9680503443972,-43.466139597245885
1,Deaths,242,Sub-Saharan Africa - WB,2,Female,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1992,131.62109467887026,402.3014017032757,-24.15614572920202
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1992,359.7630664793355,940.5282603651594,-67.134225994932
1,Deaths,242,Sub-Saharan Africa - WB,1,Male,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1993,232.69332797276468,640.5163155030659,-44.33135090068261
1,Deaths,242,Sub-Saharan Africa - WB,2,Female,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1993,136.71760325257273,411.35226781089057,-25.644623920038335
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1993,369.4109312253371,982.1687587833652,-68.30016351027625
1,Deaths,242,Sub-Saharan Africa - WB,1,Male,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1994,239.28458079943007,656.1435902105982,-43.85496892739812
1,Deaths,242,Sub-Saharan Africa - WB,2,Female,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1994,143.44779350146518,444.9302208946573,-27.915986465703817
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1994,382.7323743008955,1032.7310226783652,-67.75049654309318
1,Deaths,242,Sub-Saharan Africa - WB,1,Male,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1995,244.97361401068213,696.328561915406,-42.79572602482672
1,Deaths,242,Sub-Saharan Africa - WB,2,Female,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1995,149.53868921017934,464.6375070971383,-30.37138620114799
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1995,394.51230322086144,1022.1922772938236,-70.78885661412093
1,Deaths,242,Sub-Saharan Africa - WB,1,Male,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1996,249.9626027483689,684.0371131520534,-43.01915836729405
1,Deaths,242,Sub-Saharan Africa - WB,2,Female,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1996,156.61073481926763,482.3781442898505,-33.07531563902962
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1996,406.5733375676368,1043.7229542503844,-74.49552909230466
1,Deaths,242,Sub-Saharan Africa - WB,1,Male,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1997,251.859585431182,681.8165482165157,-43.641272059704896
1,Deaths,242,Sub-Saharan Africa - WB,2,Female,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1997,160.2523980226932,492.1900358708766,-34.40773359499981
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1997,412.1119834538752,1065.719108398688,-76.96933232667304
1,Deaths,242,Sub-Saharan Africa - WB,1,Male,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1998,256.1921749542317,681.6044707962876,-46.643019588285966
1,Deaths,242,Sub-Saharan Africa - WB,2,Female,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1998,165.82881619759848,516.0355609390523,-36.106664307747565
1,Deaths,242,Sub-Saharan Africa - WB,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",112,Diet low in vegetables,1,Number,1998,422.0209911518304,1091.4211164180124,-82.01335019287202
