anal_year,year,sex_id,sex_name,rei_id,rei_name,measure_name,lower,upper,val,val_ref,lower_ref,upper_ref,position,interval_overlap
2021,2014,1,Male,113,Diet low in whole grains,Deaths,164.55362947246624,1341.8593096490135,714.9018869579722,619.0794596225603,122.64259393149536,1648.1669392737704,within,overlap
2021,2014,2,Female,113,Diet low in whole grains,Deaths,107.65819264624196,838.7920056824794,458.06484375606857,471.6576593725374,68.48361407541103,1368.391839542685,within,overlap
2021,2014,3,Both,113,Diet low in whole grains,Deaths,282.9730956922058,2141.161588917508,1172.9667307140403,1090.7371189950964,191.8035141701295,2796.979819223706,within,overlap
2021,2015,1,Male,113,Diet low in whole grains,Deaths,165.62923014878805,1346.1653784260234,713.365884899615,603.7930991397444,116.07511702621788,1579.1925615225323,within,overlap
2021,2015,2,Female,113,Diet low in whole grains,Deaths,108.2712758700059,833.3112060421707,458.8978562123476,467.7750408077628,66.12473552344991,1346.0932262203278,within,overlap
2021,2015,3,Both,113,Diet low in whole grains,Deaths,280.9791985971491,2166.973248375936,1172.2637411119622,1071.568139947508,183.4820564790511,2676.7745941099333,within,overlap
2021,2016,1,Male,113,Diet low in whole grains,Deaths,164.52652880721325,1338.9375554483336,713.298080263666,602.4168800181748,112.45020165257256,1548.5853680517262,within,overlap
2021,2016,2,Female,113,Diet low in whole grains,Deaths,105.67096492035024,831.8530750879765,460.8113256652343,471.81049532386544,65.83790163923194,1363.2669045138612,within,overlap
2021,2016,3,Both,113,Diet low in whole grains,Deaths,279.848111008881,2159.339904462633,1174.1094059289003,1074.2273753420418,179.45552031861945,2641.3821607658047,within,overlap
2021,2017,1,Male,113,Diet low in whole grains,Deaths,163.04563961952226,1337.2499949317644,710.4422418865794,597.0212576300743,116.87691785884488,1460.9642297349324,within,overlap
2021,2017,2,Female,113,Diet low in whole grains,Deaths,109.30786077702548,832.5347716491892,462.4774934552953,471.0000626794324,67.84544759020928,1345.198490582155,within,overlap
2021,2017,3,Both,113,Diet low in whole grains,Deaths,284.1607847906131,2154.6624657596467,1172.9197353418758,1068.0213203095066,185.5814762707353,2577.191669507391,within,overlap
2021,2018,1,Male,113,Diet low in whole grains,Deaths,166.99207633056162,1350.9668176193168,708.5627868630193,598.2240508661165,116.72197559854314,1386.5251139196398,within,overlap
2021,2018,2,Female,113,Diet low in whole grains,Deaths,105.88757084414512,836.6106816274626,461.5358843617221,470.9948489458701,78.95786934485737,1374.772455973532,within,overlap
2021,2018,3,Both,113,Diet low in whole grains,Deaths,280.37113523002665,2166.2363864684576,1170.098671224741,1069.218899811987,194.54691277835528,2545.3737085699645,within,overlap
2021,2019,1,Male,113,Diet low in whole grains,Deaths,164.80081796919944,1341.4746108762852,705.2861737879141,597.3281192097579,116.2159037112396,1381.4263983352228,within,overlap
2021,2019,2,Female,113,Diet low in whole grains,Deaths,105.15174569993236,834.7877740912802,460.10825878652025,472.409843567409,84.25419639460708,1350.9307722928424,within,overlap
2021,2019,3,Both,113,Diet low in whole grains,Deaths,277.58747088662,2160.083511641619,1165.3944325744353,1069.7379627771672,206.1117906869325,2520.39913411887,within,overlap
2021,2020,1,Male,113,Diet low in whole grains,Deaths,164.73676977202354,1365.912893386891,707.9561946730839,560.992879715722,110.1615221441124,1289.459486897803,within,overlap
2021,2020,2,Female,113,Diet low in whole grains,Deaths,109.97149421735536,861.8493573816941,462.9242818457124,465.9151278494292,86.13806188721811,1393.7590103006828,within,overlap
2021,2020,3,Both,113,Diet low in whole grains,Deaths,280.5564589501398,2196.7277899398823,1170.8804765187976,1026.9080075651498,199.174266529372,2499.6310307054823,within,overlap
2021,2021,1,Male,113,Diet low in whole grains,Deaths,162.35478973749082,1365.0553502935682,711.3131308768579,549.8149154214883,109.086542220992,1305.0639073405257,within,overlap
2021,2021,2,Female,113,Diet low in whole grains,Deaths,110.8777088250616,856.5546904225153,466.3726172549701,469.8922566741789,84.71760384772345,1448.883521827879,within,overlap
2021,2021,3,Both,113,Diet low in whole grains,Deaths,278.81486673922154,2221.6100407160834,1177.6857481318275,1019.7071720956684,199.3668228688711,2523.315521045667,within,overlap
2021,1990,1,Male,111,Diet low in fruits,Deaths,20222.13593799866,60751.10024812348,41632.83620233496,36835.27867476687,17827.574385455744,57750.30809900108,within,overlap
2021,1990,2,Female,111,Diet low in fruits,Deaths,26758.6952405878,62255.19587855878,45767.73508568829,31250.902841905005,13941.39922954272,49130.08292763023,within,overlap
2021,1990,3,Both,111,Diet low in fruits,Deaths,46520.18566917225,122362.28670408236,87400.57128802316,68086.18151667183,31752.514140344443,105660.5096727852,within,overlap
2021,1991,1,Male,111,Diet low in fruits,Deaths,21113.82850992706,62708.92961362298,42780.849366763134,37795.43085848996,18777.45766466909,59378.888652498856,within,overlap
2021,1991,2,Female,111,Diet low in fruits,Deaths,26613.58753979401,63885.9795514848,46517.47275494937,32072.61183445872,13990.76042200878,50821.430837268665,within,overlap
2021,1991,3,Both,111,Diet low in fruits,Deaths,47450.99861937399,125580.10646063264,89298.32212171255,69868.04269294869,32557.16433200032,107835.1398316411,within,overlap
2021,1992,1,Male,111,Diet low in fruits,Deaths,21496.609837496468,65160.67762262873,44054.41965628069,38698.5219500481,19739.211998140923,60787.75158869463,within,overlap
2021,1992,2,Female,111,Diet low in fruits,Deaths,27195.960615915057,65126.092282582526,47795.55935284912,32716.9662772952,14472.308813752994,52536.91975305381,within,overlap
2021,1992,3,Both,111,Diet low in fruits,Deaths,48583.02940456543,128411.53488102416,91849.97900912972,71415.48822734319,32840.38811893424,111305.997713194,within,overlap
2021,1993,1,Male,111,Diet low in fruits,Deaths,21769.8893126164,65929.04298290775,45209.871039506106,39950.921197004696,20316.67619143604,62072.58010668179,within,overlap
2021,1993,2,Female,111,Diet low in fruits,Deaths,27587.315600855087,65732.37182187417,48452.094297391566,33828.006807673686,15076.706828193248,53998.78381679313,within,overlap
2021,1993,3,Both,111,Diet low in fruits,Deaths,49559.943290984906,130952.39352660904,93661.96533689756,73778.92800467841,33665.07458643564,113871.7238794692,within,overlap
2021,1994,1,Male,111,Diet low in fruits,Deaths,23500.433544960182,67669.08978132583,46549.77872063733,41221.69168309464,20079.351032993727,63353.127301813765,within,overlap
2021,1994,2,Female,111,Diet low in fruits,Deaths,28355.955267155223,68600.82605804625,49801.102918181765,34814.11370882644,15792.941422688398,55137.7818632115,within,overlap
2021,1994,3,Both,111,Diet low in fruits,Deaths,51141.45985320971,133736.10692657306,96350.8816388192,76035.80539192108,34652.77591651102,116878.66467605092,within,overlap
2021,1995,1,Male,111,Diet low in fruits,Deaths,23527.10547597781,70343.87364056504,48136.65309517112,42069.20496216032,19388.809504671743,63871.05653990981,within,overlap
2021,1995,2,Female,111,Diet low in fruits,Deaths,28692.065946623705,69523.92812940982,50607.27345960213,35627.24458182601,16666.795117938116,55636.58128919021,within,overlap
2021,1995,3,Both,111,Diet low in fruits,Deaths,52522.287309914216,138249.2325248674,98743.92655477318,77696.44954398632,35157.798108019735,118012.14056325592,within,overlap
2021,1996,1,Male,111,Diet low in fruits,Deaths,24782.84186118765,72639.2335525558,49559.50614146031,43563.29637951167,18982.660608171347,65282.19385496587,within,overlap
2021,1996,2,Female,111,Diet low in fruits,Deaths,29417.3858715734,71239.22549871053,51898.709698036,36938.84856189758,17092.943043321342,57216.03922684418,within,overlap
2021,1996,3,Both,111,Diet low in fruits,Deaths,54037.515603541535,141430.46182953852,101458.21583949652,80502.14494140918,36055.87570618817,122311.03487237977,within,overlap
2021,1997,1,Male,111,Diet low in fruits,Deaths,24890.68998477881,74452.90039953007,50963.55356500416,44621.86982986957,18703.07860536497,66540.42845156987,within,overlap
2021,1997,2,Female,111,Diet low in fruits,Deaths,30911.736915344987,72733.20783778136,53333.815103262685,37772.93940910191,17428.92718541275,58199.25026653841,within,overlap
2021,1997,3,Both,111,Diet low in fruits,Deaths,56019.04169849385,145622.4618627337,104297.36866826672,82394.80923897143,36781.383171939946,125678.9485381888,within,overlap
2021,1998,1,Male,111,Diet low in fruits,Deaths,25505.08370905944,76676.82143481757,52210.98584034819,46077.639976367216,19128.394242730712,69558.36166172536,within,overlap
2021,1998,2,Female,111,Diet low in fruits,Deaths,30983.078576596137,74199.43549203957,54463.031751962895,39012.44499000608,17874.455190605913,59200.58972824852,within,overlap
2021,1998,3,Both,111,Diet low in fruits,Deaths,55807.19010571064,148683.8600878407,106674.01759231124,85090.0849663733,37926.29918433947,129350.51723842492,within,overlap
2021,1999,1,Male,111,Diet low in fruits,Deaths,25982.001967014352,77600.51831962902,52755.94932416481,47051.89873199545,20243.174261527885,71206.36696343939,within,overlap
2021,1999,2,Female,111,Diet low in fruits,Deaths,31667.583731369392,75379.90148273372,55413.15054989628,39744.0162309929,18742.99554732036,60307.632275969605,within,overlap
2021,1999,3,Both,111,Diet low in fruits,Deaths,56949.33148225595,151237.6685112396,108169.0998740611,86795.91496298838,38727.49304912452,132016.79350557877,within,overlap
2021,2000,1,Male,111,Diet low in fruits,Deaths,26109.42486619348,78335.74397693589,53765.16087112076,48124.52847047362,21592.31599190922,72968.01061120527,within,overlap
2021,2000,2,Female,111,Diet low in fruits,Deaths,31778.34117135257,78200.38688428151,56889.05944986578,40761.11817718509,19224.256664273333,62198.05171622288,within,overlap
2021,2000,3,Both,111,Diet low in fruits,Deaths,57306.97418869995,154896.6999488604,110654.2203209865,88885.64664765874,39859.78542017384,134620.69147383442,within,overlap
2021,2001,1,Male,111,Diet low in fruits,Deaths,26303.94617223947,78948.7481468906,54289.1996296296,48980.17905364967,21661.90513950297,73563.2572342981,within,overlap
2021,2001,2,Female,111,Diet low in fruits,Deaths,32427.09797558847,78531.6452271639,57514.30311375159,41439.63640753155,19538.616158017616,62429.31389433198,within,overlap
2021,2001,3,Both,111,Diet low in fruits,Deaths,58182.82549590687,156815.99376847295,111803.50274338105,90419.81546118134,41247.026328110325,135774.24809900927,within,overlap
2021,2002,1,Male,111,Diet low in fruits,Deaths,26772.73555007089,80497.1752335841,54859.36591299262,50009.6218131165,21919.219840751197,74041.9766702886,within,overlap
2021,2002,2,Female,111,Diet low in fruits,Deaths,32988.41247776322,80313.13624171009,58443.65381194943,42391.666046818726,19835.249525854364,64065.35584110887,within,overlap
2021,2002,3,Both,111,Diet low in fruits,Deaths,58837.188878483656,158436.18267859594,113303.01972494205,92401.28785993531,43090.39099437922,139036.77680874453,within,overlap
2021,2003,1,Male,111,Diet low in fruits,Deaths,26538.61654667244,81607.10271919816,55540.74322007683,50250.76705943307,22692.337863319997,74449.98713393317,within,overlap
2021,2003,2,Female,111,Diet low in fruits,Deaths,32617.10708440934,81187.67133827767,59284.709490419504,42604.68151535856,19509.733228512752,65068.63419736496,within,overlap
2021,2003,3,Both,111,Diet low in fruits,Deaths,60218.43541209101,161048.65759697842,114825.45271049632,92855.4485747917,43302.42211257965,139354.95860450657,within,overlap
2021,2004,1,Male,111,Diet low in fruits,Deaths,26778.9580970737,81242.47366398029,55919.58139885985,50650.7871510481,23064.546591612147,75338.74811516324,within,overlap
2021,2004,2,Female,111,Diet low in fruits,Deaths,33016.02018763122,82820.75879942792,59852.385360484026,43177.76832207966,19854.43669794581,66100.33307989838,within,overlap
2021,2004,3,Both,111,Diet low in fruits,Deaths,60313.88544047691,163537.0360097065,115771.96675934386,93828.55547312774,43708.7014227163,140406.4719401278,within,overlap
2021,2005,1,Male,111,Diet low in fruits,Deaths,27534.014635072777,80876.54330469927,56137.13865826062,51182.94954905741,23205.534617793062,76147.76827638512,within,overlap
2021,2005,2,Female,111,Diet low in fruits,Deaths,34263.03996197719,83462.12688037162,60144.210740853065,44217.08069250771,20262.351263947297,67205.01996038681,within,overlap
2021,2005,3,Both,111,Diet low in fruits,Deaths,61202.978449746006,163275.99052176924,116281.34939911363,95400.03024156508,43771.06014317986,142993.33837214185,within,overlap
2021,2006,1,Male,111,Diet low in fruits,Deaths,27143.25602304793,83203.71416387324,56630.11804279256,52223.70045258066,23491.32657760606,77321.2434216666,within,overlap
2021,2006,2,Female,111,Diet low in fruits,Deaths,34292.197441104305,83753.96634613382,60779.59133448116,45791.23450591402,20849.29193380801,69811.7752645436,within,overlap
2021,2006,3,Both,111,Diet low in fruits,Deaths,61431.72054090253,166067.4299817554,117409.70937727368,98014.9349584948,44466.92694283574,147169.27447365224,within,overlap
2021,2007,1,Male,111,Diet low in fruits,Deaths,26676.62751393181,83779.96211255112,56822.671775185685,52973.06877572398,23239.34184090196,78369.94697544421,within,overlap
2021,2007,2,Female,111,Diet low in fruits,Deaths,34152.52361984586,84983.05767270952,61159.47554330698,46840.86403096062,20923.93268457369,71517.07878490417,within,overlap
2021,2007,3,Both,111,Diet low in fruits,Deaths,61045.863095314,166408.33133978225,117982.1473184925,99813.93280668468,46031.63563764459,151321.78589734566,within,overlap
2021,2008,1,Male,111,Diet low in fruits,Deaths,27229.76093697639,84713.38299905907,57408.35056085957,54445.030146511766,23360.60942709133,80330.4153877027,within,overlap
2021,2008,2,Female,111,Diet low in fruits,Deaths,33706.10526609663,85533.50337201575,61981.19321595795,48817.28834865642,21633.15608589948,74387.97967498154,within,overlap
2021,2008,3,Both,111,Diet low in fruits,Deaths,62187.32835898972,168580.2305927095,119389.54377681745,103262.31849516807,47545.1432149745,156946.43610251287,within,overlap
2021,2009,1,Male,111,Diet low in fruits,Deaths,27811.7505088456,84528.65254333871,58172.57905975095,56257.15549899562,24269.81180936284,83105.93922788632,within,overlap
2021,2009,2,Female,111,Diet low in fruits,Deaths,34386.60380542403,86296.00699849796,63044.47130172204,50877.09520335058,23211.974074556747,77743.48885663337,within,overlap
2021,2009,3,Both,111,Diet low in fruits,Deaths,63464.28680901186,169192.14041352255,121217.05036147292,107134.25070234617,48659.89609294887,163133.155503121,within,overlap
2021,2010,1,Male,111,Diet low in fruits,Deaths,28204.09520312503,86382.11706653135,58939.75361222795,57951.04505542691,25542.51202824885,86742.86495913901,within,overlap
2021,2010,2,Female,111,Diet low in fruits,Deaths,35398.23688602417,87478.82361818841,64129.54850184542,52683.756812968975,24714.47734612685,80848.44172144486,within,overlap
2021,2010,3,Both,111,Diet low in fruits,Deaths,64133.676925769534,174246.556859833,123069.30211407326,110634.80186839594,50464.73231170087,169984.48134370038,within,overlap
2021,2011,1,Male,111,Diet low in fruits,Deaths,28369.107943917035,87793.50915713803,59752.60703181239,59959.247855996495,26079.024905942824,87785.42757043551,within,overlap
2021,2011,2,Female,111,Diet low in fruits,Deaths,35854.23433429519,89612.14419701986,65252.07125740309,54769.59664597872,25661.67470003504,84939.04561214341,within,overlap
2021,2011,3,Both,111,Diet low in fruits,Deaths,65375.93800436735,176734.5121972261,125004.6782892155,114728.84450197517,53238.70786057541,177192.64327320835,within,overlap
2021,2012,1,Male,111,Diet low in fruits,Deaths,27830.7949938322,88795.51966432357,60777.27775694688,61944.57000049233,26485.64391048692,90412.23571841649,within,overlap
2021,2012,2,Female,111,Diet low in fruits,Deaths,36992.20176157227,90304.32300680965,66565.08947626346,56627.09621749527,26388.793619387277,87617.43818430776,within,overlap
2021,2012,3,Both,111,Diet low in fruits,Deaths,66426.68925037004,178347.47837462448,127342.36723321042,118571.66621798764,55775.803322485255,184832.0627020604,within,overlap
2021,2013,1,Male,111,Diet low in fruits,Deaths,28701.30265014164,90322.51661939298,61899.29395797347,63326.7150081521,27236.80179207974,94481.6644193973,within,overlap
2021,2013,2,Female,111,Diet low in fruits,Deaths,37534.0704103775,93540.69434583954,68023.34186760732,58208.03767018043,27407.00843997122,90567.02119334057,within,overlap
2021,2013,3,Both,111,Diet low in fruits,Deaths,68109.54454963138,181851.96419139067,129922.6358255808,121534.7526783325,57874.92552078649,186678.5961653593,within,overlap
