anal_year,year,sex_id,sex_name,rei_id,rei_name,measure_name,lower,upper,val,val_ref,lower_ref,upper_ref,position,interval_overlap
2021,1990,1,Male,113,Diet low in whole grains,Deaths,138.82460711968412,1117.3682903114131,591.4568134495984,481.813708200623,98.99889562827006,1169.5271077979971,within,overlap
2021,1990,2,Female,113,Diet low in whole grains,Deaths,92.7108239639814,670.2344892093896,353.1377688323321,294.16145254647404,54.24743321928794,803.4678729692853,within,overlap
2021,1990,3,Both,113,Diet low in whole grains,Deaths,228.04688602713827,1763.761705129957,944.5945822819316,775.975160747097,153.73619208683468,1949.383446893286,within,overlap
2021,1991,1,Male,113,Diet low in whole grains,Deaths,137.83023550594788,1125.0433039921982,607.3410722403463,490.71638286256086,99.741509913501,1194.3633316265546,within,overlap
2021,1991,2,Female,113,Diet low in whole grains,Deaths,91.51623889077749,694.1606058998779,361.8275892672056,306.45240930045776,58.41181387019571,885.2809519444323,within,overlap
2021,1991,3,Both,113,Diet low in whole grains,Deaths,226.86448287911105,1805.2701933369915,969.1686615075514,797.1687921630185,156.81372018366974,1991.218535137783,within,overlap
2021,1992,1,Male,113,Diet low in whole grains,Deaths,143.24217261107924,1184.7386312726069,623.2341806436361,498.19638183710106,100.3727583112662,1293.662510344631,within,overlap
2021,1992,2,Female,113,Diet low in whole grains,Deaths,96.27203298444932,710.4581594803213,370.3476828507783,317.0003026826701,62.84007840861759,930.7079994114424,within,overlap
2021,1992,3,Both,113,Diet low in whole grains,Deaths,232.54248128104263,1843.41701535502,993.5818634944152,815.196684519771,167.77124226776726,2076.860400318647,within,overlap
2021,1993,1,Male,113,Diet low in whole grains,Deaths,145.76964516370117,1212.900348901866,636.549324518669,507.3698253037041,104.2874110235331,1330.1379104165187,within,overlap
2021,1993,2,Female,113,Diet low in whole grains,Deaths,96.18307109298038,721.1854178522667,377.0644068354772,330.3673626659215,65.41866918141449,980.6060301873232,within,overlap
2021,1993,3,Both,113,Diet low in whole grains,Deaths,235.52293258605505,1885.5647179009,1013.613731354146,837.7371879696259,177.94335212718673,2210.233252022847,within,overlap
2021,1994,1,Male,113,Diet low in whole grains,Deaths,148.76185448894637,1245.7673130211651,652.4966751381485,521.3698705591418,109.6197421921695,1325.586803023652,within,overlap
2021,1994,2,Female,113,Diet low in whole grains,Deaths,99.22469154803257,732.5842569543481,386.0281614369126,347.87560381835715,68.25182760225141,1032.362697113649,within,overlap
2021,1994,3,Both,113,Diet low in whole grains,Deaths,246.7630327078905,1941.185514992404,1038.5248365750622,869.2454743774981,186.20342683254665,2276.2409223750337,within,overlap
2021,1995,1,Male,113,Diet low in whole grains,Deaths,157.4812171132441,1266.6150197761026,669.9129696418471,533.5536260676884,114.62605184821284,1331.982698035193,within,overlap
2021,1995,2,Female,113,Diet low in whole grains,Deaths,100.8536247157888,740.398192537503,394.1055937596357,364.2877849990769,68.57018735252775,1072.5142643410052,within,overlap
2021,1995,3,Both,113,Diet low in whole grains,Deaths,254.2385293627781,1987.710338888705,1064.0185634014824,897.8414110667642,187.89773382178825,2303.80269209688,within,overlap
2021,1996,1,Male,113,Diet low in whole grains,Deaths,158.2083610399181,1301.292875858766,683.3712214501943,543.8417907197082,113.04233798565096,1414.3962373710028,within,overlap
2021,1996,2,Female,113,Diet low in whole grains,Deaths,103.31048315638104,771.5277213402032,403.5754695329901,382.7902059863038,69.55148123026376,1106.363363202211,within,overlap
2021,1996,3,Both,113,Diet low in whole grains,Deaths,260.6485390126576,2023.384909678988,1086.946690983184,926.6319967060124,188.02426111604055,2298.241086968464,within,overlap
2021,1997,1,Male,113,Diet low in whole grains,Deaths,168.0003088770233,1300.451993399851,691.2072298076635,547.2417134206572,115.73875075706697,1462.525089509343,within,overlap
2021,1997,2,Female,113,Diet low in whole grains,Deaths,105.28226151705876,774.237614710785,406.6219580441604,391.9477239098397,71.31376262444448,1122.352650606591,within,overlap
2021,1997,3,Both,113,Diet low in whole grains,Deaths,266.8686968607039,2024.612393846527,1097.8291878518237,939.189437330496,186.8891313804079,2284.702525965037,within,overlap
2021,1998,1,Male,113,Diet low in whole grains,Deaths,167.99359895207945,1338.430417994358,704.4089153782423,557.6771635028108,121.5297409123601,1455.1806437775306,within,overlap
2021,1998,2,Female,113,Diet low in whole grains,Deaths,107.87427348287918,788.0698957642367,415.38312616711306,406.9402005534192,72.38931572457882,1215.8933011779395,within,overlap
2021,1998,3,Both,113,Diet low in whole grains,Deaths,268.25793459470714,2062.011562537321,1119.7920415453564,964.61736405623,184.83787244884715,2428.1552566420737,within,overlap
2021,1999,1,Male,113,Diet low in whole grains,Deaths,168.14228006812772,1341.800649610456,711.0800110847706,568.430322860211,119.10145101047736,1493.9975933554422,within,overlap
2021,1999,2,Female,113,Diet low in whole grains,Deaths,109.1855382882258,804.5521077336277,421.9261397616049,419.2853193147626,74.65183759812837,1245.5118664078464,within,overlap
2021,1999,3,Both,113,Diet low in whole grains,Deaths,270.5900172859797,2100.1946253356514,1133.0061508463764,987.715642174974,187.50224000982809,2501.624671678307,within,overlap
2021,2000,1,Male,113,Diet low in whole grains,Deaths,173.48619712276638,1373.6838194645466,721.8988138291265,578.3242050640113,116.62308318061795,1487.085159018428,within,overlap
2021,2000,2,Female,113,Diet low in whole grains,Deaths,111.53320711967184,819.8040830383306,432.0700910311035,430.98860326768914,76.19993902715778,1312.862206794204,within,overlap
2021,2000,3,Both,113,Diet low in whole grains,Deaths,275.0507986974286,2137.056200646656,1153.9689048602304,1009.3128083317008,187.5587005608531,2586.3742933108706,within,overlap
2021,2001,1,Male,113,Diet low in whole grains,Deaths,174.1433176868589,1364.473445902281,724.4676747304807,583.7190771593357,112.76151534918988,1535.1025432984898,within,overlap
2021,2001,2,Female,113,Diet low in whole grains,Deaths,110.98738841630504,811.8679967386654,436.9461362224024,437.47495156567743,75.6233962039509,1349.0604865180471,within,overlap
2021,2001,3,Both,113,Diet low in whole grains,Deaths,279.4877107809341,2161.755571942276,1161.4138109528838,1021.1940287250133,184.8267992064333,2670.437684618226,within,overlap
2021,2002,1,Male,113,Diet low in whole grains,Deaths,171.60079998195965,1367.568225775687,727.7452053922219,591.4214234317203,113.2743222491642,1548.7666375584622,within,overlap
2021,2002,2,Female,113,Diet low in whole grains,Deaths,117.81543075808464,830.6143559638965,445.4743184053178,442.9237543501576,72.62961670037461,1363.0529678304524,within,overlap
2021,2002,3,Both,113,Diet low in whole grains,Deaths,283.3963864271891,2201.223952522225,1173.2195237975393,1034.345177781877,183.77601608545157,2709.837293937624,within,overlap
2021,2003,1,Male,113,Diet low in whole grains,Deaths,173.406913019755,1351.8102238390245,737.4442835711194,600.6496072796974,119.13818237365015,1574.8708773580988,within,overlap
2021,2003,2,Female,113,Diet low in whole grains,Deaths,120.01567194829563,846.6924573425429,454.6693099301468,444.633875544512,71.57200892479636,1368.1308223153562,within,overlap
2021,2003,3,Both,113,Diet low in whole grains,Deaths,283.44019301624604,2208.042077105112,1192.1135935012649,1045.28348282421,185.1065364432385,2688.9977459716247,within,overlap
2021,2004,1,Male,113,Diet low in whole grains,Deaths,173.19809031243815,1395.032401979564,739.2365314743092,606.6025508933322,126.50454021392125,1670.165255219075,within,overlap
2021,2004,2,Female,113,Diet low in whole grains,Deaths,118.43082128477064,862.4339133417782,458.77261475473375,447.7628236225469,69.05421970509747,1381.6804013330911,within,overlap
2021,2004,3,Both,113,Diet low in whole grains,Deaths,281.0152163931038,2282.3020130708032,1198.0091462290432,1054.3653745158797,192.41228690571543,2635.341231547048,within,overlap
2021,2005,1,Male,113,Diet low in whole grains,Deaths,170.00171057160725,1369.754472828387,732.4576836072907,600.7167891874334,124.47771534434818,1664.8152136824112,within,overlap
2021,2005,2,Female,113,Diet low in whole grains,Deaths,119.84363213529652,853.9082726371078,455.5190111139517,444.117184613981,69.38355500254448,1360.535178814369,within,overlap
2021,2005,3,Both,113,Diet low in whole grains,Deaths,283.80528662719627,2211.460189633459,1187.9766947212418,1044.833973801414,194.57988386930444,2626.179081897861,within,overlap
2021,2006,1,Male,113,Diet low in whole grains,Deaths,167.3080151181268,1358.717530427978,727.4596999784668,596.9929394247897,123.88965673864796,1640.9101231238722,within,overlap
2021,2006,2,Female,113,Diet low in whole grains,Deaths,118.58291093384996,861.4085591852529,452.0380473421332,440.5372271623653,71.33092841820635,1408.3555866662318,within,overlap
2021,2006,3,Both,113,Diet low in whole grains,Deaths,281.4417707701017,2201.698043462634,1179.4977473206002,1037.5301665871548,198.72553276270415,2592.607587478317,within,overlap
2021,2007,1,Male,113,Diet low in whole grains,Deaths,165.14873102715256,1339.2749890926216,718.0043409922042,589.3344016560175,128.29745579889826,1596.5868125701809,within,overlap
2021,2007,2,Female,113,Diet low in whole grains,Deaths,115.83205687756396,828.2110439027254,445.4583901982595,435.8524744746528,73.92811117462473,1421.588278060471,within,overlap
2021,2007,3,Both,113,Diet low in whole grains,Deaths,274.0672558306516,2156.401436316811,1163.4627311904644,1025.1868761306698,204.3812872982812,2617.497858619089,within,overlap
2021,2008,1,Male,113,Diet low in whole grains,Deaths,164.09160679795002,1339.5953705695777,717.2176658576839,595.1297353414503,128.19555001259576,1572.229860842686,within,overlap
2021,2008,2,Female,113,Diet low in whole grains,Deaths,113.63407782693088,823.9853029454367,444.18271392978585,443.9661440348752,75.4020754005476,1380.2949923323858,within,overlap
2021,2008,3,Both,113,Diet low in whole grains,Deaths,276.08526967078683,2153.703168201277,1161.4003797874698,1039.095879376326,211.42130308661223,2632.69351519039,within,overlap
2021,2009,1,Male,113,Diet low in whole grains,Deaths,164.3923673168191,1341.7374571091527,715.3853822286015,606.6955526909298,130.50384163636423,1678.0710750812266,within,overlap
2021,2009,2,Female,113,Diet low in whole grains,Deaths,115.6100525667257,827.9555486766474,442.8297073097946,451.48487961476405,74.51508189590214,1377.7412372956728,within,overlap
2021,2009,3,Both,113,Diet low in whole grains,Deaths,278.2922853211753,2150.6803806498983,1158.2150895383954,1058.180432305693,215.2402530083305,2725.523117413348,within,overlap
2021,2010,1,Male,113,Diet low in whole grains,Deaths,166.69091896852402,1327.7679037180365,711.7725175227204,614.7996562443044,126.48508010142638,1743.755945341531,within,overlap
2021,2010,2,Female,113,Diet low in whole grains,Deaths,113.83016441756106,814.3881832557299,440.8971698300208,457.2873329948344,73.69548859594723,1328.356946710896,within,overlap
2021,2010,3,Both,113,Diet low in whole grains,Deaths,276.2965572420718,2124.6429199195222,1152.669687352742,1072.0869892391393,215.66869420475035,2778.359426871655,within,overlap
2021,2011,1,Male,113,Diet low in whole grains,Deaths,160.11762035265957,1323.7910992040738,710.1633469242502,620.7994289986518,127.03180250358592,1713.2956100263154,within,overlap
2021,2011,2,Female,113,Diet low in whole grains,Deaths,112.2394456813808,817.0867247872628,441.6038968426794,462.0343143873044,73.5753526547106,1360.2698035069066,within,overlap
2021,2011,3,Both,113,Diet low in whole grains,Deaths,274.606028139375,2114.669158130197,1151.7672437669285,1082.8337433859554,214.83178873771104,2822.957218600573,within,overlap
2021,2012,1,Male,113,Diet low in whole grains,Deaths,163.386433497099,1328.6370301732943,711.6068859294205,623.2843089570454,125.82846814295634,1690.5574698725547,within,overlap
2021,2012,2,Female,113,Diet low in whole grains,Deaths,112.08247216456884,810.1135591683433,445.0405564381795,463.36305650345486,70.17277749713159,1333.31807669307,within,overlap
2021,2012,3,Both,113,Diet low in whole grains,Deaths,276.9388799101989,2106.859604323507,1156.6474423675988,1086.6473654605006,209.37599624323275,2852.86708980404,within,overlap
2021,2013,1,Male,113,Diet low in whole grains,Deaths,162.9993903854292,1338.584190649351,713.8237675583299,624.2287727917934,127.44011838193585,1649.4190680342788,within,overlap
2021,2013,2,Female,113,Diet low in whole grains,Deaths,110.06261088611468,829.7500699538027,452.3296960174335,470.18130385174345,66.33830013442314,1347.973238305083,within,overlap
2021,2013,3,Both,113,Diet low in whole grains,Deaths,280.6034541720473,2145.8326740726006,1166.153463575764,1094.410076643537,203.61934832974543,2840.9743533446613,within,overlap
